date,precip_in_avg,n_stations
2000-01-01,0.0,83
2000-01-02,0.02,80
2000-01-03,0.11904109589041098,73
2000-01-04,0.33632183908045976,87
2000-01-05,0.5697560975609756,82
2000-01-06,0.0005063291139240507,79
2000-01-07,0.0015714285714285717,70
2000-01-08,0.003157894736842105,76
2000-01-09,0.00029411764705882356,68
2000-01-10,0.4217567567567568,74
