Town,MINORPCT,LOWINCPCT,LINGISOPCT
REHOBOTH,0.05370524576623647,0.14431265298907164,0.026793260918089094
REVERE,0.5468199518035726,0.3836653314056802,0.18727500083120094
RICHMOND,0.061307901923705714,0.15326975469209808,0.0
ROCHESTER,0.019379844858703314,0.060741919796687804,0.003465932737315011
ROCKLAND,0.12281984931422303,0.18446495239034547,0.03895164713019016
ROCKPORT,0.05189620768234959,0.13397731980638722,0.0033705656971770746
ROWE,0.096975089,0.284313726,0.010373444
ROWLEY,0.034409515502124045,0.0824878762455395,0.01027114392693288
SALEM,0.29035350802185456,0.293336106271621,0.07173570414427947
SALISBURY,0.1593232943439301,0.14976768401784715,0.016066746885108757
SANDISFIELD,0.059933407,0.197867299,0.006289308
SANDWICH,0.0887425679054592,0.11902189100909048,0.0044380009851112965
SAUGUS,0.18195329081429581,0.1672001289309271,0.023259510669214434
SAVOY,0.072033898,0.263908702,0.0
SCITUATE,0.07682242968205609,0.07903555818915887,0.0039717360743925225
SEEKONK,0.06969163553738836,0.12225660839983049,0.006477005232674881
SHARON,0.2997363741204095,0.03306355023241984,0.04714182278413341
SHEFFIELD,0.09132007242646173,0.1359252561199518,0.0
SHELBURNE,0.10167130911838439,0.18391475730919218,0.04359369330501393
SHERBORN,0.14775306428461188,0.03608715374784385,0.0
SHIRLEY,0.2531188444783322,0.1954196071749836,0.008839616943860802
SHREWSBURY,0.24161686585740375,0.08226002218849603,0.022241111509462154
SHUTESBURY,0.131991052,0.139261745,0.0
SOMERSET,0.06310891360644177,0.10313758589254034,0.007053821895085066
SOMERVILLE,0.28997068254344216,0.19910538052319265,0.05794651540544533
SOUTH HADLEY,0.1841405003447756,0.14247676015628882,0.009342114893737803
SOUTHAMPTON,0.10782721663478403,0.10150690587966872,0.00917344360912634
SOUTHBOROUGH,0.2174373794115607,0.08510305414865126,0.014011625951830444
SOUTHBRIDGE,0.4005554610836593,0.40017281298758717,0.08245319825154453
SOUTHWICK,0.08103745175355145,0.1585337295221696,0.013557809711795092
SPENCER,0.08885731014160328,0.18075606006862824,0.0
SPRINGFIELD,0.7186760593456725,0.4777565248941103,0.13103386904457948
STERLING,0.07899305565520834,0.11755401239965278,0.0
STOCKBRIDGE,0.12370005494198139,0.3252936727887247,0.0
STONEHAM,0.15461281798704338,0.12146322663045456,0.039388738008276636
STOUGHTON,0.34525285923191407,0.13609367803255476,0.05880981157813146
STOW,,,
STURBRIDGE,0.038746439,0.175498576,0.0
SUDBURY,0.18184221683618865,0.03712112270108925,0.0049555448489847715
SUNDERLAND,0.19580038190291793,0.29766600735124077,0.04831697120752659
SUTTON,0.089873038183345,0.10641073868079577,0.0029564901209637113
SWAMPSCOTT,0.14272355328147285,0.06984413049701929,0.010631831016014028
SWANSEA,0.0700884686209579,0.12791391655514034,0.017680516848688228
TAUNTON,0.24673391142265602,0.282740914986396,0.04859663619715636
TEWKSBURY,0.11276602586213207,0.08710332492456586,0.011047459562064647
TISBURY,0.2017284992976391,0.2699676663693086,0.02868898468697302
TOPSFIELD,0.09509954082174578,0.09929170831745789,0.00849258856401225
TOWNSEND,0.11865704293558618,0.12365270231638233,0.0
TRURO,0.0006349206717460317,0.2095238096628571,0.03439701499111111
TYNGSBOROUGH,0.1949583907657752,0.09994344346537934,0.030937489959360104
TYRINGHAM,0.075785582,0.197781885,0.004830918
UPTON,0.1897069872307789,0.062080914760455796,0.0
UXBRIDGE,0.055712327736676615,0.09965524991203742,0.010538568917600582
WAKEFIELD,0.11343760513382946,0.12003189710750924,0.013784081463967373
WALES,0.065130261,0.176139273,0.0
WALPOLE,0.14974842777163522,0.11938882755490565,0.004283551264465409
WALTHAM,0.35549732152997865,0.21506941251442124,0.046869134281923276
WARE,0.1004271382473428,0.294639474211483,0.006537484241581405
WAREHAM,0.1675666337390384,0.24373477196341092,0.007878704126139356
WARREN,0.05441088218923785,0.1761501514878976,0.0
WARWICK,0.047932331,0.196226415,0.004914005
WASHINGTON,0.111776447,0.147704591,0.0
WATERTOWN,0.19735576928701923,0.0912853786588141,0.013956284259535257
WAYLAND,0.22902085287091423,0.056050940006493966,0.011186487727253048
WEBSTER,0.20282515996515196,0.23415369693183635,0.013132862742070895
WELLESLEY,0.25442077410341823,0.06351693746014342,0.022002409854010023
WELLFLEET,0.14866434363995357,0.25243718798931475,0.007239188430662021
WENDELL,0.167030568,0.271834061,0.00486618
WENHAM,0.10687175389752297,0.0773673467173392,0.0
WEST BOYLSTON,0.1535433072010414,0.17139813273533147,0.009843294067691135
WEST BRIDGEWATER,0.08987142481579638,0.09864828140566781,0.023929269157045394
WEST BROOKFIELD,0.030414263411903515,0.28307736525170424,0.0
WEST NEWBURY,0.12399999983066666,0.07701498933355555,0.0
WEST SPRINGFIELD,0.2130594497696229,0.2656695957542919,0.0401107755272884
WEST STOCKBRIDGE,0.10910652919072165,0.19158075581013745,0.018029193664089345
WEST TISBURY,0.14885752700000002,0.10366018375,0.020653735625
WESTBOROUGH,0.38631170045926644,0.1532454043136426,0.04928325913596892
WESTFIELD,0.16727282034117918,0.20730710832127855,0.041077128418988834
WESTFORD,0.28029345844854286,0.07279396787813328,0.012256470873446095
WESTHAMPTON,0.058710913,0.098654709,0.0
WESTMINSTER,0.02528227799779087,0.10776200587027492,0.0
WESTON,0.2627477555001694,0.11600418219828901,0.023488896798661698
WESTPORT,0.03719984268219394,0.17068145083374886,0.011623247108056685
WESTWOOD,0.21697995780536536,0.06345309811770199,0.027603609341902154
WEYMOUTH,0.18078240057598255,0.17759435843310808,0.02840192219996364
WHATELY,0.062048193,0.242771084,0.01174743
WHITMAN,0.08739084402348504,0.1180841879263694,0.013482474696282085
WILBRAHAM,0.11150684951143837,0.11471823414342465,0.004524189674520548
WILLIAMSTOWN,0.187288356407528,0.16074381822336545,0.0
WILMINGTON,0.1309866229984477,0.08589690919919646,0.007315573503675296
WINCHESTER,0.21877316999861599,0.07908449461954427,0.019332446883149626
WINDSOR,0.162601626,0.108739837,0.0
WINTHROP,0.16369120912065993,0.151076381228392,0.013955568717803497
WOBURN,0.20318264247545803,0.1416893575578691,0.047428084368129814
WORCESTER,0.46566410375190603,0.34540440048303395,0.10777815999275808
WRENTHAM,0.07477022441285086,0.08228521786817918,0.009011235318208164
YARMOUTH,0.16033064787118162,0.18432437442635954,0.014966530052618329
[UNKNOWN],0.2872972650912279,0.2014881906053202,0.06417378421511842
