reportingCycle,auId,waterbody,watershed,waterType,auSize,sizeUnit,useClass,category,designatedUse,attainment,cause,source,tmdlId,hasTmdl
2010,MA11-01,North Branch Hoosic River,Hoosic,RIVER,4.281,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-01,North Branch Hoosic River,Hoosic,RIVER,4.281,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-01,North Branch Hoosic River,Hoosic,RIVER,4.281,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-01,North Branch Hoosic River,Hoosic,RIVER,4.281,MILES,B,2,Primary Contact Recreation,Fully Supporting,,,,0
2010,MA11-01,North Branch Hoosic River,Hoosic,RIVER,4.281,MILES,B,2,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Aesthetic,Not Assessed,,,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Fish Consumption,Not Assessed,,,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Channelization,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Streambank Modifications/destabilization,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Channelization,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Streambank Modifications/destabilization,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Aquatic Life,Not Supporting,Polychlorinated biphenyls,Source Unknown,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Aquatic Life,Not Supporting,Polychlorinated biphenyls,Contaminated Sediments,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Urban Runoff/Storm Sewers,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Municipal (Urbanized High Density Area),,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Discharges from Municipal Separate Storm Sewer Systems (MS4),,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Commercial Districts (Shopping/Office Complexes),,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Source Unknown,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Illicit Connections/Hook-ups to Storm Sewers,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Secondary Contact Recreation,Not Supporting,Fecal Coliform,Discharges from Municipal Separate Storm Sewer Systems (MS4),,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Secondary Contact Recreation,Not Supporting,Fecal Coliform,Illicit Connections/Hook-ups to Storm Sewers,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Secondary Contact Recreation,Not Supporting,Fecal Coliform,Source Unknown,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Secondary Contact Recreation,Not Supporting,Fecal Coliform,Urban Runoff/Storm Sewers,,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Secondary Contact Recreation,Not Supporting,Fecal Coliform,Municipal (Urbanized High Density Area),,0
2010,MA11-02,North Branch Hoosic River,Hoosic,RIVER,1.537,MILES,B,5,Secondary Contact Recreation,Not Supporting,Fecal Coliform,Commercial Districts (Shopping/Office Complexes),,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aesthetic,Fully Supporting,,,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Fish Consumption,Not Assessed,,,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Channelization,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Streambank Modifications/destabilization,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Agriculture,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Unspecified Urban Stormwater,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Channelization,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Streambank Modifications/destabilization,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Unspecified Urban Stormwater,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Agriculture,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Physical substrate habitat alterations,Dam or Impoundment,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Ambient Bioassays -- ChronicßAquatic Toxicity,Agriculture,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Ambient Bioassays -- ChronicßAquatic Toxicity,Unspecified Urban Stormwater,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Ambient Bioassays -- ChronicßAquatic Toxicity,Streambank Modifications/destabilization,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,Ambient Bioassays -- ChronicßAquatic Toxicity,Channelization,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Aquatic Life,Not Supporting,"Temperature, water",Dam or Impoundment,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Illicit Connections/Hook-ups to Storm Sewers,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Source Unknown,,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Discharges from Municipal Separate Storm Sewer Systems (MS4),,0
2010,MA11-03,Hoosic River,Hoosic,RIVER,8.841,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Waterfowl,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Aesthetic,Fully Supporting,,,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Fish Consumption,Not Assessed,,,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Channelization,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Streambank Modifications/destabilization,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Streambank Modifications/destabilization,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Channelization,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Other Turf Management,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Source Unknown,,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Discharges from Municipal Separate Storm Sewer Systems (MS4),,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Crop Production (Crop Land or Dry Land),,0
2010,MA11-04,Hoosic River,Hoosic,RIVER,5.387,MILES,B,5,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Aesthetic,Fully Supporting,,,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Fish Consumption,Not Supporting,PCB in Fish Tissue,Brownfield (Non-npl) Sites,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Streambank Modifications/destabilization,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Channelization,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Channelization,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Aquatic Life,Not Supporting,Other flow regime alterations,Streambank Modifications/destabilization,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Aquatic Life,Not Supporting,Aquatic Macroinvertebrate Bioassessments,Source Unknown,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Source Unknown,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Discharges from Municipal Separate Storm Sewer Systems (MS4),,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Urban Runoff/Storm Sewers,,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Highway/Road/Bridge Runoff (Non-construction Related),,0
2010,MA11-05,Hoosic River,Hoosic,RIVER,8.225,MILES,B,5,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Aesthetic,Fully Supporting,,,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Fish Consumption,Not Assessed,,,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Aquatic Life,Fully Supporting,,,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Managed Pasture Grazing,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Unrestricted Cattle Access,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Discharges from Municipal Separate Storm Sewer Systems (MS4),,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Illicit Connections/Hook-ups to Storm Sewers,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Source Unknown,,0
2010,MA11-06,Green River,Hoosic,RIVER,12.498,MILES,B,5,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-09,Hemlock Brook,Hoosic,RIVER,7.083,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-09,Hemlock Brook,Hoosic,RIVER,7.083,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-09,Hemlock Brook,Hoosic,RIVER,7.083,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-09,Hemlock Brook,Hoosic,RIVER,7.083,MILES,B,2,Primary Contact Recreation,Fully Supporting,,,,0
2010,MA11-09,Hemlock Brook,Hoosic,RIVER,7.083,MILES,B,2,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-10,Thunder Brook,Hoosic,RIVER,1.545,MILES,A,3,Aesthetic,Not Assessed,,,,0
2010,MA11-10,Thunder Brook,Hoosic,RIVER,1.545,MILES,A,3,Fish Consumption,Not Assessed,,,,0
2010,MA11-10,Thunder Brook,Hoosic,RIVER,1.545,MILES,A,3,Aquatic Life,Not Assessed,,,,0
2010,MA11-10,Thunder Brook,Hoosic,RIVER,1.545,MILES,A,3,Primary Contact Recreation,Not Assessed,,,,0
2010,MA11-10,Thunder Brook,Hoosic,RIVER,1.545,MILES,A,3,Public Water Supply,Not Assessed,,,,0
2010,MA11-10,Thunder Brook,Hoosic,RIVER,1.545,MILES,A,3,Secondary Contact Recreation,Not Assessed,,,,0
2010,MA11-13,Dry Brook,Hoosic,RIVER,6.702,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-13,Dry Brook,Hoosic,RIVER,6.702,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-13,Dry Brook,Hoosic,RIVER,6.702,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-13,Dry Brook,Hoosic,RIVER,6.702,MILES,B,2,Primary Contact Recreation,Fully Supporting,,,,0
2010,MA11-13,Dry Brook,Hoosic,RIVER,6.702,MILES,B,2,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-15,South Brook,Hoosic,RIVER,4.138,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-15,South Brook,Hoosic,RIVER,4.138,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-15,South Brook,Hoosic,RIVER,4.138,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-15,South Brook,Hoosic,RIVER,4.138,MILES,B,2,Primary Contact Recreation,Fully Supporting,,,,0
2010,MA11-15,South Brook,Hoosic,RIVER,4.138,MILES,B,2,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-16,McDonald Brook,Hoosic,RIVER,3.0,MILES,B,2,Aesthetic,Not Assessed,,,,0
2010,MA11-16,McDonald Brook,Hoosic,RIVER,3.0,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-16,McDonald Brook,Hoosic,RIVER,3.0,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-16,McDonald Brook,Hoosic,RIVER,3.0,MILES,B,2,Primary Contact Recreation,Not Assessed,,,,0
2010,MA11-16,McDonald Brook,Hoosic,RIVER,3.0,MILES,B,2,Secondary Contact Recreation,Not Assessed,,,,0
2010,MA11-17,Bassett Brook,Hoosic,RIVER,1.939,MILES,A,3,Aesthetic,Not Assessed,,,,0
2010,MA11-17,Bassett Brook,Hoosic,RIVER,1.939,MILES,A,3,Fish Consumption,Not Assessed,,,,0
2010,MA11-17,Bassett Brook,Hoosic,RIVER,1.939,MILES,A,3,Aquatic Life,Not Assessed,,,,0
2010,MA11-17,Bassett Brook,Hoosic,RIVER,1.939,MILES,A,3,Primary Contact Recreation,Not Assessed,,,,0
2010,MA11-17,Bassett Brook,Hoosic,RIVER,1.939,MILES,A,3,Public Water Supply,Not Assessed,,,,0
2010,MA11-17,Bassett Brook,Hoosic,RIVER,1.939,MILES,A,3,Secondary Contact Recreation,Not Assessed,,,,0
2010,MA11-18,Pecks Brook,Hoosic,RIVER,2.703,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-18,Pecks Brook,Hoosic,RIVER,2.703,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-18,Pecks Brook,Hoosic,RIVER,2.703,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-18,Pecks Brook,Hoosic,RIVER,2.703,MILES,B,2,Primary Contact Recreation,Fully Supporting,,,,0
2010,MA11-18,Pecks Brook,Hoosic,RIVER,2.703,MILES,B,2,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Aesthetic,Fully Supporting,,,,1
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Fish Consumption,Not Assessed,,,,1
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Aquatic Life,Not Supporting,Other flow regime alterations,Streambank Modifications/destabilization,,1
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Aquatic Life,Not Supporting,Other flow regime alterations,Channelization,,1
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Streambank Modifications/destabilization,,1
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Aquatic Life,Not Supporting,Alteration in stream-side or littoral vegetative covers,Channelization,,1
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Primary Contact Recreation,Fully Supporting,,,,1
2010,MA11-19,Tophet Brook,Hoosic,RIVER,6.151,MILES,B,4C,Secondary Contact Recreation,Fully Supporting,,,,1
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Crop Production (Crop Land or Dry Land),,0
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Aesthetic,Fully Supporting,,,,0
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Fish Consumption,Not Assessed,,,,0
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Aquatic Life,Fully Supporting,,,,0
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Source Unknown,,0
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Discharges from Municipal Separate Storm Sewer Systems (MS4),,0
2010,MA11-20,Paull Brook,Hoosic,RIVER,2.089,MILES,B,5,Primary Contact Recreation,Not Supporting,Fecal Coliform,Highway/Road/Bridge Runoff (Non-construction Related),,0
2010,MA11-21,East Branch Green River,Hoosic,RIVER,2.227,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-21,East Branch Green River,Hoosic,RIVER,2.227,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-21,East Branch Green River,Hoosic,RIVER,2.227,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-21,East Branch Green River,Hoosic,RIVER,2.227,MILES,B,2,Primary Contact Recreation,Not Assessed,,,,0
2010,MA11-21,East Branch Green River,Hoosic,RIVER,2.227,MILES,B,2,Secondary Contact Recreation,Not Assessed,,,,0
2010,MA11-22,West Branch Green River,Hoosic,RIVER,7.896,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-22,West Branch Green River,Hoosic,RIVER,7.896,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-22,West Branch Green River,Hoosic,RIVER,7.896,MILES,B,2,Aquatic Life,Fully Supporting,,,,0
2010,MA11-22,West Branch Green River,Hoosic,RIVER,7.896,MILES,B,2,Primary Contact Recreation,Fully Supporting,,,,0
2010,MA11-22,West Branch Green River,Hoosic,RIVER,7.896,MILES,B,2,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11-23,Broad Brook,Hoosic,RIVER,2.184,MILES,B,3,Aesthetic,Not Assessed,,,,0
2010,MA11-23,Broad Brook,Hoosic,RIVER,2.184,MILES,B,3,Fish Consumption,Not Assessed,,,,0
2010,MA11-23,Broad Brook,Hoosic,RIVER,2.184,MILES,B,3,Aquatic Life,Not Assessed,,,,0
2010,MA11-23,Broad Brook,Hoosic,RIVER,2.184,MILES,B,3,Primary Contact Recreation,Not Assessed,,,,0
2010,MA11-23,Broad Brook,Hoosic,RIVER,2.184,MILES,B,3,Public Water Supply,Not Assessed,,,,0
2010,MA11-23,Broad Brook,Hoosic,RIVER,2.184,MILES,B,3,Secondary Contact Recreation,Not Assessed,,,,0
2010,MA11-24,Kitchen Brook,Hoosic,RIVER,1.445,MILES,B,2,Aesthetic,Fully Supporting,,,,0
2010,MA11-24,Kitchen Brook,Hoosic,RIVER,1.445,MILES,B,2,Fish Consumption,Not Assessed,,,,0
2010,MA11-24,Kitchen Brook,Hoosic,RIVER,1.445,MILES,B,2,Aquatic Life,Insufficient Information,,,,0
2010,MA11-24,Kitchen Brook,Hoosic,RIVER,1.445,MILES,B,2,Primary Contact Recreation,Fully Supporting,,,,0
2010,MA11-24,Kitchen Brook,Hoosic,RIVER,1.445,MILES,B,2,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11001,Berkshire Pond,Hoosic,FRESHWATER LAKE,21.426,ACRES,B,4C,Aesthetic,Not Supporting,"Eurasian Water Milfoil, Myriophyllum spicatum",Source Unknown,,1
2010,MA11001,Berkshire Pond,Hoosic,FRESHWATER LAKE,21.426,ACRES,B,4C,Fish Consumption,Insufficient Information,,,,1
2010,MA11001,Berkshire Pond,Hoosic,FRESHWATER LAKE,21.426,ACRES,B,4C,Aquatic Life,Not Supporting,"Eurasian Water Milfoil, Myriophyllum spicatum",Source Unknown,,1
2010,MA11001,Berkshire Pond,Hoosic,FRESHWATER LAKE,21.426,ACRES,B,4C,Primary Contact Recreation,Not Supporting,"Eurasian Water Milfoil, Myriophyllum spicatum",Source Unknown,,1
2010,MA11001,Berkshire Pond,Hoosic,FRESHWATER LAKE,21.426,ACRES,B,4C,Secondary Contact Recreation,Not Supporting,"Eurasian Water Milfoil, Myriophyllum spicatum",Source Unknown,,1
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Nutrient/Eutrophication Biological Indicators,Agriculture,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Aquatic Plants (Macrophytes),Agriculture,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Primary Contact Recreation,Insufficient Information,,,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Secondary Contact Recreation,Fully Supporting,,,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aesthetic,Fully Supporting,,,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Fish Consumption,Not Assessed,,,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Turbidity,Agriculture,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,"Eurasian Water Milfoil, Myriophyllum spicatum",Introduction of Non-native Organisms (Accidental or Intentional),,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Aquatic Plants (Macrophytes),On-site Treatment Systems (Septic Systems and Similar Decentralized Systems),,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Aquatic Plants (Macrophytes),Source Unknown,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Turbidity,Source Unknown,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Turbidity,On-site Treatment Systems (Septic Systems and Similar Decentralized Systems),,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Non-Native Aquatic Plants,Agriculture,,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Non-Native Aquatic Plants,Introduction of Non-native Organisms (Accidental or Intentional),,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Nutrient/Eutrophication Biological Indicators,On-site Treatment Systems (Septic Systems and Similar Decentralized Systems),,0
2010,MA11002,"Cheshire Reservoir, North Basin",Hoosic,FRESHWATER LAKE,284.024,ACRES,B,5,Aquatic Life,Not Supporting,Nutrient/Eutrophication Biological Indicators,Source Unknown,,0
2010,MA11009,Mauserts Pond,Hoosic,FRESHWATER LAKE,50.896,ACRES,B,5,Aesthetic,Not Assessed,,,,0
2010,MA11009,Mauserts Pond,Hoosic,FRESHWATER LAKE,50.896,ACRES,B,5,Fish Consumption,Not Assessed,,,,0
2010,MA11009,Mauserts Pond,Hoosic,FRESHWATER LAKE,50.896,ACRES,B,5,Aquatic Life,Not Assessed,,,,0
2010,MA11009,Mauserts Pond,Hoosic,FRESHWATER LAKE,50.896,ACRES,B,5,Primary Contact Recreation,Not Supporting,Enterococcus,Runoff from Forest/Grassland/Parkland,,0
2010,MA11009,Mauserts Pond,Hoosic,FRESHWATER LAKE,50.896,ACRES,B,5,Primary Contact Recreation,Not Supporting,Enterococcus,Source Unknown,,0
2010,MA11009,Mauserts Pond,Hoosic,FRESHWATER LAKE,50.896,ACRES,B,5,Primary Contact Recreation,Not Supporting,Enterococcus,Waterfowl,,0
2010,MA11009,Mauserts Pond,Hoosic,FRESHWATER LAKE,50.896,ACRES,B,5,Secondary Contact Recreation,Not Assessed,,,,0
2010,MA11010,Mount Williams Reservoir,Hoosic,FRESHWATER LAKE,45.842,ACRES,A,3,Aesthetic,Not Assessed,,,,0
2010,MA11010,Mount Williams Reservoir,Hoosic,FRESHWATER LAKE,45.842,ACRES,A,3,Fish Consumption,Not Assessed,,,,0
2010,MA11010,Mount Williams Reservoir,Hoosic,FRESHWATER LAKE,45.842,ACRES,A,3,Aquatic Life,Not Assessed,,,,0
2010,MA11010,Mount Williams Reservoir,Hoosic,FRESHWATER LAKE,45.842,ACRES,A,3,Primary Contact Recreation,Not Assessed,,,,0
2010,MA11010,Mount Williams Reservoir,Hoosic,FRESHWATER LAKE,45.842,ACRES,A,3,Public Water Supply,Not Assessed,,,,0
