,cso_id,latitude,longitude,DischargeVolume,Year,permiteeClass,permiteeName,permiteeId,municipality,location,waterBody,waterBodyDescription,DischargeCount,GEOID
144,NEW004,41.613812,-70.926942,78.20323,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,HURRICAN BARRIER CLARK'S COVE PUMP STATION,CLARK COVE,,14,250056524002
145,NEW005,41.608492,-70.91796,23.805856,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,DUDLEY & RFB,CLARK COVE,,54,250056527003
146,NEW006,41.604404,-70.915293,33.48336,2022,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,LUCAS STREET & RFB,CLARK COVE,,62,250056528002
147,NEW007,41.603299,-70.914625,1.570613,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,CAPITAL AND ROD. FRENCH BLVD,CLARK COVE,,15,250056528002
148,NEW008,41.602802,-70.914132,16.887073,2024,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,CALUMET ST & RFB,CLARK COVE,,34,250056528002
149,NEW009,41.602145,-70.913986,0.23084,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,AQUIDNECK ST & RFB,CLARK COVE,,1,250056528002
150,NEW010,41.601723,-70.913358,4.640168,2022,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,BELLEVUE ST & RFB,CLARK COVE,,22,250056528002
151,NEW012,41.603042,-70.901855,28.20287,2022,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,RICKETSON ST,OUTER NEW BEDFORD HARBOR,,13,250056528001
152,NEW013,41.604264,-70.902139,4.16451,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,AQUIDNECK & RFB,OUTER NEW BEDFORD HARBOR,,15,250056528001
153,NEW016,41.611188,-70.905967,2.451048,2025,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,FREDERICK ST & RFB,OUTER NEW BEDFORD HARBOR,,31,250056527003
154,NEW017,41.613775,-70.907992,257.800465,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,DAVID ST & RFB,OUTER NEW BEDFORD HARBOR,,96,250056527002
155,NEW018,41.617294,-70.912893,129.89061,2025,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,COVE ST AND E. RODNEY FRENCH BLVD,OUTER NEW BEDFORD HARBOR,,155,250056526002
156,NEW022,41.658549,-70.919419,11.58294,2022,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,SAWYER ST AT ACUSHNET R,ACUSHNET RIVER,,31,250056512001
157,NEW023,41.663142,-70.91809,747.684976,2022,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,COFFIN AVE,ACUSHNET RIVER,,291,250056507001
158,NEW026,41.679736,-70.917702,0.12512,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,TRURO ST AT ACUSHNET R,ACUSHNET RIVER,,2,250056503002
159,NEW027,41.683591,-70.919311,42.31298,2025,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,MILL RD AT ACUSHNET RIVER,ACUSHNET RIVER,,131,250056542001
160,NEW030,41.625805,-70.91496,0.01692,2023,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,SOUTH ST AT BUZZARDS BAY,INNER NEW BEDFORD HARBOR,,1,250056519001
161,NEW031,41.628437,-70.915485,151.844529,2025,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,CONWAY ST AT BUZZARDS BAY,INNER NEW BEDFORD HARBOR,,175,250056519001
162,NEW035,41.64139,-70.921532,54.390024,2024,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,MAXFIELD ST AT BUZZARDS BAY,INNER NEW BEDFORD HARBOR,,196,250056513001
163,NEW036,41.644874,-70.921181,16.939334,2022,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,HERVEY TICHON AVE AT BUSSARDS BAY,INNER NEW BEDFORD HARBOR,,58,250056513001
164,NEW041,41.66914,-70.919041,5.77926,2022,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,BELLEVILLE RD AT ACUSHNET R,ACUSHNET RIVER,,6,250056504001
165,SOM001A,42.402432,-71.135119,12.033039,2023,CSO,CITY OF SOMERVILLE,MA0101982,CAMBRIDGE,100 FT BEYOND END OF MATIGNON RD,ALEWIFE BROOK,,23,250173567011
166,SOM007A/MWR205A,42.398244,-71.083419,68.97,2025,CSO,CITY OF SOMERVILLE,MA0101982,SOMERVILLE,SOUTH BANK OF MYSTIC RIVER AT INT OF ASSEMBLY SQ DR & 28,MYSTIC RIVER,,27,250173398022
167,SPR007,42.118805,-72.619811,1.697,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ROWLAND ST.,CONNECTICUT R.,,11,250138007002
168,SPR008,42.112202,-72.615681,24.626,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,WASHBURN ST.,CONNECTICUT R.,,29,250138007002
169,SPR010,42.104667,-72.602303,279.9937,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,CLINTON ST.,CONNECTICUT R.,,150,250138011011
170,SPR011,42.103524,-72.599213,1.260308,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,LIBERTY ST.,CONNECTICUT R.,,12,250138011011
171,SPR012,42.101555,-72.59553,258.675991,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,WORTHINGTON ST.,CONNECTICUT R.,,170,250138011011
172,SPR013,42.101052,-72.594663,141.813269,2025,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,BRIDGE ST.,CONNECTICUT R.,,87,250138011011
173,SPR014,42.09855,-72.591459,62.8548,2022,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ELM ST.,CONNECTICUT R.,,141,250138011011
174,SPR015A,42.095739,-72.588322,35.256883,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,UNION ST.,CONNECTICUT R.,,47,250138020001
175,SPR015B,42.095739,-72.588322,1.833,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,UNION ST.,CONNECTICUT R.,,29,250138020001
176,SPR016,42.090259,-72.583882,163.232586,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,YORK ST.,CONNECTICUT R.,,69,250138020001
177,SPR017,42.090034,-72.577037,1.339,2022,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FORT PLEASANT (BLAKE HILL),MILL R.,,29,250138019011
178,SPR018,42.07809,-72.580906,2.816,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,LONGHILL ST.,CONNECTICUT R.,,41,250138132092
179,SPR019,42.093505,-72.569717,68.141767,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,"MILL, ORANGE & LOCUST STS.",MILL R.,,15,250138019012
180,SPR024,42.09662,-72.564081,0.232,2022,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,RIFLE & CENTRAL STS.,MILL R.,,6,250138022001
181,SPR025,42.096651,-72.563944,7.091,2022,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ALLEN & OAKLAND STS.,MILL R.,,54,250138022001
182,SPR034,42.160362,-72.509734,3.185,2025,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,MAIN ST.,CHICOPEE R.,,47,250138001022
183,SPR035,42.161132,-72.502142,5.798,2025,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FRONT & OAK ST.,CHICOPEE R.,,30,250138001022
184,SPR036A,42.160924,-72.501326,8.007,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,PINEVALE & WATER ST,CHICOPEE R.,,29,250138001022
185,SPR037,42.160539,-72.498451,2.632,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,CEDAR ST.,CHICOPEE R.,,17,250138001022
186,SPR042,42.088092,-72.58656,381.731981,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,SPRINGFIELD WWTP BYPASS AT BONDI'S ISLAND,CONNECTICUT RIVER,,95,250138132091
187,SPR045,42.090257,-72.576907,16.859166,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FORT PLEASANT AVE.,MILL R.,,56,250138019011
188,SPR046,42.090257,-72.576907,8.843495,2023,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,BELMONT ST.,MILL R.,,78,250138019011
189,SPR048,42.097029,-72.563933,13.719,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ALLEN & RIFLE STS.,MILL R.,,50,250138019012
190,SPR049,42.118844,-72.619764,11.491,2024,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,SPRINGFIELD ST.,CONNECTICUT R.,,104,250138007002
191,T01,42.38422222,-70.80375,3617.071,2025,CSO,MASSACHUSETTS WATER RESOURCES AUTHORITY,MA0103284,MASSACHUSETTS BAY,Other,MASSACHUSETTS BAY,,64,250235001011
192,TAU004,41.880543,-71.092342,33.039,2024,CSO,CITY OF TAUNTON,MA0100897,TAUNTON,WEST WATER STREET,TAUNTON RIVER,,10,250056139022
193,WOR001,42.246637,-71.801997,570.721881,2025,CSO,CITY OF WORCESTER,MA0102997,WORCESTER,QUINSIGAMOND AVENUE,MILL BROOK TO BLACKSTONE RIVER,,77,250277325001
