Id,StreetName,Town,FacilityType,FacilityName,Program,ProgramSpecificId,Active
386659,MA TPKE E MM 36 5,WESTFIELD,DEP REGULATED FACILITY,MA DEPT OF TRANSPORTATION,REGULATED ACTIVITY(S),,False
386665,3202 NORTH FLORIDA AVE,,DEP REGULATED FACILITY,KNL ENVIRONMENTAL TESTING LLC,REGULATED ACTIVITY(S),46-3443489,True
386667,42 PINE RD,GOSHEN,DEP REGULATED FACILITY,MALONE CAMP,REGULATED ACTIVITY(S),,True
386674,2 RITA LN,LITTLETON,DEP REGULATED FACILITY,2 RITA LANE,REGULATED ACTIVITY(S),,True
386676,CIRCUIT AVE W,WORCESTER,DEP REGULATED FACILITY,CIRCUIT AVE WEST SEWER EXTENSION,REGULATED ACTIVITY(S),,True
386678,BAILEY RD,HOLDEN,DEP REGULATED FACILITY,BAILEY RD SEWER EXTENSION,REGULATED ACTIVITY(S),,True
386684,MAIN RD,CHESTERFIELD,DEP REGULATED FACILITY,HILLTOWN COMMUNITY CENTER,REGULATED ACTIVITY(S),,True
386686,TOWN HILL RD,BECKET,DEP REGULATED FACILITY,BRIDGE 3-36,REGULATED ACTIVITY(S),,True
386688,165 COURT RD,WINTHROP,DEP REGULATED FACILITY,JAMIE CROWLEY,REGULATED ACTIVITY(S),,True
386708,5 NORFOLK RD,LITTLETON,DEP REGULATED FACILITY,5 NORFOLK DR,REGULATED ACTIVITY(S),,True
386710,93 AND 99 CHURCH ST,FALMOUTH,DEP REGULATED FACILITY,MCNAMARA E & PHILLIPS C,REGULATED ACTIVITY(S),,True
386712,43 NORTH NECK RD,EDGARTOWN,DEP REGULATED FACILITY,BRYANT HENRY,REGULATED ACTIVITY(S),,True
386714,0 BUMPS RIVER RD,BARNSTABLE,DEP REGULATED FACILITY,GAUGHAN SUSAN,REGULATED ACTIVITY(S),,True
386716,144 HATHAWAY RD,ACUSHNET,DEP REGULATED FACILITY,CARVALHO JOHN & ADELINE,REGULATED ACTIVITY(S),,True
386718,85 EAST HIGH ST,AVON,DEP REGULATED FACILITY,JONES RUSSELL,REGULATED ACTIVITY(S),,True
386720,LOT 60A NORTH SKYLINE DR,CHATHAM,DEP REGULATED FACILITY,SKYLINE DRIVE HOMEOWNERS ASSOCATION,REGULATED ACTIVITY(S),,True
386722,185 COTUIT RD,SANDWICH,DEP REGULATED FACILITY,PETERS POND PARK,REGULATED ACTIVITY(S),,True
386724,1 ALCOBIA DR,FAIRHAVEN,DEP REGULATED FACILITY,ALCOBIA JOSEPH,REGULATED ACTIVITY(S),,True
386726,ELDRIGE DR LOTS 8 AND 9,FALMOUTH,DEP REGULATED FACILITY,DEVANEY THOMAS,REGULATED ACTIVITY(S),,True
386729,5 IPSWICH ST,NANTUCKET,DEP REGULATED FACILITY,SAWYER RAYMOND,REGULATED ACTIVITY(S),,True
386734,CHEQUESSET AND POCONO RD,WORCESTER,DEP REGULATED FACILITY,CHEQUESSET & POCONO RD SEWER EXTENSION,REGULATED ACTIVITY(S),,True
386736,90 RIVERSIDE DR,BERKLEY,DEP REGULATED FACILITY,LESAGE MITCHELL,REGULATED ACTIVITY(S),,True
386738,44 ABERDEEN RD,GOSHEN,DEP REGULATED FACILITY,ARGYROS GEORGE,REGULATED ACTIVITY(S),,True
386741,6 ARLINGTON ST,NANTUCKET,DEP REGULATED FACILITY,GORDON SAMUEL & HARRIET,REGULATED ACTIVITY(S),,True
386743,83 SHORE RD,NORTH BROOKFIELD,DEP REGULATED FACILITY,83 SHORE RD,REGULATED ACTIVITY(S),,True
386752,104 REVERE ST,CANTON,DEP REGULATED FACILITY,SCOTT JOHN R,REGULATED ACTIVITY(S),,False
386759,539 WATER ST,HANOVER,DEP REGULATED FACILITY,PRONK DAVID & BERNADETTE,REGULATED ACTIVITY(S),,True
386761,2357 TURNPIKE ST,NORTH ANDOVER,DEP REGULATED FACILITY,MEADOWS RESIDENTIAL DEVELOPMENT THE,REGULATED ACTIVITY(S),,True
386764,WINDING RDG,WESTFIELD,DEP REGULATED FACILITY,WINDING RIDGE ESTATES,REGULATED ACTIVITY(S),,True
386770,140 & 170 GRANITE AVE & 62R HILLTOP ST,BOSTON,DEP REGULATED FACILITY,NEPONSET PHASE II - SITE REMEDIATION,REGULATED ACTIVITY(S),,True
386772,GOLDTHWAITE RD,NORTHBRIDGE,DEP REGULATED FACILITY,GOLDTHWAITE RD SEWER EXTENSION,REGULATED ACTIVITY(S),,True
386774,OFF MASSACHUSETTS AVE,LUNENBURG,DEP REGULATED FACILITY,LUNENBURG PRIMARY SCHOOL,REGULATED ACTIVITY(S),,True
386776,SHANNON ST,WORCESTER,DEP REGULATED FACILITY,SHANNON ST SEWER EXTENSION,REGULATED ACTIVITY(S),,True
386779,PRINCETON ST,CHELMSFORD,DEP REGULATED FACILITY,WINDMERE AT CHELMSFORD,REGULATED ACTIVITY(S),,True
386782,605 TREMONT ST,TAUNTON,DEP REGULATED FACILITY,BERUBE ROBERT,REGULATED ACTIVITY(S),,True
386784,45 DEER RUN DR,EAST BRIDGEWATER,DEP REGULATED FACILITY,KERRIGAN THOMAS,REGULATED ACTIVITY(S),,True
386786,LOT C GRISWOLD LN,DUXBURY,DEP REGULATED FACILITY,DEER RUN SUBDIVISION,REGULATED ACTIVITY(S),,True
386788,LOT B GRISWOLD LN,DUXBURY,DEP REGULATED FACILITY,DEER RUN SUBDIVISION,REGULATED ACTIVITY(S),,True
386790,41 WATERLINE DR,MASHPEE,DEP REGULATED FACILITY,GLASS FREDERICK & LOIS,REGULATED ACTIVITY(S),,True
386794,CHICKATAWBUT RD,QUINCY,DEP REGULATED FACILITY,MWRA - BLUE HILLS COVERED STORAGE,REGULATED ACTIVITY(S),,True
386800,150 HERMAN MELVILLE BLVD,NEW BEDFORD,DEP REGULATED FACILITY,SEAWATCH INTERNATIONAL LTD,REGULATED ACTIVITY(S),,True
386803,STRAMSKI WAY,MARBLEHEAD,DEP REGULATED FACILITY,TOWN OF MARBLEHEAD,REGULATED ACTIVITY(S),,True
386807,18 TROWBRIDGE DR,,DEP REGULATED FACILITY,MCCRAY DAVID W,REGULATED ACTIVITY(S),,False
386808,30 MINUTMAN RD ( LOT 36),MEDFIELD,DEP REGULATED FACILITY,30 MINUTMAN ROAD ( LOT 36),REGULATED ACTIVITY(S),,True
386810,266 PLEASENT ST,LEOMINSTER,DEP REGULATED FACILITY,OBRIEN WILLIAM R,REGULATED ACTIVITY(S),,False
386811,27B ALLEN ST,NORTHBOROUGH,DEP REGULATED FACILITY,PRASHAW JOSHUA L,REGULATED ACTIVITY(S),,False
386813,42 ABERDEEN ST,GOSHEN,DEP REGULATED FACILITY,BELANGER REGIS,REGULATED ACTIVITY(S),,True
386827,26 HANOVER ST,NEWBURY,DEP REGULATED FACILITY,RICHARD WATERS,REGULATED ACTIVITY(S),,True
386833,127 STATE HWY,SANDWICH,DEP REGULATED FACILITY,EXPRESS MART,REGULATED ACTIVITY(S),,True
386836,WALNUT ST,SHREWSBURY,DEP REGULATED FACILITY,WALNUT ST SEWER EXTENSION,REGULATED ACTIVITY(S),,True
386838,110 NORTH BRIDGE ST,HOLYOKE,DEP REGULATED FACILITY,KING WARD COACH LINES,REGULATED ACTIVITY(S),,False
386842,197 GRANVILLE RD,SOUTHWICK,DEP REGULATED FACILITY,RUSSELL DENNIS,REGULATED ACTIVITY(S),,True
386843,13 FRED JACKSON RD,SOUTHWICK,DEP REGULATED FACILITY,LARKIN KEN,REGULATED ACTIVITY(S),,True
386846,16 DOANNE RD,GLOUCESTER,DEP REGULATED FACILITY,THOMAS CURRAN,REGULATED ACTIVITY(S),,True
386852,NILES ST,WORCESTER,DEP REGULATED FACILITY,NILES ST SEWER EXTENSION,REGULATED ACTIVITY(S),,True
386855,217 WAMPATUCK ST,PEMBROKE,DEP REGULATED FACILITY,MCGARRELL JOHN,REGULATED ACTIVITY(S),,True
386857,244-246 CENTRAL AVE,MARSHFIELD,DEP REGULATED FACILITY,WARREN BRADFORD,REGULATED ACTIVITY(S),,True
386859,44 ROCKY MDW,MIDDLEBOROUGH,DEP REGULATED FACILITY,LEONARD RICHARD,REGULATED ACTIVITY(S),,True
386861,FOX RUN AND SIMMONS RD AND ISLAND DR,MIDDLEBOROUGH,DEP REGULATED FACILITY,OAK POINT ASSOCIATES LLC,REGULATED ACTIVITY(S),,True
386863,125 FALMOUTH WOODS RD,FALMOUTH,DEP REGULATED FACILITY,THE CAPE CLUB,REGULATED ACTIVITY(S),,True
386869,1093 NORTH MONTELLO ST,BROCKTON,DEP REGULATED FACILITY,BROADWAY BRAKE,REGULATED ACTIVITY(S),,True
386875,OFF KEYES AND RUGBY RD,GARDNER,DEP REGULATED FACILITY,CEDAR HILLS SUBDIVISION,REGULATED ACTIVITY(S),,True
386897,5555 NORTH SERVICE RD,BURLINGTON,DEP REGULATED FACILITY,PSC ANALYTICAL SERVICES INC,REGULATED ACTIVITY(S),,False
386903,231 HIGHLAND ST,EAST BRIDGEWATER,DEP REGULATED FACILITY,J&J YARD CARE,REGULATED ACTIVITY(S),,False
386913,405 WASHINGTON ST,HANOVER,DEP REGULATED FACILITY,CARDINAL CUSHING CENTERS INC,REGULATED ACTIVITY(S),,True
386915,13 CONCERVE AVE,WESTPORT,DEP REGULATED FACILITY,FONTAINE ALBERT,REGULATED ACTIVITY(S),,True
386917,122 OLD PINE DR,HANSON,DEP REGULATED FACILITY,SALVUCCI DANIEL,REGULATED ACTIVITY(S),,True
386919,159 POWDERHORN DR,TAUNTON,DEP REGULATED FACILITY,PICHE ANDRE,REGULATED ACTIVITY(S),,True
386921,83 HIGHLAND AVE,TAUNTON,DEP REGULATED FACILITY,BOIVAN JON,REGULATED ACTIVITY(S),,True
386929,238 CALVARY ST,WALTHAM,DEP REGULATED FACILITY,SARRIS AUTO SERVICE,REGULATED ACTIVITY(S),,True
386938,44 CAMPANELLI PKWY,STOUGHTON,DEP REGULATED FACILITY,ARTISAN INDUSTRIES INC,REGULATED ACTIVITY(S),041044450,True
386942,190 WATERWAY,MASHPEE,DEP REGULATED FACILITY,CORDA VICTOR,REGULATED ACTIVITY(S),,True
386944,25 SHARON AVE,DARTMOUTH,DEP REGULATED FACILITY,PACHECO HENRY,REGULATED ACTIVITY(S),,True
386949,446 BOSTON RD,BILLERICA,DEP REGULATED FACILITY,MATTHEW HEALY DMD,REGULATED ACTIVITY(S),,True
386961,55 FISK AVE,SPRINGFIELD,DEP REGULATED FACILITY,DURHAM MANUFACTURING CO,REGULATED ACTIVITY(S),383027,False
386965,MEMORIAL DR,AVON,RELEASE,AL & BOB'S GETTY,WASTE SITE CLEANUP,,True
386967,18 KENDRICK RD,WAREHAM,DEP REGULATED FACILITY,J AND J TECHNOLOGIES,REGULATED ACTIVITY(S),043462948,True
386973,JUDGE RD N RIDGE CIR,LYNN,DEP REGULATED FACILITY,END RIDGE ESTATES,REGULATED ACTIVITY(S),,True
386980,35 FERNWAY,COHASSET,DEP REGULATED FACILITY,DAVID VANDERVEER,REGULATED ACTIVITY(S),,True
386982,300 LINDEN PONDS WAY,HINGHAM,DEP REGULATED FACILITY,LINDEN PONDS AT HINGHAM,REGULATED ACTIVITY(S),,True
386995,LATTOF LN,ROCKPORT,DEP REGULATED FACILITY,LATTOF LANE HOMEOWNERS ASSOCIATION,REGULATED ACTIVITY(S),,True
386997,OAK HILLS AVE BRIGGS CT,SAUGUS,DEP REGULATED FACILITY,SAUGUS COLLECTION SYSTEM,REGULATED ACTIVITY(S),,True
386999,CENTER ST,GROVELAND,DEP REGULATED FACILITY,CENTER PLACE,REGULATED ACTIVITY(S),,True
387001,9-13 RIVERSIDE RD,WESTON,DEP REGULATED FACILITY,RIVERSIDE LABS,REGULATED ACTIVITY(S),,True
387006,97 CHIMNEY ROCK RD,BRIDGEWATER,DEP REGULATED FACILITY,LAYNE CHRISTENSEN CO. FILTRATION MEDIA,REGULATED ACTIVITY(S),,True
387010,80 MAIN ST,CARVER,DEP REGULATED FACILITY,DUNKIN DONUTS RESTAURANT,REGULATED ACTIVITY(S),,True
387012,32 PARK AVE,WORCESTER,DEP REGULATED FACILITY,JAMES V GAGNE DMD PC,REGULATED ACTIVITY(S),,True
387016,ROSEMOND ST,WORCESTER,DEP REGULATED FACILITY,ROSEMOND ST SEWER EXTENSION,REGULATED ACTIVITY(S),,True
387018,2 KINGFISHER RD,IPSWICH,DEP REGULATED FACILITY,JAMES LAWSON,REGULATED ACTIVITY(S),,True
387020,143 PLEASANT VALLEY RD,AMESBURY,DEP REGULATED FACILITY,PAUL GOUDREAULT,REGULATED ACTIVITY(S),,True
387022,146 MOUNTAIN RD,GREENFIELD,DEP REGULATED FACILITY,FOLTA RESIDENCE,REGULATED ACTIVITY(S),,True
387025,216 POWELL RD,CUMMINGTON,DEP REGULATED FACILITY,AIR SURVEILLANCE RADAR FACILITY,REGULATED ACTIVITY(S),,True
387027,WARE RD,BELCHERTOWN,DEP REGULATED FACILITY,EVERGREENE GOLF CENTER,REGULATED ACTIVITY(S),,True
387030,28 WESTCHESTER DR,LITTLETON,DEP REGULATED FACILITY,28 WESTCHESTER DR,REGULATED ACTIVITY(S),,True
387043,350 MEETINGHOUSE RD,MASHPEE,DEP REGULATED FACILITY,MASHPEE DPW,REGULATED ACTIVITY(S),,True
387050,TOWN HALL,HINGHAM,DEP REGULATED FACILITY,HINGHAM SEWER COMMISSION,REGULATED ACTIVITY(S),,True
387053,66 BRALEY RD,FREETOWN,DEP REGULATED FACILITY,PREFERRED CONCRETE CORP,REGULATED ACTIVITY(S),043466455,True
387061,55 CIRCUIT AVE,WEST SPRINGFIELD,DEP REGULATED FACILITY,CONNECTICUT VALLEY BLOCK CO,REGULATED ACTIVITY(S),042026950,False
387064,117 SHEEP PASTURE RD,SOUTHWICK,DEP REGULATED FACILITY,FB ARNOLD & SONS,REGULATED ACTIVITY(S),,True
387066,436 MOHAWK TRL,FLORIDA,DEP REGULATED FACILITY,GIOVANNIS MOTEL AND RESTAURANT,REGULATED ACTIVITY(S),,True
387068,27 BAY VIEW RD,IPSWICH,DEP REGULATED FACILITY,ANN MARIE HUGHES,REGULATED ACTIVITY(S),,True
387074,75 BOCK WAY,GREAT BARRINGTON,DEP REGULATED FACILITY,BOCK DANIEL,REGULATED ACTIVITY(S),,True
387075,1092 MAIN ST,GREAT BARRINGTON,DEP REGULATED FACILITY,MULLER LOUIS,REGULATED ACTIVITY(S),,True
387076,45 NORTHEAST COVE RD,MONTEREY,DEP REGULATED FACILITY,NAULT RICHARD,REGULATED ACTIVITY(S),,True
387077,CP HALF MOON RD,MONTEREY,DEP REGULATED FACILITY,LOGAN DAVID,REGULATED ACTIVITY(S),,True
387078,66 WORTH LN,MONTEREY,DEP REGULATED FACILITY,BAN WILLIAM,REGULATED ACTIVITY(S),,True
387079,34 LAUREL BANKS RD,MONTEREY,DEP REGULATED FACILITY,BUEL NOMINEE REALTY,REGULATED ACTIVITY(S),,True
387080,27-31 LIME ROCK LN,MONTEREY,DEP REGULATED FACILITY,SCHMERLER JOHN,REGULATED ACTIVITY(S),,True
387081,31 LIME ROCK LN,MONTEREY,DEP REGULATED FACILITY,SCHMERLER JOHN,REGULATED ACTIVITY(S),,True
387082,92 SYLVAN RD,MONTEREY,DEP REGULATED FACILITY,DOANE FAMILY COTTAGE TRUST,REGULATED ACTIVITY(S),,True
387083,77 HILLSIDE AVE,NEW MARLBOROUGH,DEP REGULATED FACILITY,GARNELL NATALIE,REGULATED ACTIVITY(S),,True
387089,140 LAUREL BANKS RD,NEW MARLBOROUGH,DEP REGULATED FACILITY,BUEL NOMINEE REALTY,REGULATED ACTIVITY(S),,True
387090,156 WOODLEIGH AVE,NEW MARLBOROUGH,DEP REGULATED FACILITY,VORCK FREDRICK,REGULATED ACTIVITY(S),,True
387091,354 HOLTSHIRE RD,ORANGE,DEP REGULATED FACILITY,BURKE RAYMOND,REGULATED ACTIVITY(S),,True
387092,91 CAMP RD,ORANGE,DEP REGULATED FACILITY,COLETTI JOAN,REGULATED ACTIVITY(S),,True
387093,358 HOLTSHIRE RD,ORANGE,DEP REGULATED FACILITY,ILLINGSWORTH RONALD,REGULATED ACTIVITY(S),,True
387103,5 BEACH RD,SALISBURY,DEP REGULATED FACILITY,TOWN OF SALISBURY,REGULATED ACTIVITY(S),,True
387109,1115 WESTFORD ST,LOWELL,DEP REGULATED FACILITY,"WILMINGTON PARCEL, II",REGULATED ACTIVITY(S),,True
387111,434 MEMORIAL AVE,WEST SPRINGFIELD,DEP REGULATED FACILITY,FATHERS & SONS INC VOLKSWAGEN AUDI,REGULATED ACTIVITY(S),,True
387115,50 FEDERAL WAY,MERRIMAC,DEP REGULATED FACILITY,TOWN OF MERRIMAC,REGULATED ACTIVITY(S),,True
387118,10 WARD LN,SHERBORN,DEP REGULATED FACILITY,DONNA STONER,REGULATED ACTIVITY(S),,True
387136,168 NEW BRIDGE ST,WEST SPRINGFIELD,DEP REGULATED FACILITY,FATHERS & SONS INC COLLISION CENTER,REGULATED ACTIVITY(S),042585104,True
387140,TINKHAM RD,SPRINGFIELD,DEP REGULATED FACILITY,ANGELICA DRIVE SUBDIVISION,REGULATED ACTIVITY(S),,True
387142,NORTH RD,CARLISLE,DEP REGULATED FACILITY,DEPARTMENT OF ENVIRONMENTAL MANAGEMENT,REGULATED ACTIVITY(S),,True
387144,171 WINDSOR RD,SAVOY,DEP REGULATED FACILITY,GIRARD SCOTT,REGULATED ACTIVITY(S),,True
387147,POND ST,WESTWOOD,DEP REGULATED FACILITY,TOWN OF NORWOOD,REGULATED ACTIVITY(S),,True
387149,801 WASINGTON ST,CANTON,DEP REGULATED FACILITY,TOWN OF CANTON,REGULATED ACTIVITY(S),,False
387151,BELLA LN,WORCESTER,DEP REGULATED FACILITY,UPLAND ESTATES SUBDIVISION,REGULATED ACTIVITY(S),,True
387153,380 NEW WEST TOWNSEND RD,LUNENBURG,DEP REGULATED FACILITY,380 NEW WEST TOWNSEND RD,REGULATED ACTIVITY(S),,True
387155,5 MAIN ST,STERLING,DEP REGULATED FACILITY,STERLING FIRE STATION,REGULATED ACTIVITY(S),,True
387168,25 INDUSTRIAL DR,PITTSFIELD,DEP REGULATED FACILITY,SWEATLAND-PIERCE-HARRISON FUEL OIL,REGULATED ACTIVITY(S),,True
387172,989 MEMORIAL AVE,WEST SPRINGFIELD,DEP REGULATED FACILITY,FATHERS & SONS INC,REGULATED ACTIVITY(S),,True
387185,453 COOLEY ST,SPRINGFIELD,DEP REGULATED FACILITY,MA0117,REGULATED ACTIVITY(S),311551430,True
387208,SIMARANO DR,MARLBOROUGH,DEP REGULATED FACILITY,FAIRFIELD AT MARLBORO,REGULATED ACTIVITY(S),,True
387210,140 SOUTH RD,BEDFORD,DEP REGULATED FACILITY,RR DONNELLEY,REGULATED ACTIVITY(S),361004130,False
387220,6 OLD SALEM RD,GLOUCESTER,DEP REGULATED FACILITY,JAMES WHITMORE,REGULATED ACTIVITY(S),,True
387226,117 MILFORD RD,GRAFTON,DEP REGULATED FACILITY,HILLTOP FARMS CONDOS,REGULATED ACTIVITY(S),,True
387230,728 DONALD J LYNCH BLVD,MARLBOROUGH,DEP REGULATED FACILITY,SEWAGE PUMP STATION,REGULATED ACTIVITY(S),,True
387240,5 MEADOWBROOK DR,PAXTON,DEP REGULATED FACILITY,5 MEADOWBROOK DR,REGULATED ACTIVITY(S),,True
387243,112 WEST RD,ADAMS,DEP REGULATED FACILITY,DEANS REPAIR SHOP,REGULATED ACTIVITY(S),,True
387248,22 WENDELL RD,NEW SALEM,DEP REGULATED FACILITY,NEW SALEM HWY GARAGE,REGULATED ACTIVITY(S),,True
387253,BUXTON LN,DANVERS,DEP REGULATED FACILITY,WELL 2 GREENSAND FACILITY,REGULATED ACTIVITY(S),,True
387255,36 WILLIAMS RD,HOLLAND,DEP REGULATED FACILITY,DUNN CHARLES,REGULATED ACTIVITY(S),,True
387257,500 AVENUE A EXT,MONTAGUE,DEP REGULATED FACILITY,MONTAGUE HIGHWAY DEPT,REGULATED ACTIVITY(S),,False
387259,278 KING ST,SPRINGFIELD,DEP REGULATED FACILITY,LARRYS TRUCKING & AUTO REPAIR,REGULATED ACTIVITY(S),,False
387265,387 MAIN ROAD,CHESTERFIELD,PUBLIC WATER SUPPLY SYSTEM,HILLTOWN COMMUNITY DEVELOPMENT CORP,WATER SUPPLY/DRINKING WATER,1060006,True
387269,29 CHANDLER ST,SPRINGFIELD,DEP REGULATED FACILITY,CITY OF SPRINGFIELD,REGULATED ACTIVITY(S),,False
387278,296 GLN CHARLIE RD,WAREHAM,DEP REGULATED FACILITY,GRAZIANO GRAVEL PIT,REGULATED ACTIVITY(S),,True
387280,30 LEE CT,EASTHAM,DEP REGULATED FACILITY,DEPOALO RONALD,REGULATED ACTIVITY(S),,True
387282,89 PALMER RD,PLYMPTON,DEP REGULATED FACILITY,SMITH EVELYN,REGULATED ACTIVITY(S),,True
387285,68 MAIN ST,PLYMPTON,DEP REGULATED FACILITY,NEVERS SARA,REGULATED ACTIVITY(S),,True
387287,92 KINGMAN ST,LAKEVILLE,DEP REGULATED FACILITY,BALBONI PAULA,REGULATED ACTIVITY(S),,True
387289,78 VERNON ST,MIDDLEBOROUGH,DEP REGULATED FACILITY,SULLIVAN JOHN,REGULATED ACTIVITY(S),,True
387293,30 BEAVER DAM RD,EASTON,DEP REGULATED FACILITY,STEIN MICHAEL J,REGULATED ACTIVITY(S),,True
387297,123 SEAVIEW DR,PLYMOUTH,DEP REGULATED FACILITY,IANNETTI ROBERT,REGULATED ACTIVITY(S),,True
387299,70 ALVERN RD,PEMBROKE,DEP REGULATED FACILITY,FORNI MICHAEL,REGULATED ACTIVITY(S),,True
387301,129 MAYFLOWER TER,YARMOUTH,DEP REGULATED FACILITY,SROCZENSKI ROD,REGULATED ACTIVITY(S),,True
387303,99 GLN CHARLIE RD,WAREHAM,DEP REGULATED FACILITY,FULLER ROBERT,REGULATED ACTIVITY(S),,True
387305,17 PROSPECT ST,EASTON,DEP REGULATED FACILITY,GREINER KEVIN,REGULATED ACTIVITY(S),,True
387307,60 FORTUNE LN,DUXBURY,DEP REGULATED FACILITY,TROMBLY WILLIAM,REGULATED ACTIVITY(S),,True
387311,282 PUDDING HILL LN,MARSHFIELD,DEP REGULATED FACILITY,SWAN BABBIE,REGULATED ACTIVITY(S),,True
387313,39 AND 43 OCEAN AVE,HANSON,DEP REGULATED FACILITY,GRIBOS FRANCIS,REGULATED ACTIVITY(S),,True
387315,SCHOOL ST AND PACIFIC AVE,OAK BLUFFS,DEP REGULATED FACILITY,OAK BLUFFS TOWN OF,REGULATED ACTIVITY(S),,True
387317,66 TERN LN,BARNSTABLE,DEP REGULATED FACILITY,CSC GROUP NOMINEE TRUST,REGULATED ACTIVITY(S),,True
387319,307 SMITH NECK RD,DARTMOUTH,DEP REGULATED FACILITY,VILLAGE AT ROUND HILL,REGULATED ACTIVITY(S),,True
387321,137 COUNTY RD,PLYMPTON,DEP REGULATED FACILITY,KENNEALLY ROBERT,REGULATED ACTIVITY(S),,True
387323,77 HIGH ST,PEMBROKE,DEP REGULATED FACILITY,HANLEY JOHN,REGULATED ACTIVITY(S),,True
387329,160 JEFFERSON RD,BOURNE,DEP REGULATED FACILITY,BANNAN WILLIAM,REGULATED ACTIVITY(S),,True
387331,7 WINSLOW CT,FAIRHAVEN,DEP REGULATED FACILITY,SHURTLEFF STEPHEN,REGULATED ACTIVITY(S),,True
387333,55 GAULANT MEMORIAL DR,FAIRHAVEN,DEP REGULATED FACILITY,FAIRHAVEN TOWN OF,REGULATED ACTIVITY(S),,True
387335,28 WEST AVE,MARION,DEP REGULATED FACILITY,LUTHER ELIZABETH,REGULATED ACTIVITY(S),,True
387337,37 PROSPECT ST,WAREHAM,DEP REGULATED FACILITY,BARRY ROBERT,REGULATED ACTIVITY(S),,True
387340,19 FURNACE RD,PEMBROKE,DEP REGULATED FACILITY,WALETKUS SUSAN,REGULATED ACTIVITY(S),,True
387343,773 CENTER ST,PEMBROKE,DEP REGULATED FACILITY,WHITTAKER WILSON,REGULATED ACTIVITY(S),,True
387345,250 MASSACHUSETTS AVE,CAMBRIDGE,DEP REGULATED FACILITY,NOVARTIS INSTITUTES BIOMEDICAL RESEARCH,REGULATED ACTIVITY(S),020567016,True
387349,3 HERRING WAY,PLYMOUTH,DEP REGULATED FACILITY,SOMERVILLE WESLEY,REGULATED ACTIVITY(S),,True
387353,155 WEST LONG POND RD,PLYMOUTH,DEP REGULATED FACILITY,HARDING FREDRICK,REGULATED ACTIVITY(S),,True
387361,145 WEST LONG POND RD,PLYMOUTH,DEP REGULATED FACILITY,ROKICKI EDMUND,REGULATED ACTIVITY(S),,True
387363,171 SANDY BEACH RD,PLYMOUTH,DEP REGULATED FACILITY,BARNIE JAMES,REGULATED ACTIVITY(S),,True
387368,51 FALLON DR,WESTPORT,DEP REGULATED FACILITY,SANTOS GERALD,REGULATED ACTIVITY(S),,True
387370,769 PLYMOUTH BLVD,WESTPORT,DEP REGULATED FACILITY,MARLAND WILLIAM,REGULATED ACTIVITY(S),,True
387374,2029 MAIN RD,WESTPORT,DEP REGULATED FACILITY,KUGLER ROBERT,REGULATED ACTIVITY(S),,True
387376,2041 MAIN RD,WESTPORT,DEP REGULATED FACILITY,CARTER SUZANNE,REGULATED ACTIVITY(S),,True
387378,19 GREEN ST,MARION,DEP REGULATED FACILITY,STEPHANIES HAIR SALON,REGULATED ACTIVITY(S),,True
387380,156 MAIN ST,EASTON,DEP REGULATED FACILITY,SHANGRI-LA SALON AND DRY SPA,REGULATED ACTIVITY(S),,True
387382,420 TURNPIKE ST,EASTON,DEP REGULATED FACILITY,TECHNICAL EDGE HAIR AND NAIL DESIGN,REGULATED ACTIVITY(S),,True
387389,SILVER GATE CIR,SHREWSBURY,DEP REGULATED FACILITY,SILVER GATE FARM SUBDIVISION,REGULATED ACTIVITY(S),,True
387391,HATFIELD ST,WORCESTER,DEP REGULATED FACILITY,HATFIELD STREET SEWER EXTENSION,REGULATED ACTIVITY(S),,True
387396,1280 PROVIDENCE HWY,NORWOOD,DEP REGULATED FACILITY,NUCAR VOLKSWAGEN OF NORWOOD,REGULATED ACTIVITY(S),,True
387406,6954 CORNELL RD,,DEP REGULATED FACILITY,GEL LABORATORIES OF OHIO LLC,REGULATED ACTIVITY(S),03-050489,False
387415,650 DWIGHT ST,HOLYOKE,DEP REGULATED FACILITY,US POSTAL SERVICE,REGULATED ACTIVITY(S),,False
387417,8 WEST SILVER ST,WESTFIELD,DEP REGULATED FACILITY,US POSTAL SERVICE,REGULATED ACTIVITY(S),,False
387419,100 ELM ST,MARSHFIELD,DEP REGULATED FACILITY,DOBLE MARY,REGULATED ACTIVITY(S),,True
387427,631 BROADWAY,HANOVER,DEP REGULATED FACILITY,ROAD TO RESPONSIBILITY INC,REGULATED ACTIVITY(S),,True
387441,491 MAPLE ST STE 302,DANVERS,DEP REGULATED FACILITY,HATHORNE FAMILY DENTAL,REGULATED ACTIVITY(S),,True
387443,320A CHARGER ST,REVERE,DEP REGULATED FACILITY,ALLIED WASTE SERVICES OF MA LLC,REGULATED ACTIVITY(S),861024452,True
387445,WOOD ST,SHREWSBURY,DEP REGULATED FACILITY,WOOD STREET SEWER EXTENSION,REGULATED ACTIVITY(S),,True
387447,DOUGLAS ST,UXBRIDGE,DEP REGULATED FACILITY,DOUGLAS STREET SEWER EXTENSION,REGULATED ACTIVITY(S),,True
387453,MONPONSETT ST,HANSON,DEP REGULATED FACILITY,COLUMBIA CRANBERRY,REGULATED ACTIVITY(S),,False
387463,910 BOYLSTON ST,NEWTON,DEP REGULATED FACILITY,CHESTNUT HILL BENEVOLENT ASSOCIATION,REGULATED ACTIVITY(S),,True
