Id,StreetName,Town,FacilityType,FacilityName,Program,ProgramSpecificId,Active
281240,CHESTNUT ST,NORTH ANDOVER,DEP REGULATED FACILITY,WOODLEA VILLAGE SUBDIVISION,REGULATED ACTIVITY(S),,True
281242,KENDALL ST,WALPOLE,DEP REGULATED FACILITY,KENDALL STREET EXTENSION,REGULATED ACTIVITY(S),,True
281248,LONGHILL RD,FRANKLIN,DEP REGULATED FACILITY,FRANCIS SOUSA/JOSEPH NOWACKI,REGULATED ACTIVITY(S),,True
281250,31 OCEAN AVE,HANSON,DEP REGULATED FACILITY,LAND PLANNING INC,REGULATED ACTIVITY(S),,True
281252,39 OCEAN AVE,HANSON,DEP REGULATED FACILITY,LAND PLANNING INC,REGULATED ACTIVITY(S),,True
281254,127 HOPKINS LN,ORLEANS,DEP REGULATED FACILITY,CUMMINGS W,REGULATED ACTIVITY(S),,True
281258,CHESHIRE RD RTE 8,LANESBOROUGH,DEP REGULATED FACILITY,PITTSFIELD MOLD & TOOL,REGULATED ACTIVITY(S),,True
281260,COLONEL LAVELLE DR,NORTHAMPTON,DEP REGULATED FACILITY,MA NATIONAL GUARD ARMORY,REGULATED ACTIVITY(S),,True
281268,100 GREGORY RD,HOLLISTON,DEP REGULATED FACILITY,100 GREGORY RD,REGULATED ACTIVITY(S),,True
281270,HUDSON ST,NORTHBOROUGH,DEP REGULATED FACILITY,HUDSON ST NORTHBORO MWRA CONNECTION,REGULATED ACTIVITY(S),,True
281274,87 COUNTY RD,MATTAPOISETT,DEP REGULATED FACILITY,GREAT SCAPES NURSERY,REGULATED ACTIVITY(S),,False
281277,226-228 COMMERCIAL ST,PROVINCETOWN,DEP REGULATED FACILITY,VORELLI THERESA,REGULATED ACTIVITY(S),,True
281279,DYER ST AND W BROADWAY,GARDNER,DEP REGULATED FACILITY,MORNINGSIDE SUBDIVISION,REGULATED ACTIVITY(S),,True
281285,55 CABOT BLVD,MANSFIELD,DEP REGULATED FACILITY,ROBERT ALLEN GROUP,REGULATED ACTIVITY(S),,True
281294,233 WEST ST,WARE,DEP REGULATED FACILITY,MA NATIONAL GUARD ARMORY,REGULATED ACTIVITY(S),,True
281297,140 MAYNARD ST,AGAWAM,DEP REGULATED FACILITY,MA NATIONAL GUARD ARMORY,REGULATED ACTIVITY(S),,True
281306,BARROWS ST LOT 6A,NORTON,DEP REGULATED FACILITY,COTE PETER,REGULATED ACTIVITY(S),,True
281308,LOCUST ST,FREETOWN,DEP REGULATED FACILITY,CHESTNUT HILL IN ASSONET,REGULATED ACTIVITY(S),,True
281310,60 MARION DR,KINGSTON,DEP REGULATED FACILITY,KEOLIS COMMUTER SERVICES,REGULATED ACTIVITY(S),001112370,True
281321,MAIN ST,WALPOLE,DEP REGULATED FACILITY,MWRA RESIDUALS LANDFILL,REGULATED ACTIVITY(S),,True
281323,115 GREENOUGH ST,BROOKLINE,DEP REGULATED FACILITY,BROOKLINE HIGH SCHOOL,REGULATED ACTIVITY(S),046001102,True
281325,HOWARD ST,MILFORD,DEP REGULATED FACILITY,HOWARD ST,REGULATED ACTIVITY(S),,True
281331,9 WEST SHORE DR,EASTHAMPTON,DEP REGULATED FACILITY,MORRISON CLIFFORD,REGULATED ACTIVITY(S),,True
281338,DEPOT ST,FALMOUTH,DEP REGULATED FACILITY,FALMOUTH ACADEMY,REGULATED ACTIVITY(S),,False
281341,PO BOX 403,,DEP REGULATED FACILITY,DAVIS LORA L,REGULATED ACTIVITY(S),,False
281343,16 WAITE AVE,SOUTH HADLEY,DEP REGULATED FACILITY,GUPTA SURESH,REGULATED ACTIVITY(S),,False
281346,10 MELANIE LN,WRENTHAM,DEP REGULATED FACILITY,ABBOTT BRIAN J,REGULATED ACTIVITY(S),,False
281351,4 RIVER TER,WAREHAM,DEP REGULATED FACILITY,PARKER CHRISTINE,REGULATED ACTIVITY(S),,True
281358,205 MAIN ST,WILMINGTON,RELEASE,EXXON SERVICE STATION,WASTE SITE CLEANUP,,True
281376,LAWTON ST,LUDLOW,DEP REGULATED FACILITY,LUDLOW SEWAGE LIFT STATION,REGULATED ACTIVITY(S),,False
281400,LEGATE HILL RD,LEOMINSTER,DEP REGULATED FACILITY,LEGATE HILL RD & BICENTENNIAL AVE,REGULATED ACTIVITY(S),,True
281404,100 TAINTER ST,WORCESTER,DEP REGULATED FACILITY,RALPHCO,REGULATED ACTIVITY(S),,False
281410,50 SOUTHWEST CUTOFF,WORCESTER,DEP REGULATED FACILITY,SNAPPI PHOTO & FRAME,REGULATED ACTIVITY(S),043160590,False
281421,1376 QUAKER ST,NORTHBRIDGE,DEP REGULATED FACILITY,1376 QUAKER ST,REGULATED ACTIVITY(S),,True
281428,1 NORWELL ST,NORFOLK,DEP REGULATED FACILITY,JACOBSON JAKE,REGULATED ACTIVITY(S),,True
281430,HILLTOP DR,PEABODY,DEP REGULATED FACILITY,PUTNAM HILL ESTATES,REGULATED ACTIVITY(S),,True
281433,205 PENNBRIAR DR,,DEP REGULATED FACILITY,US BULK TRANSPORT INC,REGULATED ACTIVITY(S),251663311,True
281438,BAILEYS IS,SCITUATE,DEP REGULATED FACILITY,LEHNER JOHN,REGULATED ACTIVITY(S),,True
281440,28 HAYES RD,EAST BRIDGEWATER,DEP REGULATED FACILITY,SMITH GERALD,REGULATED ACTIVITY(S),,True
281442,49 SAM WEST RD,SOUTHWICK,DEP REGULATED FACILITY,MOOSEHEAD HARVESTING CORP,REGULATED ACTIVITY(S),,True
281448,100 CUMMINGS CTR STE 427C,BEVERLY,DEP REGULATED FACILITY,J&E GRAPHICS,REGULATED ACTIVITY(S),017325214,False
281449,191 REVERE ST,REVERE,DEP REGULATED FACILITY,PAUL REVERE PRESS,REGULATED ACTIVITY(S),043072398,False
281455,JUDITH RD,WORCESTER,DEP REGULATED FACILITY,VISITING NURSES ASSOC HOSPICE,REGULATED ACTIVITY(S),,True
281457,14 LINCOLN DR,LITTLETON,DEP REGULATED FACILITY,14 LINCOLN DR,REGULATED ACTIVITY(S),,True
281459,27 MORTON STATION RD,CHARLTON,DEP REGULATED FACILITY,27 MORTON STATION RD,REGULATED ACTIVITY(S),,True
281465,75 MAIN ST,WOBURN,RELEASE,PROPERTY,WASTE SITE CLEANUP,,True
281469,35 TOBIAS BOLAND WAY,WORCESTER,DEP REGULATED FACILITY,EXIDE CORP,REGULATED ACTIVITY(S),,False
281472,RTE 44,RAYNHAM,DEP REGULATED FACILITY,BURGER KING,REGULATED ACTIVITY(S),,True
281479,236 FRANKLIN RD,LONGMEADOW,DEP REGULATED FACILITY,MILLER FRANCIS C,REGULATED ACTIVITY(S),,False
281489,82B NORTHSIDE RD,CHARLTON,PUBLIC WATER SUPPLY SYSTEM,"VERIZON BUSINESS NETWORK SERVICES, INC.",WATER SUPPLY/DRINKING WATER,2054070,True
281497,6 CRABTREE LN,SHIRLEY,PUBLIC WATER SUPPLY SYSTEM,WOODLAND RIDGE,WATER SUPPLY/DRINKING WATER,2270009,True
281500,BARDEN ST,AGAWAM,DEP REGULATED FACILITY,BARDEN STREET SUBDIVISION,REGULATED ACTIVITY(S),,True
281509,165 CAMBRIDGE PARK DR,CAMBRIDGE,DEP REGULATED FACILITY,CUPO JAMES F,REGULATED ACTIVITY(S),,False
281515,155 RESERVOIR ST,NEEDHAM,DEP REGULATED FACILITY,BUSINESS CARD EXPRESS,REGULATED ACTIVITY(S),043335924,False
281522,247 COLLEGE HWY,SOUTHAMPTON,RELEASE,XTRA MART,WASTE SITE CLEANUP,,True
281527,129 FRENCH KING HWY,ERVING,PUBLIC WATER SUPPLY SYSTEM,FRENCH KING MOTOR INN,WATER SUPPLY/DRINKING WATER,1091009,True
281534,52 MIRROR LK,NORFOLK,DEP REGULATED FACILITY,ENGLISH ANNETTE,REGULATED ACTIVITY(S),,True
281544,HOLDEN RD,STERLING,DEP REGULATED FACILITY,HOLDEN RD,REGULATED ACTIVITY(S),,True
281572,CAUSEWAY ST MA HWY DEPT,READING,RELEASE,FACILITY #76,WASTE SITE CLEANUP,,True
281580,77 MILL ST,WESTFIELD,DEP REGULATED FACILITY,DAROSAS MACHINERY SERVICE,REGULATED ACTIVITY(S),,True
281582,45 BALDWIN ST,EAST LONGMEADOW,DEP REGULATED FACILITY,PTI INDUSTRIES,REGULATED ACTIVITY(S),,True
281586,CHRISTOPHER CT,NEW BEDFORD,DEP REGULATED FACILITY,DEERWOOD ESTATES,REGULATED ACTIVITY(S),,True
281588,VILLAGE LN,SCITUATE,DEP REGULATED FACILITY,SCITUATE REALTY TRUST,REGULATED ACTIVITY(S),,True
281590,VILLAGE LN,SCITUATE,DEP REGULATED FACILITY,SCITUATE REALTY TRUST,REGULATED ACTIVITY(S),,True
281598,PINECROFT AREA,HOLDEN,DEP REGULATED FACILITY,MDC SEWER SYSTEM,REGULATED ACTIVITY(S),,False
281600,77 ROC SAM PARK RD,BRAINTREE,DEP REGULATED FACILITY,NORTHEAST TRUCK AND AUOT INC,REGULATED ACTIVITY(S),,True
281603,66 ROC SAM PARK RD,BRAINTREE,DEP REGULATED FACILITY,RYDER TRUCK RENTAL INC,REGULATED ACTIVITY(S),,False
281608,OFF DEERFIELD RD AND PROSPECT ST,SHREWSBURY,DEP REGULATED FACILITY,RAWSON HILL ESTATES III,REGULATED ACTIVITY(S),,True
281612,VILLAGE WAY AND S MAIN ST,SHERBORN,DEP REGULATED FACILITY,LELAND FARMS,REGULATED ACTIVITY(S),,True
281615,38 BROADWAY,RAYNHAM,DEP REGULATED FACILITY,MASS REPAIR & PERFORMANCE,REGULATED ACTIVITY(S),,True
281617,TREMONT ST,ROCHESTER,DEP REGULATED FACILITY,CARVER MARION WAREHAM CONVENIENCE CENTER,REGULATED ACTIVITY(S),,True
281619,848 MAIN ST,CARVER,DEP REGULATED FACILITY,CARVER TOWN OF,REGULATED ACTIVITY(S),,True
281631,373 MAIN ST,SOUTHBRIDGE,DEP REGULATED FACILITY,C&V AUTOMOTIVE,REGULATED ACTIVITY(S),,False
281633,373 MAIN ST,SOUTHBRIDGE,DEP REGULATED FACILITY,MARCELLES AUTO BODY,REGULATED ACTIVITY(S),,False
281637,CONCORD ST AND UPLAND RD,ASHLAND,DEP REGULATED FACILITY,FISKE HILL ESTATES,REGULATED ACTIVITY(S),,True
281639,94 CROSS ST,METHUEN,DEP REGULATED FACILITY,ROSE CROSSING,REGULATED ACTIVITY(S),,True
281644,SHREWSBURY ST,BOYLSTON,DEP REGULATED FACILITY,FOUNTAIN SERVICES INC,REGULATED ACTIVITY(S),,False
281646,EAST ST,GRAFTON,DEP REGULATED FACILITY,EAST ST WELLS,REGULATED ACTIVITY(S),,True
281648,1860 MAIN ST,TEWKSBURY,RELEASE,CITGO STATION,WASTE SITE CLEANUP,,True
281673,52 PRESTON TER,MARSHFIELD,DEP REGULATED FACILITY,MIRTSHING ELAINE,REGULATED ACTIVITY(S),,True
281677,50 FRENCH ST,LOWELL,DEP REGULATED FACILITY,LOWELL HIGH SCHOOL,REGULATED ACTIVITY(S),046001396,True
281687,16 SUNCREST DR,ANDOVER,DEP REGULATED FACILITY,ALLARD ALBERT,REGULATED ACTIVITY(S),,True
281715,960 WORCESTER RD,NATICK,DEP REGULATED FACILITY,BERNARDI HONDA VW INC,REGULATED ACTIVITY(S),888888888,True
281719,1 JACOBS WAY,LAWRENCE,DEP REGULATED FACILITY,BF GOODRICH,REGULATED ACTIVITY(S),,False
281725,85 QUINCY AVENUE,BRAINTREE,PUBLIC WATER SUPPLY SYSTEM,TRI TOWN WATER BOARD,WATER SUPPLY/DRINKING WATER,4040002,True
281748,EUTIS ST,MARSHFIELD,DEP REGULATED FACILITY,EUSTIS STREET EXTENSION,REGULATED ACTIVITY(S),,True
281756,STOCKHOLM RD,ROCKPORT,DEP REGULATED FACILITY,WOODLAND ACRES,REGULATED ACTIVITY(S),,True
281760,SOUTH WESTFIELD ST,AGAWAM,DEP REGULATED FACILITY,MA STATE POLICE TRAINING ACADEMY,REGULATED ACTIVITY(S),,True
281772,BOAT ROCK RD,MATTAPOISETT,DEP REGULATED FACILITY,BROWNELL HYDRAULIC TRAILERS,REGULATED ACTIVITY(S),,True
281773,58 PULASKI ST,PEABODY,DEP REGULATED FACILITY,ALLIANCE LEATHER INC,REGULATED ACTIVITY(S),043321987,True
281779,11 OAK PARK,BEDFORD,DEP REGULATED FACILITY,PROGRESS SOFTWARE,REGULATED ACTIVITY(S),,True
281781,829 MIDDLESEX TPKE,BILLERICA,DEP REGULATED FACILITY,AMERICAN SCIENCE AND ENGINEERING,REGULATED ACTIVITY(S),042240991,True
281784,2609 BEACON ST,BOSTON,DEP REGULATED FACILITY,BOSTON COLLEGE,REGULATED ACTIVITY(S),042103545,True
281786,32A DRYDOCK RD,BOSTON,DEP REGULATED FACILITY,BOSTON SHIP REPAIR,REGULATED ACTIVITY(S),208366819,True
281930,547 HIGH ST,DEDHAM,DEP REGULATED FACILITY,FASPRINT INC,REGULATED ACTIVITY(S),042483802,True
281931,15 ADAMS ST,BURLINGTON,DEP REGULATED FACILITY,EASTERN REFRACTORIES CO INC,REGULATED ACTIVITY(S),,True
281935,OXBOW ROAD LAUNCHER WAY,WAYLAND,DEP REGULATED FACILITY,US ARMY NATICK RESEARCH CENTER,REGULATED ACTIVITY(S),,True
281947,35 EMERSON AVE,GLOUCESTER,DEP REGULATED FACILITY,KONA CORPORATION,REGULATED ACTIVITY(S),042651191,False
281951,270 CENTER ST,HOLBROOK,DEP REGULATED FACILITY,BRAINTREE LABORATORIES INC,REGULATED ACTIVITY(S),042769947,True
281953,91 TURNPIKE RD,IPSWICH,DEP REGULATED FACILITY,CHOICE GRAPHICS,REGULATED ACTIVITY(S),000912845,False
281955,10 MAQUIRE RD,LEXINGTON,DEP REGULATED FACILITY,HUGHES ITEK RECONNAISSANCE SYSTEMS,REGULATED ACTIVITY(S),,False
281957,75 PHOENIX AVE,LOWELL,DEP REGULATED FACILITY,MILLENIUM PLATING COMPANY,REGULATED ACTIVITY(S),201351595,True
281967,155 CHESTNUT ST,LYNN,DEP REGULATED FACILITY,NEIGHBOR CLEANERS,REGULATED ACTIVITY(S),043268180,False
281978,4275 WASHINGTON ST,BOSTON,DEP REGULATED FACILITY,PETERS AUTO SERVICE,REGULATED ACTIVITY(S),888888888,True
281980,196 SOMERVILLE AVE,SOMERVILLE,DEP REGULATED FACILITY,PEPBOYS 420,REGULATED ACTIVITY(S),888888888,False
281986,58 EVERETT ST,WESTWOOD,DEP REGULATED FACILITY,LILY TRANSPORTATION CORPORATION,REGULATED ACTIVITY(S),,False
281991,9 GRIFFEN RD,CHARLTON,PUBLIC WATER SUPPLY SYSTEM,GROWING FOOTPRINTS EDUCATION CENTER,WATER SUPPLY/DRINKING WATER,2054072,True
281999,6 TOWN HALL DR,PRINCETON,RELEASE,PUBLIC SAFETY BUILDING,WASTE SITE CLEANUP,,True
282000,1111 SOUTHAMPTON RD,WESTFIELD,DEP REGULATED FACILITY,CALDOR DISTRIBUTION CENTER,REGULATED ACTIVITY(S),,False
282006,GILBERTVILLE RD,WARE,DEP REGULATED FACILITY,DISMAL SWAMP WATER MAIN AND PUMP STATION,REGULATED ACTIVITY(S),,True
282011,9 APRIL LN,LEXINGTON,DEP REGULATED FACILITY,BETTER IMAGES,REGULATED ACTIVITY(S),,True
282018,2 BAXTER AVE,FAIRHAVEN,DEP REGULATED FACILITY,STRANG RICHARD,REGULATED ACTIVITY(S),,True
282021,90 LIBBEY PKWY,WEYMOUTH,DEP REGULATED FACILITY,PACIFIC SCIENTIFIC,REGULATED ACTIVITY(S),,True
282034,KINGSLEY RD,MONROE,DEP REGULATED FACILITY,MONROE WATER TREATMENT FACILITY,REGULATED ACTIVITY(S),,False
282035,36B LEBANON ST,MALDEN,DEP REGULATED FACILITY,BJORK PRINTING SERVICE INC,REGULATED ACTIVITY(S),,False
282038,42A PLEASANT ST,STONEHAM,DEP REGULATED FACILITY,EXPERTEES,REGULATED ACTIVITY(S),042737876,False
282045,150 ESSEX ST,SALEM,DEP REGULATED FACILITY,HERITAGE MUSEUM REALTY TRUST,REGULATED ACTIVITY(S),,True
282053,342 PLEASANT ST,NORTHAMPTON,DEP REGULATED FACILITY,PIP PRINTING,REGULATED ACTIVITY(S),042955928,True
282054,CONGRESS ST,DUXBURY,DEP REGULATED FACILITY,JOHN C & DOANNE ANDRESEN,REGULATED ACTIVITY(S),,False
282058,119 NASH HILL RD,LUDLOW,DEP REGULATED FACILITY,MWRA NASH HILL FACILITY,REGULATED ACTIVITY(S),,True
282060,119 UNIVERSITY AVE,LOWELL,DEP REGULATED FACILITY,GNOMON COPY,REGULATED ACTIVITY(S),,True
282061,973 MAIN ST,WALTHAM,DEP REGULATED FACILITY,WALTHAM QUICK PRINTING,REGULATED ACTIVITY(S),,True
282062,34 ROBBINS RD,SPRINGFIELD,DEP REGULATED FACILITY,PRINT N COPY,REGULATED ACTIVITY(S),,False
282063,191 ELM ST,WEST SPRINGFIELD,DEP REGULATED FACILITY,DESIGN PRINT,REGULATED ACTIVITY(S),,False
282064,44 RIVER ST,BEVERLY,RELEASE,BOSTON GAS PROPERTY,WASTE SITE CLEANUP,,True
282066,1450 SOMERSET AVE,DIGHTON,DEP REGULATED FACILITY,DIGHTON POWER LLC,REGULATED ACTIVITY(S),043290319,True
282068,WAYFIELD SUBDIVISION,MANSFIELD,DEP REGULATED FACILITY,WAYFIELD REALTY TRUST,REGULATED ACTIVITY(S),,True
282070,44 LAWSON TER,SCITUATE,DEP REGULATED FACILITY,FLYNN CANDACE,REGULATED ACTIVITY(S),,True
282072,GREEN ST,FOXBOROUGH,DEP REGULATED FACILITY,STONEHURST,REGULATED ACTIVITY(S),,True
282075,284 COUNTRY WAY,SCITUATE,DEP REGULATED FACILITY,SCANZILLO CORP,REGULATED ACTIVITY(S),,True
282084,180 HEMENWAY RD,FRAMINGHAM,DEP REGULATED FACILITY,NEW ENGLAND WILDFLOWER SOCIETY,REGULATED ACTIVITY(S),,True
282095,616 FELLSWAY,MEDFORD,DEP REGULATED FACILITY,WATER STORE OF MEDFORD THE (VND),REGULATED ACTIVITY(S),,True
282103,581 MASSACHUSETTS AVE,CAMBRIDGE,DEP REGULATED FACILITY,HARVEST FOOD COOP (VND),REGULATED ACTIVITY(S),,True
282104,75-105 TAYLOR ST & 7 WATER ST,BOSTON,RELEASE,SHAFFER PROPERTY,WASTE SITE CLEANUP,,True
282105,60 GARDEN PARK,BRAINTREE,DEP REGULATED FACILITY,MCCONNELL ENTERPRISES INC,REGULATED ACTIVITY(S),042739051,True
282111,PLUM IS,NEWBURYPORT,DEP REGULATED FACILITY,PARKER RIVER NATIONAL WILDLIFE REFUGE,REGULATED ACTIVITY(S),,True
282112,415 WHITING ST RTE 53,HINGHAM,DEP REGULATED FACILITY,NINOS STEAK & CHOPS,REGULATED ACTIVITY(S),,True
282114,2 JFK MEMORIAL DR,BRAINTREE,DEP REGULATED FACILITY,TRI TOWN WATER BOARD,REGULATED ACTIVITY(S),,True
282119,315 TOPSFIELD RD,IPSWICH,DEP REGULATED FACILITY,MISSIONARIES OF LA SALETTE,REGULATED ACTIVITY(S),,False
282121,1 NORTH AVE,BURLINGTON,DEP REGULATED FACILITY,DESKTOP METAL OPERATING INC,REGULATED ACTIVITY(S),474947659,True
282122,42 THIRD AVE,BURLINGTON,DEP REGULATED FACILITY,ROLL SYSTEMS INC,REGULATED ACTIVITY(S),,True
282125,29 WARREN ST,CAMBRIDGE,DEP REGULATED FACILITY,METRO PRINTING CO,REGULATED ACTIVITY(S),,True
282128,1 NORTH AVE,BURLINGTON,DEP REGULATED FACILITY,TEK MICROSYSTEMS INC,REGULATED ACTIVITY(S),,True
282129,1 NORTH AVE,BURLINGTON,DEP REGULATED FACILITY,TECH EXPORT,REGULATED ACTIVITY(S),,True
282130,EAST HARWICH PLZ,HARWICH,DEP REGULATED FACILITY,ALDOS HAIR STYLIST,REGULATED ACTIVITY(S),,True
282133,CATBOAT RD LOT 43A,WELLFLEET,DEP REGULATED FACILITY,BERGEN SUSAN,REGULATED ACTIVITY(S),,True
282135,44 THIRD AVE,BURLINGTON,DEP REGULATED FACILITY,MASS A V,REGULATED ACTIVITY(S),,True
282136,63 SECOND AVE,BURLINGTON,DEP REGULATED FACILITY,RAYTHEON CAREER CENTER,REGULATED ACTIVITY(S),,True
282137,62 SECOND AVE,BURLINGTON,DEP REGULATED FACILITY,PORTAMEDIC,REGULATED ACTIVITY(S),,True
282138,73 SECOND AVE,BURLINGTON,DEP REGULATED FACILITY,AANDERAA INSTRUMENT,REGULATED ACTIVITY(S),,True
282139,73 SECOND AVE,BURLINGTON,DEP REGULATED FACILITY,NATIONAL COMPUTER SYSTEMS,REGULATED ACTIVITY(S),,True
282141,41 SECOND AVE,BURLINGTON,DEP REGULATED FACILITY,THORN AUTOMATED,REGULATED ACTIVITY(S),,True
282142,547 WEBSTER ST,NEEDHAM,DEP REGULATED FACILITY,PRECISION PRINTING,REGULATED ACTIVITY(S),,True
282146,BARNUM RD,AYER,DEP REGULATED FACILITY,FAIRVIEW ORCHARDS INC,REGULATED ACTIVITY(S),,True
282148,17 LELAND ST,GRAFTON,DEP REGULATED FACILITY,17 LELAND ST,REGULATED ACTIVITY(S),,True
282150,HUBBARDSTON RD,TEMPLETON,DEP REGULATED FACILITY,HUBBARDSTON RD,REGULATED ACTIVITY(S),,True
282152,THEMELI CT,OXFORD,DEP REGULATED FACILITY,PINEWOOD ON THE GREEN,REGULATED ACTIVITY(S),,True
282154,FOREST LN,HOPKINTON,DEP REGULATED FACILITY,PRESERVE THE,REGULATED ACTIVITY(S),,True
282156,NOURSE ST,WESTBOROUGH,DEP REGULATED FACILITY,WOODLAND PRESERVE,REGULATED ACTIVITY(S),,True
282158,112 HAYDEN ROWE ST,HOPKINTON,DEP REGULATED FACILITY,HEAD OF THE CHARLES,REGULATED ACTIVITY(S),,True
282160,PARKERVILLE RD,SOUTHBOROUGH,DEP REGULATED FACILITY,SOUTHBOROUGH MIDDLE SCHOOL,REGULATED ACTIVITY(S),,True
282182,181 GREENWOOD ST,WORCESTER,DEP REGULATED FACILITY,CONTINENTAL CONSOLIDATED INDUSTRIES,REGULATED ACTIVITY(S),042984616,False
282197,131 NICHOLS RD,COHASSET,DEP REGULATED FACILITY,CARAVEL BY THE SEA CONDOMINIUMS,REGULATED ACTIVITY(S),,True
282199,10 BROOKS RD,GLOUCESTER,DEP REGULATED FACILITY,PACIFIC NORTHWEST CAPITAL,REGULATED ACTIVITY(S),,True
282209,386 SUMMER ST,FITCHBURG,DEP REGULATED FACILITY,MINUTEMAN PRESS,REGULATED ACTIVITY(S),043340923,True
282215,STATE RD,WESTPORT,DEP REGULATED FACILITY,SHEAR STYLE,REGULATED ACTIVITY(S),,True
282217,JASON DR,DARTMOUTH,DEP REGULATED FACILITY,JASON HEIGHTS,REGULATED ACTIVITY(S),,True
282219,4 OLD FORGE DR,CARVER,DEP REGULATED FACILITY,DECAS CRANBERRY CO,REGULATED ACTIVITY(S),043315903,True
282224,1 BRANDT ISLAND SHRS,MATTAPOISETT,DEP REGULATED FACILITY,LEBOWITZ ANN,REGULATED ACTIVITY(S),,True
282245,40 PULLMAN ST,WORCESTER,DEP REGULATED FACILITY,CENTRAL NEW ENGLAND WAREHOUSE,REGULATED ACTIVITY(S),,True
282249,VARIOUS STS,WEBSTER,DEP REGULATED FACILITY,LAKESIDE AREA,REGULATED ACTIVITY(S),,True
282256,NANTASKET AND ATLANTIC AVES,COHASSET,DEP REGULATED FACILITY,STRAITS POND WSEWER EXTENSION,REGULATED ACTIVITY(S),,True
282265,HILL ST,LEOMINSTER,DEP REGULATED FACILITY,HILL ST,REGULATED ACTIVITY(S),,True
282268,71 CENTRAL ST,WEST BOYLSTON,DEP REGULATED FACILITY,WEST BOYLSTON DENTAL PC,REGULATED ACTIVITY(S),,True
282270,160 SHREWSBURY ST,HOLDEN,DEP REGULATED FACILITY,MT WACHUSETT VETERINARY HOSPITAL,REGULATED ACTIVITY(S),,False
282272,41F CRANBERRY HWY,ROCHESTER,DEP REGULATED FACILITY,EL HARVEY & SONS - ROCHESTER,REGULATED ACTIVITY(S),,True
282283,136 CORLISS ST,,DEP REGULATED FACILITY,MUTUAL TRUCKING CORP,REGULATED ACTIVITY(S),,True
282290,40 BEARFOOT RD,NORTHBOROUGH,DEP REGULATED FACILITY,PETERSON SPRING,REGULATED ACTIVITY(S),,True
282316,LOT 24 HILL ST,SHREWSBURY,DEP REGULATED FACILITY,ASPEN HILL ROADWAY,REGULATED ACTIVITY(S),,True
282318,40 FRAMINGHAM RD,MARLBOROUGH,DEP REGULATED FACILITY,WAREHOUSE BUILDING,REGULATED ACTIVITY(S),,True
282320,92 94 SARGENT ST,LEICESTER,DEP REGULATED FACILITY,92 94 SARGENT ST,REGULATED ACTIVITY(S),,True
282322,394 KILBURN ST,FALL RIVER,DEP REGULATED FACILITY,FALL RIVER WEAVING,REGULATED ACTIVITY(S),,False
282324,108 MAIN ST,CARVER,PUBLIC WATER SUPPLY SYSTEM,CARVER MUNICIPAL BUILDINGS,WATER SUPPLY/DRINKING WATER,4052061,True
282330,PILGRIM DR-PIONEER CIR,ANDOVER,DEP REGULATED FACILITY,PILGRIM DRIVE SEWER EXTENSION,REGULATED ACTIVITY(S),,True
282335,42 MILFORD ST,MEDWAY,DEP REGULATED FACILITY,PARAMOUNT INDUSTRIES INC,REGULATED ACTIVITY(S),042998514,True
282337,75 GREEN ST,CLINTON,DEP REGULATED FACILITY,DUNN & CO INC,REGULATED ACTIVITY(S),042642279,True
282346,HOLYOKE XING SHOPPING CTR,HOLYOKE,DEP REGULATED FACILITY,CIRCUIT CITY,REGULATED ACTIVITY(S),,False
282351,RIVER RD,ERVING,DEP REGULATED FACILITY,ERVING POTW #1,REGULATED ACTIVITY(S),,False
282356,DONNA RD,BILLERICA,DEP REGULATED FACILITY,DONNA ROAD EXTENSION,REGULATED ACTIVITY(S),,True
282367,POND ST,CARVER,DEP REGULATED FACILITY,HILLER CRANBERRIES INC,REGULATED ACTIVITY(S),,True
282369,822 SMITH NECK RD,DARTMOUTH,DEP REGULATED FACILITY,MCCOY JANE,REGULATED ACTIVITY(S),,True
282371,90 WILDCUT LN,NORWELL,DEP REGULATED FACILITY,CANN JOHN AND VERNA,REGULATED ACTIVITY(S),,True
282380,POOLES LN,ROCKPORT,RELEASE,TADCO INC,WASTE SITE CLEANUP,,True
282382,225 NORTH MAIN ST,NATICK,RELEASE,SHELL OIL,WASTE SITE CLEANUP,,True
282384,136 NEWBURY ST,PEABODY,RELEASE,SERVICE STATION,WASTE SITE CLEANUP,,True
282385,90 MIDDLESEX TPKE,BURLINGTON,RELEASE,EXXON GASOLINE STATION,WASTE SITE CLEANUP,,True
282386,142 LOWELL ST,WAKEFIELD,RELEASE,GULF OIL CO,WASTE SITE CLEANUP,,True
282390,NEWBURYPORT TPKE,ROWLEY,RELEASE,TRANSENE CO ROWLEY BIOCHEM,WASTE SITE CLEANUP,,True
282397,FRUIT AND SHORT STS,MANSFIELD,DEP REGULATED FACILITY,DONALD ESTATES,REGULATED ACTIVITY(S),,True
282399,578 BOSTON POST RD,SUDBURY,RELEASE,BARTLETTS GREENHOUSE,WASTE SITE CLEANUP,,True
282401,869 MAIN ST,TEWKSBURY,RELEASE,GETTY STATION,WASTE SITE CLEANUP,,True
282403,483 GROVELAND STT,HAVERHILL,DEP REGULATED FACILITY,IMAGE EXPRESS,REGULATED ACTIVITY(S),,False
282407,17 LAKE ST,MILLBURY,DEP REGULATED FACILITY,17 LAKE ST,REGULATED ACTIVITY(S),,True
282412,BRUCE ST,WAREHAM,DEP REGULATED FACILITY,EDMUNDS ALFRED,REGULATED ACTIVITY(S),,True
