Year,PWSName,ContaminantGroup,RaworFinished,Result
2008,WESTMINSTER DEPARTMENT OF PUBLIC WORKS,VOC,F,56
2008,WESTOVER ARB,HAA5,F,10
2008,WESTOVER ARB,THM,F,10
2008,WESTOVER GOLF COURSE,NITRAT,F,2
2008,WESTOVER GOLF COURSE,NITRIT,F,2
2008,WESTOVER GOLF COURSE,SODIUM,F,2
2008,WESTPORT CAMPING GROUNDS,NITRAT,F,2
2008,WESTPORT COUNTRY DAY SCHOOL,NITRAT,F,1
2008,WESTPORT COUNTRY DAY SCHOOL,PERCHL,F,1
2008,WESTPORT ELEM. SCHOOL,NITRAT,F,1
2008,WESTPORT HARBOR WATER ASSOCIATION INC,HAA5,F,1
2008,WESTPORT HARBOR WATER ASSOCIATION INC,NITRAT,F,4
2008,WESTPORT HARBOR WATER ASSOCIATION INC,PERCHL,F,1
2008,WESTPORT HARBOR WATER ASSOCIATION INC,THM,F,1
2008,WESTPORT HARBOR WATER ASSOCIATION INC,VOC,F,3
2008,WESTPORT MIDDLE SCHOOL,NITRAT,F,1
2008,WESTPORT MIDDLE SCHOOL,PERCHL,F,1
2008,WESTPORT PLAZA,NITRAT,F,4
2008,WESTPORT PLAZA,PERCHL,F,1
2008,WESTPORT SCHOOL ADMINISTRATION,INORG,F,13
2008,WESTPORT SCHOOL ADMINISTRATION,NITRAT,F,5
2008,WESTPORT SCHOOL ADMINISTRATION,NITRIT,F,1
2008,WESTPORT SCHOOL ADMINISTRATION,PERCHL,F,3
2008,WESTPORT SENIOR CENTER,NITRAT,F,1
2008,WESTPORT SENIOR CENTER,NITRIT,F,1
2008,WESTPORT SENIOR CENTER,SODIUM,F,1
2008,WESTPORT SENIOR VILLAGE,NITRAT,F,1
2008,WESTPORT SENIOR VILLAGE,PERCHL,F,1
2008,WESTPORT VILLAGE COMMONS,NITRAT,F,1
2008,WESTPORT VILLAGE COMMONS,PERCHL,F,1
2008,WESTPORT YACHT CLUB INC.,NITRAT,F,2
2008,WESTPORT YACHT CLUB INC.,NITRIT,F,1
2008,WESTPORT YACHT CLUB INC.,SODIUM,F,1
2008,WESTVIEW FARM,NITRAT,F,1
2008,WESTVIEW FARM,NITRIT,F,1
2008,WESTVIEW FARM,VOC,F,4
2008,WEYMOUTH WATER DEPARTMENT,HAA5,F,120
2008,WEYMOUTH WATER DEPARTMENT,INORG,F,14
2008,WEYMOUTH WATER DEPARTMENT,NITRAT,F,2
2008,WEYMOUTH WATER DEPARTMENT,NITRIT,F,2
2008,WEYMOUTH WATER DEPARTMENT,PERCHL,F,2
2008,WEYMOUTH WATER DEPARTMENT,THM,F,297
2008,WEYMOUTH WATER DEPARTMENT,TOC,F,11
2008,WEYMOUTH WATER DEPARTMENT,TOC,R,11
2008,WEYMOUTH WATER DEPARTMENT,VOC,F,286
2008,WEYMOUTH WATER DEPARTMENT,VOC,R,336
2008,WHALE WALK INN,NITRAT,F,1
2008,WHATELY WATER DEPARTMENT,HAA5,F,1
2008,WHATELY WATER DEPARTMENT,INORG,F,32
2008,WHATELY WATER DEPARTMENT,NITRAT,F,2
2008,WHATELY WATER DEPARTMENT,NITRIT,F,2
2008,WHATELY WATER DEPARTMENT,PERCHL,F,2
2008,WHATELY WATER DEPARTMENT,THM,F,1
2008,WHATELY WATER DEPARTMENT,VOC,F,2
2008,WHATELY WATER DISTRICT,HAA5,F,1
2008,WHATELY WATER DISTRICT,NITRAT,F,1
2008,WHATELY WATER DISTRICT,NITRIT,F,1
2008,WHATELY WATER DISTRICT,PERCHL,F,1
2008,WHEATLEIGH INN,NITRAT,F,1
2008,WHEATLEIGH INN,NITRIT,F,1
2008,WHEATLEIGH INN,SODIUM,F,1
2008,WHEELWRIGHT WATER DISTRICT,PERCHL,F,2
2008,WHISPERING PINES,NITRAT,F,3
2008,WHISPERING PINES,SECCON,F,6
2008,WHISPERING PINES,VOC,F,168
2008,WHISPERING PINES CONDO ASSOCIATION,NITRAT,F,1
2008,WHISPERING PINES CONDO ASSOCIATION,PERCHL,F,1
2008,WHITE BIRCH GARDEN APARTMENTS,ALPHA,F,1
2008,WHITE BIRCH GARDEN APARTMENTS,INORG,F,13
2008,WHITE BIRCH GARDEN APARTMENTS,NITRAT,F,1
2008,WHITE BIRCH GARDEN APARTMENTS,NITRIT,F,1
2008,WHITE BIRCH GARDEN APARTMENTS,PERCHL,F,1
2008,WHITE CREST BEACH,NITRAT,F,1
2008,WHITE OAK SCHOOL,ARSEN,F,4
2008,WHITE OAK SCHOOL,ARSEN,R,3
2008,WHITE OAK SCHOOL,INORG,F,7
2008,WHITE OAK SCHOOL,NITRAT,F,1
2008,WHITE OAK SCHOOL,PERCHL,F,1
2008,WHITE OAK SCHOOL,SODIUM,F,1
2008,WHITE PINES CONDOMINIUMS,INORG,F,1
2008,WHITE PINES CONDOMINIUMS,NITRAT,F,1
2008,WHITE PINES CONDOMINIUMS,NITRIT,F,1
2008,WHITE PINES CONDOMINIUMS,PERCHL,F,1
2008,WHITE PINES CONDOMINIUMS,VOC,F,1
2008,WHITINSVILLE WATER COMPANY,HAA5,F,8
2008,WHITINSVILLE WATER COMPANY,INORG,F,13
2008,WHITINSVILLE WATER COMPANY,NITRAT,F,2
2008,WHITINSVILLE WATER COMPANY,PERCHL,F,2
2008,WHITINSVILLE WATER COMPANY,SECCON,F,10
2008,WHITINSVILLE WATER COMPANY,THM,F,8
2008,WHITMAN HOUSE RESTAURANT,NITRAT,F,2
2008,WHITMAN HOUSE RESTAURANT,NITRIT,F,2
2008,WHITMAN HOUSE RESTAURANT,SODIUM,F,2
2008,WHITMAN WATER SYSTEM,HAA5,F,16
2008,WHITMAN WATER SYSTEM,INORG,F,2
2008,WHITMAN WATER SYSTEM,PCE,F,1
2008,WHITMAN WATER SYSTEM,THM,F,16
2008,WHITNEY ESTATES CONDOMINIUMS,INORG,F,2
2008,WHITNEY ESTATES CONDOMINIUMS,NITRAT,F,2
2008,WHITNEY ESTATES CONDOMINIUMS,PERCHL,F,2
2008,WHITNEY ESTATES CONDOMINIUMS,RADIO,F,2
2008,WHITNEY ESTATES CONDOMINIUMS,SECCON,F,36
2008,WHITNEYS FARM MARKET AND COUNTRY GARDEN,NITRAT,F,1
2008,WHITNEYS FARM MARKET AND COUNTRY GARDEN,NITRIT,F,1
2008,WHITNEYS FARM MARKET AND COUNTRY GARDEN,SODIUM,F,1
2008,WICKED OYSTER RESTAURANT,NITRAT,F,4
2008,WICKED OYSTER RESTAURANT,NITRIT,F,1
2008,WILBRAHAM WATER DEPT (MWRA),HAA5,F,32
2008,WILBRAHAM WATER DEPT (MWRA),THM,F,32
2008,WILD HONEY CAFE @ SOARES FUNCTION HALL,NITRAT,F,1
2008,WILDWOOD CONDOMINIUM,INORG,F,13
2008,WILDWOOD CONDOMINIUM,NITRAT,F,1
2008,WILDWOOD CONDOMINIUM,PERCHL,F,1
2008,WILDWOOD PROPERTY OWNERS,NITRAT,F,4
2008,WILEY PARK CONSERVATION AREA,NITRAT,F,4
2008,WILKINSONVILLE WATER DISTRICT,NITRAT,F,1
2008,WILKINSONVILLE WATER DISTRICT,PERCHL,F,1
2008,WILKINSONVILLE WATER DISTRICT,SECCON,F,2
2008,WILLIAMSBURG WATER DEPT,INORG,F,4
2008,WILLIAMSBURG WATER DEPT,NITRAT,F,2
2008,WILLIAMSBURG WATER DEPT,NITRIT,F,2
2008,WILLIAMSBURG WATER DEPT,PERCHL,F,2
2008,WILLIAMSTOWN WATER DEPT,HAA5,F,1
2008,WILLIAMSTOWN WATER DEPT,PERCHL,F,2
2008,WILLIAMSTOWN WATER DEPT,THM,F,1
2008,WILLYS WORLD WELLNESS AND CONFERENCE CTR,NITRAT,F,2
2008,WILLYS WORLD WELLNESS AND CONFERENCE CTR,NITRAT,R,1
2008,WILMINGTON WATER DEPT,HAA5,F,32
2008,WILMINGTON WATER DEPT,INORG,F,16
2008,WILMINGTON WATER DEPT,INORG,R,11
2008,WILMINGTON WATER DEPT,NITRAT,F,29
2008,WILMINGTON WATER DEPT,NITRAT,R,5
2008,WILMINGTON WATER DEPT,NITRIT,F,53
2008,WILMINGTON WATER DEPT,PERCHL,F,2
2008,WILMINGTON WATER DEPT,PERCHL,R,5
2008,WILMINGTON WATER DEPT,RAD228,F,4
2008,WILMINGTON WATER DEPT,THM,F,28
2008,WILMINGTON WATER DEPT,VOC,F,16
2008,WILMINGTON WATER DEPT,VOC,R,1
2008,WINCHENDON WATER DEPARTMENT,HAA5,F,19
2008,WINCHENDON WATER DEPARTMENT,THM,F,16
2008,WINCHESTER WATER DEPT,HAA5,F,12
2008,WINCHESTER WATER DEPT,INORG,F,13
2008,WINCHESTER WATER DEPT,NITRAT,F,1
2008,WINCHESTER WATER DEPT,NITRIT,F,1
2008,WINCHESTER WATER DEPT,PERCHL,F,1
2008,WINCHESTER WATER DEPT,THM,F,12
2008,WINCHESTER WATER DEPT,VOC,F,3
2008,WIND IN THE PINES,NITRAT,F,3
2008,WINSLOW TAVERN,NITRAT,F,3
2008,WINTHROP VILLAGE PLAZA,NITRAT,F,1
2008,WOBURN WATER DEPT.,HAA5,F,32
2008,WOBURN WATER DEPT.,INORG,F,39
2008,WOBURN WATER DEPT.,INORG,R,156
2008,WOBURN WATER DEPT.,NITRAT,F,3
2008,WOBURN WATER DEPT.,NITRAT,R,12
2008,WOBURN WATER DEPT.,NITRIT,F,3
2008,WOBURN WATER DEPT.,NITRIT,R,12
2008,WOBURN WATER DEPT.,PERCHL,F,1
2008,WOBURN WATER DEPT.,THM,F,32
2008,WOBURN WATER DEPT.,VOC,F,7
2008,WOBURN WATER DEPT.,VOC,R,3
2008,WOODHAVEN ELDER HOUSING COMMITTEE,NITRAT,F,1
2008,WOODHAVEN ELDER HOUSING COMMITTEE,NITRIT,F,1
2008,WOODHAVEN ELDER HOUSING COMMITTEE,PERCHL,F,1
2008,WOODLAND MHP LLC,INORG,F,1
2008,WOODLAND MHP LLC,NITRAT,F,1
2008,WOODLAND MHP LLC,NITRIT,F,1
2008,WOODLAND MHP LLC,PERCHL,F,1
2008,WOODLAND RIDGE,INORG,F,39
2008,WOODLAND RIDGE,NITRAT,F,3
2008,WOODLAND RIDGE,NITRIT,F,3
2008,WOODLAND RIDGE,PERCHL,F,2
2008,WOODLAND RIDGE,SECCON,F,54
2008,WOODLAND RIDGE,VOC,F,168
2008,WOODLAND WALK APARTMENTS,INORG,F,20
2008,WOODLAND WALK APARTMENTS,INORG,R,9
2008,WOODLAND WALK APARTMENTS,NITRAT,F,12
2008,WOODLAND WALK APARTMENTS,NITRAT,R,2
2008,WOODLAND WALK APARTMENTS,PERCHL,F,10
2008,WOODLAND WALK APARTMENTS,SECCON,F,41
2008,WOODLAND WALK APARTMENTS,SECCON,R,24
2008,WOODLAND WATER DISTRICT,HAA5,F,2
2008,WOODLAND WATER DISTRICT,SECCON,F,2
2008,WOODLAND WATER DISTRICT,THM,F,2
2008,WOODS POND CONDOMINIUMS,NITRAT,F,2
2008,WOOLMAN HILL,NITRAT,F,1
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",BROMAT,F,4
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",BROMID,R,46
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",HAA5,F,32
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",INORG,F,13
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",NITRAT,F,1
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",PERCHL,F,1
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",SECCON,F,1
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",THM,F,32
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",TOC,R,12
2008,"WORCESTER DPWP, WATER SUPPLY DIVISION",VOC,F,3
2008,WORTHINGTON FIRE DISTRICT,HAA5,F,1
2008,WORTHINGTON FIRE DISTRICT,INORG,F,1
2008,WORTHINGTON FIRE DISTRICT,NITRAT,F,1
2008,WORTHINGTON FIRE DISTRICT,NITRIT,F,1
2008,WORTHINGTON FIRE DISTRICT,PERCHL,F,1
2008,WORTHINGTON FIRE DISTRICT,THM,F,1
2008,WORTHINGTON FIRE DISTRICT,VOC,F,1
2008,WORTHINGTON GOLF LINKS,NITRAT,F,1
2008,WORTHINGTON GOLF LINKS,NITRIT,F,1
2008,WRENTHAM DEVELOPMENTAL CENTER,HAA5,F,1
2008,WRENTHAM DEVELOPMENTAL CENTER,NITRAT,F,1
2008,WRENTHAM DEVELOPMENTAL CENTER,NITRIT,F,1
2008,WRENTHAM DEVELOPMENTAL CENTER,PERCHL,F,1
2008,WRENTHAM DEVELOPMENTAL CENTER,THM,F,1
2008,WRENTHAM WATER DIVISION,NITRAT,F,3
2008,WRENTHAM WATER DIVISION,NITRIT,F,3
2008,WRENTHAM WATER DIVISION,PCE,F,3
2008,WRENTHAM WATER DIVISION,PERCHL,F,3
2008,YARMOUTH WATER DEPARTMENT,NITRAT,F,22
2008,YARMOUTH WATER DEPARTMENT,NITRIT,F,17
2008,YARMOUTH WATER DEPARTMENT,PERCHL,F,15
2008,YARMOUTH WATER DEPARTMENT,VOC,F,18
2008,YMCA CAMP BECKET,NITRAT,F,2
2008,YMCA CAMP BECKET,NITRIT,F,2
2008,YMCA CAMP BLANCHARD,NITRAT,F,2
2008,YMCA CAMP BLANCHARD,SECCON,F,4
2008,YMCA CAMP FOSKETT,NITRAT,F,1
2008,YMCA CAMP FOSKETT,RADIO,F,4
2008,YMCA CAMP FOSKETT,SECCON,F,2
2008,YMCA CAMP FRANK A. DAY,NITRAT,F,2
2008,YMCA CAMP FRANK A. DAY,SECCON,F,4
2008,YMCA CAMP FRANK A. DAY,VOC,F,112
2008,YMCA CAMP HI ROCK,NITRAT,F,4
2008,YMCA CAMP HI ROCK,NITRIT,F,4
2008,YMCA CAMP LOWE,NITRAT,F,1
2008,YMCA CAMP LYNDON,NITRAT,F,4
2008,YMCA CAMP MASSAPOAG,INORG,F,1
2008,YMCA CAMP MASSAPOAG,NITRAT,F,1
2008,YMCA CAMP MASSAPOAG,NITRIT,F,1
2008,YMCA CAMP MASSAPOAG,SECCON,F,2
2008,YMCA CAMP MASSAPOAG,VOC,F,56
2008,YMCA CAMP NORWICH,NITRAT,F,1
2008,YMCA CAMP NORWICH,NITRIT,F,1
2008,YMCA CAMP NORWICH,SODIUM,F,1
2008,YMCA OF THE NORTH SHORE,NITRAT,F,1
2008,ZOAR OUTDOOR,NITRAT,F,1
2008,ZOAR OUTDOOR,NITRIT,F,1
2009,10 THRU 16 HASTINGS STREET,NITRAT,F,4
2009,10 THRU 16 HASTINGS STREET,NITRIT,F,1
2009,10 THRU 16 HASTINGS STREET,SODIUM,F,1
2009,10.0 GYMNASTICS,INORG,F,13
2009,10.0 GYMNASTICS,NITRAT,F,1
2009,10.0 GYMNASTICS,NITRIT,F,1
2009,10.0 GYMNASTICS,RADIO,F,1
2009,10.0 GYMNASTICS,SECCON,F,18
2009,10.0 GYMNASTICS,SOC,F,45
2009,10.0 GYMNASTICS,VOC,F,56
2009,1144 SOUTHAMPTON ROAD LLC,NITRAT,F,1
2009,1144 SOUTHAMPTON ROAD LLC,SODIUM,F,1
2009,1300 MASS AVE,HAA5,F,1
2009,1300 MASS AVE,INORG,F,13
2009,1300 MASS AVE,NITRAT,F,1
2009,1300 MASS AVE,NITRIT,F,1
2009,1300 MASS AVE,SECCON,F,4
2009,1300 MASS AVE,THM,F,1
2009,1414 MASS AVE BOXBOROUGH,INORG,F,13
2009,1414 MASS AVE BOXBOROUGH,NITRAT,F,2
2009,1414 MASS AVE BOXBOROUGH,SECCON,F,4
2009,1414 MASS AVE BOXBOROUGH,SECCON,R,4
2009,155 SWANSON RD   SYNQOR,INORG,F,28
2009,155 SWANSON RD   SYNQOR,NITRAT,F,2
2009,155 SWANSON RD   SYNQOR,SECCON,F,3
2009,159 SWANSON RD    SETRA SYSTEMS INC,NITRAT,F,2
2009,159 SWANSON RD    SETRA SYSTEMS INC,RADIO,F,2
2009,159 SWANSON RD    SETRA SYSTEMS INC,SECCON,F,4
2009,159 SWANSON RD    SETRA SYSTEMS INC,SOC,F,90
2009,1896 HOUSE BROOKSIDE,NITRAT,F,1
2009,1896 HOUSE PONDSIDE,NITRAT,F,1
2009,1896 HOUSE RESTAURANT,NITRAT,F,1
2009,19  21 WORCESTER ROAD,NITRAT,F,1
2009,19  21 WORCESTER ROAD,VOC,R,2
2009,2 ALLEN ST PROFESSIONAL BLDG,PERCHL,F,1
2009,2 ALLEN ST PROFESSIONAL BLDG,SOC,F,45
2009,200 WASHINGTON ST.,NITRAT,F,1
2009,200 WASHINGTON ST.,NITRIT,F,1
2009,330 CODMAN HILL ROAD,NITRAT,F,1
2009,330 CODMAN HILL ROAD,NITRIT,F,1
2009,330 CODMAN HILL ROAD,SECCON,F,4
2009,330 CODMAN HILL ROAD,SECCON,R,2
2009,330 CODMAN HILL ROAD,SOC,F,45
2009,400 DUNSTABLE ROAD (PINE KNOLL),INORG,F,13
2009,400 DUNSTABLE ROAD (PINE KNOLL),NITRAT,F,1
2009,400 DUNSTABLE ROAD (PINE KNOLL),NITRIT,F,1
2009,400 DUNSTABLE ROAD (PINE KNOLL),PERCHL,F,1
2009,400 DUNSTABLE ROAD (PINE KNOLL),SECCON,F,1
2009,400 DUNSTABLE ROAD (PINE KNOLL),SOC,F,48
2009,400 DUNSTABLE ROAD (PINE KNOLL),VOC,F,56
2009,4100 HOLDINGS LLC,NITRAT,F,2
2009,4100 HOLDINGS LLC,NITRIT,F,2
2009,4100 HOLDINGS LLC,SODIUM,F,2
2009,45 AND 49 UXBRIDGE RD,NITRAT,F,1
2009,45 AND 49 UXBRIDGE RD,NITRIT,F,1
2009,45 AND 49 UXBRIDGE RD,SODIUM,F,1
2009,4H CAMP HOWE INC,NITRAT,F,2
2009,60 AND 70 CODMAN HILL RD,NITRAT,F,1
2009,60 AND 70 CODMAN HILL RD,NITRIT,F,1
2009,60 AND 70 CODMAN HILL RD,SECCON,F,4
2009,60 AND 70 CODMAN HILL RD,SECCON,R,2
2009,60 AND 70 CODMAN HILL RD,SOC,F,45
2009,61 STOW RD. BLDG./THE MARKETPLACE,INORG,F,13
2009,61 STOW RD. BLDG./THE MARKETPLACE,NITRAT,F,1
2009,61 STOW RD. BLDG./THE MARKETPLACE,NITRIT,F,1
2009,61 STOW RD. BLDG./THE MARKETPLACE,PERCHL,F,1
2009,61 STOW RD. BLDG./THE MARKETPLACE,SECCON,F,3
2009,61 STOW RD. BLDG./THE MARKETPLACE,SOC,F,48
2009,61 STOW RD. BLDG./THE MARKETPLACE,VOC,F,56
2009,626 MAIN STREET,INORG,F,1
2009,626 MAIN STREET,NITRAT,F,1
2009,626 MAIN STREET,NITRIT,F,1
2009,64 WORCESTER PROVIDENCE TURNPIKE,INORG,F,13
2009,64 WORCESTER PROVIDENCE TURNPIKE,INORG,R,1
2009,64 WORCESTER PROVIDENCE TURNPIKE,NITRAT,F,1
2009,64 WORCESTER PROVIDENCE TURNPIKE,PERCHL,F,2
2009,64 WORCESTER PROVIDENCE TURNPIKE,RADIO,F,1
2009,64 WORCESTER PROVIDENCE TURNPIKE,SECCON,F,2
2009,64 WORCESTER PROVIDENCE TURNPIKE,SECCON,R,2
2009,64 WORCESTER PROVIDENCE TURNPIKE,SOC,F,45
2009,64 WORCESTER PROVIDENCE TURNPIKE,SODIUM,F,1
2009,64 WORCESTER PROVIDENCE TURNPIKE,VOC,F,1
2009,76 84 NEWBURYPORT TURNPIKE LLC,NITRAT,F,1
2009,76 84 NEWBURYPORT TURNPIKE LLC,NITRIT,F,1
2009,76 84 NEWBURYPORT TURNPIKE LLC,SODIUM,F,1
2009,775 QUAKER HIGHWAY (UXBRIDGE PLAZA),INORG,F,1
2009,775 QUAKER HIGHWAY (UXBRIDGE PLAZA),NITRAT,F,1
2009,775 QUAKER HIGHWAY (UXBRIDGE PLAZA),SECCON,F,2
2009,775 QUAKER HIGHWAY (UXBRIDGE PLAZA),SECCON,R,2
2009,7A FOODS,NITRAT,F,1
2009,7A FOODS,NITRIT,F,1
2009,85 SWANSON RD LLC,INORG,F,4
2009,85 SWANSON RD LLC,NITRAT,F,1
2009,85 SWANSON RD LLC,NITRIT,F,1
2009,85 SWANSON RD LLC,SECCON,F,3
2009,85 SWANSON RD LLC,SOC,F,45
2009,90 MAIN EATERY,NITRAT,F,1
2009,90 MAIN EATERY,NITRIT,F,1
2009,90 MAIN EATERY,SODIUM,F,1
2009,90 MAIN STREET LLC,NITRAT,F,1
2009,90 MAIN STREET LLC,NITRIT,F,1
2009,90 MAIN STREET LLC,PERCHL,F,1
2009,91 AND  95 COMMERCIAL STREET,NITRAT,F,2
2009,91 AND  95 COMMERCIAL STREET,NITRIT,F,1
2009,91 AND  95 COMMERCIAL STREET,SODIUM,F,1
2009,92 GREAT ROAD (PRESTI MGMT CORP),NITRAT,F,1
2009,92 GREAT ROAD (PRESTI MGMT CORP),PERCHL,F,1
2009,ABINGTON ICE AND SUPPLY CO.,NITRAT,R,1
2009,ABINGTON ICE AND SUPPLY CO.,NITRIT,R,1
2009,ABINGTON ICE AND SUPPLY CO.,SODIUM,R,1
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,HAA5,F,64
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,INORG,F,26
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,NITRAT,F,3
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,PERCHL,F,3
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,SOC,F,270
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,THM,F,72
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,TOC,F,23
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,TOC,R,23
2009,ABINGTON/ROCKLAND JOINT WTR. WORKS,VOC,F,11
2009,ABOVE AND BEYOND DAYCARE,ARSEN,F,1
2009,ABOVE AND BEYOND DAYCARE,INORG,F,5
2009,ABOVE AND BEYOND DAYCARE,INORG,R,1
2009,ABOVE AND BEYOND DAYCARE,NITRAT,F,1
2009,ABOVE AND BEYOND DAYCARE,NITRIT,F,1
2009,ABOVE AND BEYOND DAYCARE,PERCHL,F,1
2009,ABOVE AND BEYOND DAYCARE,SECCON,F,2
2009,ABOVE AND BEYOND DAYCARE,SECCON,R,2
2009,ABOVE AND BEYOND DAYCARE,SOC,F,45
2009,ABOVE AND BEYOND DAYCARE,VOC,F,2
2009,ACOAXET CLUB,NITRAT,F,2
2009,ACOAXET CLUB,NITRIT,F,1
2009,ACOAXET WATER COMPANY INC.,NITRAT,F,3
2009,ACOAXET WATER COMPANY INC.,NITRIT,F,2
2009,ACTON INDOOR TENNIS / NASHOBA SPORTMANS,INORG,F,1
2009,ACTON INDOOR TENNIS / NASHOBA SPORTMANS,NITRAT,F,1
2009,ACTON INDOOR TENNIS / NASHOBA SPORTMANS,NITRIT,F,1
2009,ACTON INDOOR TENNIS / NASHOBA SPORTMANS,SECCON,F,18
2009,ACTON WATER SUPPLY DISTRICT,HAA5,F,5
2009,ACTON WATER SUPPLY DISTRICT,INORG,F,78
2009,ACTON WATER SUPPLY DISTRICT,INORG,R,5
2009,ACTON WATER SUPPLY DISTRICT,NITRAT,F,6
2009,ACTON WATER SUPPLY DISTRICT,NITRAT,R,1
2009,ACTON WATER SUPPLY DISTRICT,NITRIT,F,6
2009,ACTON WATER SUPPLY DISTRICT,NITRIT,R,1
2009,ACTON WATER SUPPLY DISTRICT,PERCHL,F,6
2009,ACTON WATER SUPPLY DISTRICT,RADIO,F,6
2009,ACTON WATER SUPPLY DISTRICT,SECCON,F,50
2009,ACTON WATER SUPPLY DISTRICT,SECCON,R,42
2009,ACTON WATER SUPPLY DISTRICT,SODIUM,R,1
2009,ACTON WATER SUPPLY DISTRICT,THM,F,5
2009,ACTON WATER SUPPLY DISTRICT,VOC,F,63
2009,ACTON WATER SUPPLY DISTRICT,VOC,R,4
2009,ACUSHNET MANUFACTURED HOMES,NITRAT,F,1
2009,ACUSHNET MANUFACTURED HOMES,PERCHL,F,1
2009,ACUSHNET WATER DEPARTMENT,HAA5,F,12
2009,ACUSHNET WATER DEPARTMENT,PCE,F,3
2009,ACUSHNET WATER DEPARTMENT,THM,F,12
2009,AD HERITAGE HILLS,NITRAT,F,2
2009,AD HERITAGE HILLS,NITRIT,F,1
2009,ADESA IMPACT,NITRAT,F,1
2009,ADESA IMPACT,NITRIT,F,1
2009,ADESA IMPACT,PERCHL,F,1
2009,ADESA IMPACT,VOC,F,56
2009,ADMINISTRATION BLDG TOWN HALL ANNEX,NITRAT,F,1
2009,"ADVENTURE BOUND CAMPING, CAPE COD",NITRAT,F,2
2009,"ADVENTURE BOUND CAMPING, CC @ HORTONS",NITRAT,F,4
2009,"ADVENTURE BOUND CAMPING, CC @ HORTONS",NITRIT,F,4
2009,"ADVENTURE BOUND CAMPING, CC @ HORTONS",SODIUM,F,3
2009,AGAWAM WATER DEPARTMENT,HAA5,F,15
2009,AGAWAM WATER DEPARTMENT,THM,F,16
2009,ALDRICH HALL,NITRAT,F,1
2009,ALICANTE RESTAURANT AND LOUNGE,NITRAT,F,1
2009,ALICANTE RESTAURANT AND LOUNGE,NITRIT,F,1
2009,ALICANTE RESTAURANT AND LOUNGE,RADIO,F,2
2009,ALICANTE RESTAURANT AND LOUNGE,SODIUM,F,1
2009,ALICE A MACOMBER PRIMARY SCHOOL,NITRAT,F,1
2009,ALL FRIENDS SMOKEHOUSE / ALS CAFE,NITRAT,F,1
2009,ALPHABET SOUP CHILD CARE CENTER,INORG,F,12
2009,ALPHABET SOUP CHILD CARE CENTER,NITRAT,F,2
2009,ALPHABET SOUP CHILD CARE CENTER,SODIUM,F,1
2009,AMARI BAR AND RISTORANTE,NITRAT,F,1
2009,AMERICAN AQUIFER,INORG,F,13
2009,AMERICAN AQUIFER,NITRAT,F,1
2009,AMERICAN AQUIFER,NITRIT,F,1
2009,AMERICAN AQUIFER,RADIO,F,2
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,NITRAT,F,1
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,PERCHL,F,1
2009,"AMERICAN LEGION  POST #247, INC.",INORG,F,1
2009,"AMERICAN LEGION  POST #247, INC.",NITRAT,F,1
2009,"AMERICAN LEGION  POST #247, INC.",NITRIT,F,1
2009,"AMERICAN LEGION  POST #247, INC.",VOC,F,56
2009,AMERICAN LEGION POST #227,NITRAT,F,2
2009,AMERICAN LEGION POST #227,NITRIT,F,1
2009,AMERICAN LEGION POST #266,NITRAT,F,1
2009,AMERICAN YOUTH HOSTEL,NITRAT,F,1
2009,AMERICAN YOUTH HOSTEL,NITRIT,F,1
2009,AMERICAN YOUTH HOSTEL,SODIUM,F,1
2009,AMESBURY DPW  WATER DIV.,HAA5,F,44
2009,AMESBURY DPW  WATER DIV.,INORG,F,13
2009,AMESBURY DPW  WATER DIV.,NITRAT,F,1
2009,AMESBURY DPW  WATER DIV.,PERCHL,F,1
2009,AMESBURY DPW  WATER DIV.,SOC,F,90
2009,AMESBURY DPW  WATER DIV.,THM,F,44
2009,AMESBURY DPW  WATER DIV.,VOC,F,2
2009,AMHERST DPW  WATER DIVISION,HAA5,F,32
2009,AMHERST DPW  WATER DIVISION,INORG,F,26
2009,AMHERST DPW  WATER DIVISION,PERCHL,F,6
2009,AMHERST DPW  WATER DIVISION,SECCON,F,108
2009,AMHERST DPW  WATER DIVISION,SOC,F,540
2009,AMHERST DPW  WATER DIVISION,THM,F,32
2009,AMHERST DPW  WATER DIVISION,VOC,F,6
2009,ANAWAN JUNCTION,NITRAT,F,1
