Year,PWSName,ContaminantGroup,RaworFinished,Result
2005,ST GEORGE SCHOOL,NITRAT,R,1
2005,ST GEORGE SCHOOL,NITRIT,F,1
2005,ST GEORGE SCHOOL,VOC,F,1
2005,ST. MARTHA AND MARY CHURCH,NITRAT,F,4
2005,ST. ROSE OF LIMA CHURCH,NITRAT,F,4
2005,STAFFORD HEIGHTS APARTMENTS,ALPHA,F,1
2005,STAFFORD HEIGHTS APARTMENTS,INORG,F,15
2005,STAFFORD HEIGHTS APARTMENTS,IRON,F,2
2005,STAFFORD HEIGHTS APARTMENTS,IRON,R,2
2005,STAFFORD HEIGHTS APARTMENTS,MN,F,2
2005,STAFFORD HEIGHTS APARTMENTS,MN,R,2
2005,STAFFORD HEIGHTS APARTMENTS,NITRAT,F,1
2005,STAFFORD HEIGHTS APARTMENTS,NITRIT,F,1
2005,STAFFORD HEIGHTS APARTMENTS,RADIO,F,8
2005,STAFFORD HEIGHTS APARTMENTS,RADIUM,F,6
2005,STAFFORD HEIGHTS APARTMENTS,RADON,F,1
2005,STAFFORD HEIGHTS APARTMENTS,SECCON,F,4
2005,STAFFORD HEIGHTS APARTMENTS,SECCON,R,4
2005,STAFFORD HEIGHTS APARTMENTS,VOC,F,1
2005,STAFFORDSHIRE COUNTRY ESTATES,INORG,F,12
2005,STAFFORDSHIRE COUNTRY ESTATES,NITRAT,F,1
2005,STAFFORDSHIRE COUNTRY ESTATES,RADIO,F,33
2005,STAFFORDSHIRE COUNTRY ESTATES,RADIUM,F,6
2005,STAFFORDSHIRE COUNTRY ESTATES,RADON,F,3
2005,STARFISH CONDOMINIUM TRUST,NITRAT,F,1
2005,STARFISH VACATION VILLAGE,NITRAT,F,1
2005,STARFISH VACATION VILLAGE,NITRIT,F,1
2005,STARFISH VACATION VILLAGE,SODIUM,F,1
2005,STARRS COUNTRY MARKET,NITRAT,F,1
2005,STATE ROAD RESTAURANT,NITRAT,F,2
2005,STATE ROAD RESTAURANT,NITRIT,F,2
2005,STATE ROAD RESTAURANT,VOC,F,1
2005,STEAMING TENDER,NITRAT,F,1
2005,STEAMING TENDER,VOC,F,1
2005,STERLING WATER DEPARTMENT,ASBEST,F,2
2005,STERLING WATER DEPARTMENT,IRON,F,3
2005,STERLING WATER DEPARTMENT,MN,F,3
2005,STERLING WATER DEPARTMENT,NITRAT,F,3
2005,STERLING WATER DEPARTMENT,PCE,F,4
2005,STERLING WATER DEPARTMENT,VOC,F,3
2005,STEWARTS SEAFOOD RESTAURANT,NITRAT,F,2
2005,STILES AND HART BRICK COMPANY,INORG,F,13
2005,STILES AND HART BRICK COMPANY,NITRAT,F,1
2005,STILES AND HART BRICK COMPANY,NITRIT,F,1
2005,STILL FOUR CORNERS RESTAURANT,NITRAT,F,1
2005,STILL FOUR CORNERS RESTAURANT,NITRIT,F,1
2005,STILL FOUR CORNERS RESTAURANT,SODIUM,F,1
2005,STILL FOUR CORNERS RESTAURANT,VOC,F,2
2005,STILL MEADOW VILLAGE CONDOMINIUMS,NITRAT,F,1
2005,STILL MEADOW VILLAGE CONDOMINIUMS,NITRIT,F,1
2005,STILLWATER FASTENERS,NITRAT,F,1
2005,STOCKBRIDGE WATER DEPT,ASBEST,F,1
2005,STOCKBRIDGE WATER DEPT,HAA5,F,4
2005,STOCKBRIDGE WATER DEPT,INORG,F,2
2005,STOCKBRIDGE WATER DEPT,NITRAT,F,1
2005,STOCKBRIDGE WATER DEPT,NITRIT,F,1
2005,STOCKBRIDGE WATER DEPT,THM,F,4
2005,STOCKBRIDGE WATER DEPT,VOC,F,2
2005,STONY BROOK LODGE,NITRAT,F,1
2005,STOUGHTON WATER DEPARTMENT,HAA5,F,29
2005,STOUGHTON WATER DEPARTMENT,NITRAT,F,20
2005,STOUGHTON WATER DEPARTMENT,NITRIT,F,7
2005,STOUGHTON WATER DEPARTMENT,SODIUM,F,1
2005,STOUGHTON WATER DEPARTMENT,THM,F,24
2005,STOUGHTON WATER DEPARTMENT,VOC,F,219
2005,STOW ACRES COUNTRY CLUB,IRON,F,1
2005,STOW ACRES COUNTRY CLUB,MN,F,1
2005,STOW ACRES COUNTRY CLUB,NITRAT,F,1
2005,STOW BROOK GULF,IRON,F,1
2005,STOW BROOK GULF,MN,F,1
2005,STOW BROOK GULF,NITRAT,F,2
2005,STOW BROOK GULF,NITRIT,F,1
2005,STOW BROOK GULF,VOC,F,56
2005,STOW CENTER SCHOOL,INORG,F,14
2005,STOW CENTER SCHOOL,NITRAT,F,1
2005,STOW FIRE AND COMMUNITY CENTER,IRON,F,1
2005,STOW FIRE AND COMMUNITY CENTER,MN,F,1
2005,STOW FIRE AND COMMUNITY CENTER,NITRAT,F,1
2005,STOW INDUSTRIAL (FLB INCORPORATED),NITRAT,F,1
2005,STOW INDUSTRIAL (FLB INCORPORATED),VOC,F,3
2005,STOW LOWER VILLAGE/ BEEF AND ALE,NITRAT,F,1
2005,STOW MUNICIPAL BUILDINGS,IRON,F,1
2005,STOW MUNICIPAL BUILDINGS,MN,F,1
2005,STOW MUNICIPAL BUILDINGS,NITRAT,F,1
2005,STOW MUNICIPAL BUILDINGS,NITRIT,F,1
2005,STOW MUNICIPAL BUILDINGS,SECCON,F,2
2005,STOW MUNICIPAL BUILDINGS,SECCON,R,2
2005,STOW SHOPPING CENTER,NITRAT,F,1
2005,STOWAWAY GOLF COURSE,NITRAT,F,1
2005,STOWAWAY GOLF COURSE,VOC,F,3
2005,STRAWBERRY HILL APARTMENTS,NITRAT,F,1
2005,STURBRIDGE CAMPGROUND,IRON,F,1
2005,STURBRIDGE CAMPGROUND,MN,F,1
2005,STURBRIDGE CAMPGROUND,NITRAT,F,1
2005,STURBRIDGE CROSSING CONDOMINIUM,IRON,F,1
2005,STURBRIDGE CROSSING CONDOMINIUM,MN,F,1
2005,STURBRIDGE CROSSING CONDOMINIUM,NITRAT,F,1
2005,STURBRIDGE RETIREMENT COOP. CORP.,IRON,F,2
2005,STURBRIDGE RETIREMENT COOP. CORP.,IRON,R,2
2005,STURBRIDGE RETIREMENT COOP. CORP.,MN,F,2
2005,STURBRIDGE RETIREMENT COOP. CORP.,MN,R,2
2005,STURBRIDGE RETIREMENT COOP. CORP.,NITRAT,F,3
2005,STURBRIDGE RETIREMENT COOP. CORP.,NITRIT,F,1
2005,STURBRIDGE RETIREMENT COOP. CORP.,SECCON,F,6
2005,STURBRIDGE RETIREMENT COOP. CORP.,SECCON,R,2
2005,STURBRIDGE RETIREMENT COOP. CORP.,VOC,F,3
2005,STURBRIDGE WATER DEPARTMENT,HAA5,F,1
2005,STURBRIDGE WATER DEPARTMENT,INORG,F,1
2005,STURBRIDGE WATER DEPARTMENT,INORG,R,2
2005,STURBRIDGE WATER DEPARTMENT,IRON,F,2
2005,STURBRIDGE WATER DEPARTMENT,IRON,R,2
2005,STURBRIDGE WATER DEPARTMENT,MN,F,2
2005,STURBRIDGE WATER DEPARTMENT,MN,R,2
2005,STURBRIDGE WATER DEPARTMENT,NITRAT,F,1
2005,STURBRIDGE WATER DEPARTMENT,PERCHL,F,2
2005,STURBRIDGE WATER DEPARTMENT,SECCON,F,6
2005,STURBRIDGE WATER DEPARTMENT,THM,F,1
2005,STURBRIDGE WATER DEPARTMENT,VOC,F,1
2005,STURBRIDGE WATER DEPARTMENT,VOC,R,2
2005,SUDBURY WATER DISTRICT,ASBEST,F,3
2005,SUDBURY WATER DISTRICT,HAA5,F,20
2005,SUDBURY WATER DISTRICT,NITRAT,F,8
2005,SUDBURY WATER DISTRICT,NITRIT,F,8
2005,SUDBURY WATER DISTRICT,THM,F,20
2005,SUDBURY WATER DISTRICT,VOC,F,66
2005,SUDBURY WATER DISTRICT,VOC,R,168
2005,SUMMIT HILL CAMPGROUND,NITRAT,F,1
2005,SUMMIT HILL CAMPGROUND,NITRIT,F,1
2005,SUN VALLEY C.C./RESTAURANT,NITRAT,F,1
2005,SUNDAES WITH LENAS,NITRAT,F,2
2005,SUNDERLAND WATER DISTRICT,ASBEST,F,1
2005,SUNDERLAND WATER DISTRICT,INORG,F,2
2005,SUNDERLAND WATER DISTRICT,NITRAT,F,2
2005,SUNDERLAND WATER DISTRICT,NITRIT,F,2
2005,SUNNY SPRING/ANN AND HOPE  (BLK),NITRAT,F,1
2005,SUNNY SPRINGS (SEEKONK) VND,VOC,F,56
2005,SUNSETVIEW FARM CAMPING AREA,NITRAT,F,1
2005,SURF SIDE CONDOMINIUM TRUST,NITRAT,F,1
2005,SUTTON FALLS CAMPING AREA,IRON,F,1
2005,SUTTON FALLS CAMPING AREA,MN,F,1
2005,SUTTON FALLS CAMPING AREA,NITRAT,F,1
2005,SUTTON PUBLIC SCHOOLS,INORG,F,1
2005,SUTTON PUBLIC SCHOOLS,NITRAT,F,1
2005,SUTTON PUBLIC SCHOOLS,SODIUM,F,1
2005,SUTTON SENIOR CENTER,NITRAT,F,1
2005,SWANSEA WATER DISTRICT,HAA5,F,16
2005,SWANSEA WATER DISTRICT,NITRAT,F,5
2005,SWANSEA WATER DISTRICT,NITRIT,F,6
2005,SWANSEA WATER DISTRICT,RADIO,F,12
2005,SWANSEA WATER DISTRICT,SOC,F,45
2005,SWANSEA WATER DISTRICT,THM,F,16
2005,SWANSEA WATER DISTRICT,VOC,F,167
2005,SWEET WOOD RETIREMENT COMMUNITY,INORG,F,4
2005,SWEET WOOD RETIREMENT COMMUNITY,NITRAT,F,2
2005,SWEET WOOD RETIREMENT COMMUNITY,NITRIT,F,2
2005,SWEETWATER FOREST INC,NITRAT,F,1
2005,SWIFT RIVER,INORG,F,1
2005,SWIFT RIVER,NITRAT,F,1
2005,SWIFT RIVER ELEMENTARY SCHOOL,INORG,F,14
2005,SWIFT RIVER ELEMENTARY SCHOOL,NITRAT,F,1
2005,SWIFT RIVER SPORTSMAN CLUB,NITRAT,F,1
2005,SWIFT RIVER SPORTSMAN CLUB,NITRIT,F,1
2005,T.J. MAXX PLAZA,INORG,F,4
2005,T.J. MAXX PLAZA,NITRAT,F,1
2005,TANYA GETS YOU FIT,NITRAT,F,1
2005,TANYA GETS YOU FIT,NITRIT,F,1
2005,TAUNTON WATER DIVISION,HAA5,F,16
2005,TAUNTON WATER DIVISION,INORG,F,14
2005,TAUNTON WATER DIVISION,NITRAT,F,1
2005,TAUNTON WATER DIVISION,NITRIT,F,1
2005,TAUNTON WATER DIVISION,PCE,F,2
2005,TAUNTON WATER DIVISION,THM,F,16
2005,TAUNTON WATER DIVISION,VOC,F,3
2005,TED WILLIAMS PARK,NITRAT,F,1
2005,TEDS PACKAGE STORE/GENES CAFE,VOC,F,3
2005,TEDS PACKAGE STORE/GENES CAFE,VOC,R,7
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,HAA5,F,1
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,INORG,F,36
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,IRON,F,4
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,MN,F,4
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,NITRAT,F,4
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,NITRIT,F,4
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,PERCHL,F,4
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,THM,F,1
2005,TEMPLETON MUNIC. LIGHT AND WATER PLANT,VOC,F,1
2005,TEWKSBURY HOSPITAL,HAA5,F,1
2005,TEWKSBURY HOSPITAL,NITRAT,F,10
2005,TEWKSBURY HOSPITAL,NITRIT,F,12
2005,TEWKSBURY HOSPITAL,THM,F,1
2005,TEWKSBURY HOSPITAL,VOC,F,14
2005,TEWKSBURY WATER DEPARTMENT,ASBEST,F,3
2005,TEWKSBURY WATER DEPARTMENT,CHLRTE,F,33
2005,TEWKSBURY WATER DEPARTMENT,HAA5,F,16
2005,TEWKSBURY WATER DEPARTMENT,INORG,F,14
2005,TEWKSBURY WATER DEPARTMENT,NITRAT,F,1
2005,TEWKSBURY WATER DEPARTMENT,NITRIT,F,1
2005,TEWKSBURY WATER DEPARTMENT,PERCHL,F,8
2005,TEWKSBURY WATER DEPARTMENT,PERCHL,R,2
2005,TEWKSBURY WATER DEPARTMENT,THM,F,16
2005,TEWKSBURY WATER DEPARTMENT,TOC,F,2
2005,TEWKSBURY WATER DEPARTMENT,TOC,R,2
2005,TEWKSBURY WATER DEPARTMENT,VOC,F,12
2005,THE ACADEMY AT CHARLEMONT,INORG,F,1
2005,THE ACADEMY AT CHARLEMONT,NITRAT,F,1
2005,THE ACADEMY AT CHARLEMONT,NITRIT,F,1
2005,THE ANGRY TOMATO,NITRAT,F,1
2005,THE ANGRY TOMATO,NITRIT,F,1
2005,THE APPLEWORKS,INORG,F,14
2005,THE APPLEWORKS,NITRAT,F,1
2005,THE APPLEWORKS,VOC,F,5
2005,THE ASSEMBLY OF GOD SOUTHERN N.E. DIST.,INORG,R,1
2005,THE ASSEMBLY OF GOD SOUTHERN N.E. DIST.,IRON,R,1
2005,THE ASSEMBLY OF GOD SOUTHERN N.E. DIST.,MN,R,1
2005,THE ASSEMBLY OF GOD SOUTHERN N.E. DIST.,NITRAT,F,1
2005,THE ASSEMBLY OF GOD SOUTHERN N.E. DIST.,NITRIT,F,1
2005,THE ASSEMBLY OF GOD SOUTHERN N.E. DIST.,SODIUM,F,1
2005,THE BACK EDDY,NITRAT,F,1
2005,THE BACK EDDY,NITRIT,F,1
2005,THE BAGEL NOOK,NITRAT,F,1
2005,THE BARN TAVERN,NITRAT,F,1
2005,THE BOX LUNCH,NITRAT,F,4
2005,THE BOX LUNCH,NITRIT,F,1
2005,THE CHARLEMONT INN,NITRAT,F,1
2005,THE CHARLEMONT INN,NITRIT,F,1
2005,THE CHILDRENS GARDEN NURSERY SCHOOL,INORG,F,14
2005,THE CHILDRENS GARDEN NURSERY SCHOOL,NITRAT,F,1
2005,THE CHILDRENS GARDEN NURSERY SCHOOL,NITRIT,F,1
2005,THE CHILDRENS GARDEN NURSERY SCHOOL,RADIO,F,1
2005,THE CHILDRENS GARDEN NURSERY SCHOOL,RADIO,R,1
2005,THE CHILDRENS GARDEN NURSERY SCHOOL,VOC,F,2
2005,THE CHILDRENS PLACE,NITRAT,F,1
2005,THE CHILDRENS PLACE,NITRIT,F,1
2005,THE CHILDRENS PLACE,SODIUM,F,1
2005,THE CLUB  (FORMERLY BLUE MOON LOUNGE),NITRAT,F,1
2005,THE CLUB  (FORMERLY BLUE MOON LOUNGE),SODIUM,F,1
2005,THE CLUB  (FORMERLY BLUE MOON LOUNGE),VOC,F,3
2005,THE COPPER ANGEL,NITRAT,F,1
2005,THE COPPER ANGEL,NITRIT,F,1
2005,THE COPPER ANGEL,SODIUM,F,1
2005,THE COPPER SWAN,NITRAT,F,2
2005,THE COPPER SWAN,NITRIT,F,2
2005,THE CRANBERRY COTTAGES CONDO ASSOC,NITRAT,F,1
2005,THE EARLEE MUG,NITRAT,F,1
2005,THE FARM SCHOOL,NITRAT,F,1
2005,THE FLEETIAN,NITRAT,F,1
2005,THE FLEETIAN,NITRIT,F,1
2005,THE GARDENERS COTTAGE,INORG,F,1
2005,THE GARDENERS COTTAGE,INORG,R,1
2005,THE GARDENERS COTTAGE,MN,F,1
2005,THE GARDENERS COTTAGE,NITRAT,F,1
2005,THE GARDENERS COTTAGE,SODIUM,F,1
2005,THE GILL TAVERN,NITRAT,F,1
2005,THE GILL TAVERN,NITRIT,F,1
2005,THE GILL TAVERN,SODIUM,F,1
2005,THE HINATA RETREAT LLC,NITRAT,F,1
2005,THE HINATA RETREAT LLC,NITRIT,F,1
2005,"THE HOLDEN INN, LLC",NITRAT,F,2
2005,THE HOME FOR LITTLE WANDERERS,NITRAT,F,1
2005,THE HOME FOR LITTLE WANDERERS,VOC,F,1
2005,THE INTERNATIONAL,IRON,F,4
2005,THE INTERNATIONAL,IRON,R,2
2005,THE INTERNATIONAL,MN,F,4
2005,THE INTERNATIONAL,MN,R,2
2005,THE INTERNATIONAL,NITRAT,F,3
2005,THE INTERNATIONAL,SECCON,F,2
2005,THE INTERNATIONAL,SECCON,R,2
2005,THE INTERNATIONAL,VOC,F,4
2005,THE LIGHTHOUSE RESTAURANT,NITRAT,F,3
2005,THE LOBSTER AND CHOWDER HOUSE,NITRAT,F,1
2005,THE LOBSTER AND CHOWDER HOUSE,NITRIT,F,1
2005,THE LOBSTER AND CHOWDER HOUSE,SODIUM,F,1
2005,THE LOBSTER SHANTY,SODIUM,F,1
2005,THE MACDUFFIE SCHOOL,INORG,F,4
2005,THE MACDUFFIE SCHOOL,NITRAT,F,2
2005,THE MACDUFFIE SCHOOL,NITRIT,F,2
2005,THE MEETING HOUSE @ STOW CONDO,IRON,F,1
2005,THE MEETING HOUSE @ STOW CONDO,IRON,R,1
2005,THE MEETING HOUSE @ STOW CONDO,MN,F,1
2005,THE MEETING HOUSE @ STOW CONDO,MN,R,1
2005,THE MEETING HOUSE @ STOW CONDO,NITRAT,F,1
2005,THE MEETING HOUSE @ STOW CONDO,VOC,F,2
2005,THE NEW TESTAMENT CHURCH,NITRAT,F,1
2005,THE NEW TESTAMENT CHURCH,VOC,F,1
2005,THE OXBOW,NITRAT,F,1
2005,THE OXBOW,NITRIT,F,1
2005,THE PRESERVE AT HOPKINTON CONDO,INORG,F,1
2005,THE PRESERVE AT HOPKINTON CONDO,NITRAT,F,1
2005,THE PRESERVE AT HOPKINTON CONDO,RADIO,F,4
2005,THE PRESERVE AT HOPKINTON CONDO,SODIUM,F,1
2005,THE QUABBIN RETREAT,INORG,F,2
2005,THE QUABBIN RETREAT,INORG,R,1
2005,THE QUABBIN RETREAT,IRON,F,1
2005,THE QUABBIN RETREAT,IRON,R,1
2005,THE QUABBIN RETREAT,MN,F,1
2005,THE QUABBIN RETREAT,MN,R,1
2005,THE QUABBIN RETREAT,NITRAT,F,1
2005,THE RANCH GOLF CLUB,INORG,F,14
2005,THE RANCH GOLF CLUB,NITRAT,F,2
2005,THE RANCH GOLF CLUB,SODIUM,F,1
2005,THE RAPIDS BAR AND GRILL,NITRAT,F,1
2005,THE RAPIDS BAR AND GRILL,SODIUM,F,1
2005,THE SEASCAPE MOTOR INN,NITRAT,F,1
2005,THE SEASCAPE MOTOR INN,SODIUM,F,1
2005,THE TACONIC RESTAURANT,NITRAT,F,1
2005,THE TACONIC RESTAURANT,NITRIT,F,1
2005,THE TRURO CENTER CONDOMINIUM,NITRAT,F,1
2005,THE TRURO CENTER CONDOMINIUM,VOC,F,55
2005,THE VILLAGE STORE BLDG.,NITRAT,F,1
2005,THE WATER STORE OF READING (VND),VOC,F,2
2005,THE WELLFLEET BEACHCOMBER,NITRAT,F,1
2005,THE WELLFLEET BEACHCOMBER,NITRIT,F,2
2005,THE WOK,NITRAT,F,1
2005,THE WOK,SODIUM,F,1
2005,THE WOODS AT WESTMINSTER,IRON,F,1
2005,THE WOODS AT WESTMINSTER,MN,F,1
2005,THE WOODS AT WESTMINSTER,NITRAT,F,1
2005,THE WOODS AT WESTMINSTER,NITRIT,F,1
2005,THOMAS PRINCE SCHOOL,INORG,F,6
2005,THOMAS PRINCE SCHOOL,NITRAT,F,1
2005,THOMAS PRINCE SCHOOL,RADIO,F,2
2005,THOMAS PRINCE SCHOOL,SODIUM,F,1
2005,THORNEWOOD INN,NITRAT,F,1
2005,THORNEWOOD INN,NITRIT,F,1
2005,THORNTON BURGESS MIDDLE SCHOOL,INORG,F,28
2005,THORNTON BURGESS MIDDLE SCHOOL,NITRAT,F,1
2005,THORNTON BURGESS MIDDLE SCHOOL,NITRIT,F,1
2005,THORNTON BURGESS MIDDLE SCHOOL,SODIUM,F,1
2005,THREE RIVERS FIRE DISTRICT,INORG,F,28
2005,THREE RIVERS FIRE DISTRICT,NITRAT,F,2
2005,THREE RIVERS FIRE DISTRICT,NITRIT,F,2
2005,THREE RIVERS FIRE DISTRICT,SOC,F,1
2005,TISBURY WATER WORKS,INORG,F,14
2005,TISBURY WATER WORKS,NITRAT,F,2
2005,TISBURY WATER WORKS,NITRIT,F,3
2005,TISBURY WATER WORKS,PCE,F,16
2005,TISBURY WATER WORKS,RADIO,F,11
2005,TISBURY WATER WORKS,SOC,F,180
2005,TISBURY WATER WORKS,VOC,F,5
2005,TISPAQUIN FAMILY CAMP AREA,NITRAT,F,1
2005,TOLGY WOOD CHESTERFIELD CAMP,NITRAT,F,3
2005,TOLGY WOOD CHESTERFIELD CAMP,NITRIT,F,3
2005,TOPSFIELD WATER DEPARTMENT,NITRAT,F,2
2005,TOPSFIELD WATER DEPARTMENT,NITRIT,F,2
2005,TORIA HEIGHTS CONDOMINIUM,IRON,F,2
2005,TORIA HEIGHTS CONDOMINIUM,MN,F,2
2005,TORIA HEIGHTS CONDOMINIUM,NITRAT,F,1
2005,TOUCHSTONE COMMUNITY SCHOOL,INORG,F,3
2005,TOUCHSTONE COMMUNITY SCHOOL,NITRAT,F,1
2005,TOUCHSTONE COMMUNITY SCHOOL,NITRIT,F,1
2005,TOWN CENTER SHOPPING PLAZA,NITRAT,F,2
2005,TOWN CRIER MOTEL,NITRAT,F,8
2005,TOWN OF AVON,HAA5,F,3
2005,TOWN OF AVON,NITRAT,F,3
2005,TOWN OF AVON,NITRIT,F,3
2005,TOWN OF AVON,THM,F,3
2005,TOWN OF AVON,VOC,F,17
2005,TOWN OF CARVER,NITRAT,F,1
2005,TOWN OF CARVER,NITRIT,F,1
2005,TOWN OF HUBBARDSTON OFFICES,SOC,F,45
2005,TOWN OF WESTPORT SELECTMENS OFFICE,NITRAT,F,1
2005,TOWN OF WESTPORT SELECTMENS OFFICE,NITRIT,F,1
2005,TOWNSEND WATER DEPARTMENT,HAA5,F,1
2005,TOWNSEND WATER DEPARTMENT,INORG,F,1
2005,TOWNSEND WATER DEPARTMENT,NITRAT,F,2
2005,TOWNSEND WATER DEPARTMENT,SECCON,R,4
2005,TOWNSEND WATER DEPARTMENT,SODIUM,F,20
2005,TOWNSEND WATER DEPARTMENT,THM,F,1
2005,TREASURE VALLEY SCOUT RES OLD PWS,IRON,F,2
2005,TREASURE VALLEY SCOUT RES OLD PWS,MN,F,2
2005,TREASURE VALLEY SCOUT RES OLD PWS,NITRAT,F,3
2005,TRURO MOTOR INN,NITRAT,F,5
2005,TRURO MOTOR INN,NITRIT,F,2
2005,TRURO TOWN HALL,NITRAT,F,1
2005,TRURO TOWN HALL,NITRIT,F,1
2005,TULLY LAKE CAMPGROUND,INORG,F,1
2005,TULLY LAKE CAMPGROUND,NITRAT,F,3
2005,TULLY LAKE CAMPGROUND,NITRIT,F,1
2005,TURNERS FALLS WATER DEPT,HAA5,F,1
2005,TURNERS FALLS WATER DEPT,INORG,F,1
2005,TURNERS FALLS WATER DEPT,NITRAT,F,1
2005,TURNERS FALLS WATER DEPT,NITRIT,F,1
2005,TURNERS FALLS WATER DEPT,THM,F,1
2005,TWIN BROOK CAMPING AREA,NITRAT,F,2
2005,TWIN BROOK CAMPING AREA,NITRIT,F,2
2005,TWIN COACH / EDGEWAY MOBILE HOMES,INORG,F,2
2005,TWIN COACH / EDGEWAY MOBILE HOMES,NITRAT,F,2
2005,TWIN COACH / EDGEWAY MOBILE HOMES,SODIUM,F,1
2005,TWO COUSINS PASTA  GRILL,NITRAT,F,1
2005,TWO COUSINS PASTA  GRILL,VOC,F,1
2005,TYNGSBORO BUSINESS PARK LOT 1,NITRAT,F,1
2005,TYNGSBORO CAMPGROUND,NITRAT,F,2
2005,TYNGSBOROUGH COUNTRY CLUB,NITRAT,F,1
2005,TYNGSBOROUGH WATER DISTRICT,HAA5,F,12
2005,TYNGSBOROUGH WATER DISTRICT,PERCHL,F,3
2005,TYNGSBOROUGH WATER DISTRICT,THM,F,12
2005,U.S. ARMY DEVENS (SOUTH POST),IRON,F,2
2005,U.S. ARMY DEVENS (SOUTH POST),MN,F,1
2005,U.S. ARMY DEVENS (SOUTH POST),NITRAT,F,3
2005,U.S. ARMY DEVENS (SOUTH POST),NITRIT,F,3
2005,U.S. ARMY DEVENS (SOUTH POST),PERCHL,F,3
2005,U.S. ARMY DEVENS (SOUTH POST),SODIUM,F,3
2005,U.S. ARMY DEVENS (SOUTH POST),VOC,F,2
2005,U.S. ARMY HUDSON FAMILY HOUSING,HAA5,F,1
2005,U.S. ARMY HUDSON FAMILY HOUSING,THM,F,1
2005,UAHC EISNER CAMP INSTITUTE,NITRAT,F,2
2005,UAHC EISNER CAMP INSTITUTE,NITRIT,F,2
2005,UNIFIED 2 PACKAGING GROUP,NITRAT,F,1
2005,UNION MART,NITRAT,F,1
2005,UNITARIAN UNIVERSALIST AREA CHURCH,NITRAT,F,1
2005,UNITARIAN UNIVERSALIST AREA CHURCH,SODIUM,F,1
2005,UNITED CHURCH OF CHRIST/DAYCARE,INORG,F,14
2005,UNITED CHURCH OF CHRIST/DAYCARE,INORG,R,1
2005,UNITED CHURCH OF CHRIST/DAYCARE,NITRAT,F,4
2005,UNITED CHURCH OF CHRIST/DAYCARE,NITRAT,R,1
2005,UNITED METHODIST CHURCH,NITRAT,F,5
2005,UNITED METHODIST CHURCH,VOC,F,4
2005,UNIVERSAL ADEPT SWIM INSTITUTE,NITRAT,F,1
2005,UPHAM FARMS CONDOMINIUMS,IRON,F,10
2005,UPHAM FARMS CONDOMINIUMS,IRON,R,3
2005,UPHAM FARMS CONDOMINIUMS,MN,F,12
2005,UPHAM FARMS CONDOMINIUMS,MN,R,3
2005,UPHAM FARMS CONDOMINIUMS,NITRAT,F,4
2005,UPHAM FARMS CONDOMINIUMS,SECCON,F,8
2005,UPHAM FARMS CONDOMINIUMS,SODIUM,F,4
2005,UPPER CAPE REGIONAL WATER COOPERATIVE,NITRAT,F,3
2005,UPPER CAPE REGIONAL WATER COOPERATIVE,VOC,F,3
2005,UPTON DPW WATER/WASTEWATER DIVISION,HAA5,F,2
2005,UPTON DPW WATER/WASTEWATER DIVISION,NITRAT,F,2
2005,UPTON DPW WATER/WASTEWATER DIVISION,THM,F,2
2005,UPTON DPW WATER/WASTEWATER DIVISION,VOC,F,3
2005,"UXBRIDGE DPW,  WATER DIVISION",INORG,R,14
2005,"UXBRIDGE DPW,  WATER DIVISION",IRON,F,2
2005,"UXBRIDGE DPW,  WATER DIVISION",MN,F,2
2005,"UXBRIDGE DPW,  WATER DIVISION",NITRAT,F,2
2005,"UXBRIDGE DPW,  WATER DIVISION",NITRAT,R,4
2005,"UXBRIDGE DPW,  WATER DIVISION",NITRIT,R,4
2005,"UXBRIDGE DPW,  WATER DIVISION",PERCHL,R,1
2005,"UXBRIDGE DPW,  WATER DIVISION",RADIO,R,1
2005,"UXBRIDGE DPW,  WATER DIVISION",SECCON,R,8
2005,"UXBRIDGE DPW,  WATER DIVISION",SOC,R,45
2005,"UXBRIDGE DPW,  WATER DIVISION",SODIUM,R,4
2005,V F W POST 8502,NITRAT,F,4
2005,VACATION VILLAGE IN THE BERKSHIRES,NITRAT,F,1
2005,VACATION VILLAGE IN THE BERKSHIRES,NITRIT,F,1
2005,VACATION VILLAGE IN THE BERKSHIRES,SODIUM,F,1
2005,VAN RENSSELAERS,NITRAT,F,1
2005,VANTAGE AT HAMPDEN,INORG,F,14
2005,VANTAGE AT HAMPDEN,NITRAT,F,1
2005,VANTAGE AT HAMPDEN,NITRIT,F,1
2005,"VERIZON BUSINESS NETWORK SERVICES, INC.",INORG,F,14
2005,"VERIZON BUSINESS NETWORK SERVICES, INC.",NITRAT,F,1
2005,VFW POST #9397,NITRAT,F,1
2005,VIANT AS AND O HOLDING LLC,INORG,F,1
2005,VIANT AS AND O HOLDING LLC,NITRAT,F,1
2005,VIANT AS AND O HOLDING LLC,SODIUM,F,1
2005,VIEW DRIVE WATER ASSOCIATION,INORG,F,2
