Town,MINORPCT,LOWINCPCT,LINGISOPCT
FLORIDA,0.0793871866295,0.24791086351,0.00606060606061
FOXBOROUGH,0.09406715768715142,0.13936777280718074,0.0036414181630877143
FRAMINGHAM,0.33745013699011905,0.2763627225203706,0.12124363557291294
FRANKLIN,0.08866212459133027,0.08609162359264261,0.007574622518712494
FREETOWN,0.057395947093771216,0.195326956043133,0.02308994179820561
GARDNER,0.14542499753759588,0.4004352084424967,0.01846133986337757
GEORGETOWN,0.0385025470915702,0.07866366544250063,0.0
GILL,0.13632781717889242,0.27845580409313947,0.007815823381801678
GLOUCESTER,0.05715208266062931,0.26579469956993107,0.026152902021366525
GOSHEN,0.0334212840809,0.0949868073879,0.0
GOSNOLD,0.0,0.253333333333,0.0
GRAFTON,0.16921894725285394,0.13607852766033582,0.010372271240054926
GRANBY,0.0588421385636435,0.1433177340690409,0.0
GRANVILLE,0.0303951367781,0.161448741559,0.0
GREAT BARRINGTON,0.20430107526860714,0.2434479914404801,0.04140780380136399
GREENFIELD,0.11630695443653542,0.35580421732515816,0.01947220537950669
GROTON,0.08219424460432799,0.068498384965561,0.0103505980771683
GROVELAND,0.049503460728270623,0.09840505567256813,0.013658080791209283
HADLEY,0.1471868200185466,0.27244845083845476,0.03796365440973912
HALIFAX,0.05700156168656735,0.2452764938867647,0.011115083272522775
HAMILTON,0.11528017773387851,0.12926693632410338,0.023092570745330474
HAMPDEN,0.021239621548545164,0.13325689692114231,0.00729197178507874
HANCOCK,0.0316804407713,0.0853994490358,0.0
HANOVER,0.04048924504429341,0.14274470062639283,0.0029069659324093915
HANSON,0.07269571924413042,0.13871306636743838,0.006121131131215195
HARDWICK,0.06864378540485078,0.3356590737499557,0.0
HARVARD,0.20816202223252198,0.1390965576600253,0.004838538684982153
HARWICH,0.06722964663445356,0.18697483817252403,0.008717581822103896
HATFIELD,0.05762814680009784,0.18653321201084017,0.004470393960829603
HAVERHILL,0.24082217819224472,0.2936102214260672,0.03639997433094173
HAWLEY,0.0605128205128,0.249227600412,0.00251256281407
HEATH,0.0495726495726,0.352736750652,0.00634249471459
HINGHAM,0.052214841859845665,0.11632886139035126,0.0
HINSDALE,0.02436693741041132,0.1165790731008089,0.012021770007574772
HOLBROOK,0.21093394077432717,0.18993537414453007,0.02154055650867885
HOLDEN,0.06863125242344656,0.09104755328063477,0.01140385100809984
HOLLAND,0.04883907125704188,0.18574606749575423,0.003949066726691001
HOLLISTON,0.10227512854825944,0.11636315081092216,0.01173142721657343
HOLYOKE,0.5657875167319877,0.504157160478482,0.13337235621348426
HOPEDALE,0.07303938067984497,0.07200824831611104,0.04518602136778034
HOPKINTON,0.087032967033022,0.06278004853355627,0.00957006668754061
HUBBARDSTON,0.044479213232004766,0.1951274027715154,0.0
HUDSON,0.11197836955409894,0.15889435484859513,0.05180385210761105
HULL,0.06958535509490658,0.18284075871182756,0.006485301798312108
HUNTINGTON,0.0783132530120482,0.2121254364955813,0.0
IPSWICH,0.03954802259884318,0.17014941713388243,0.01796072372017679
KINGSTON,0.06490199104799034,0.17532651919107453,0.004353606286572487
LAKEVILLE,0.0409656796769876,0.11708368450935532,0.0029765607647582746
LANCASTER,0.16351888667982725,0.11268161686082613,0.025419242201911458
LANESBOROUGH,0.04162537165507417,0.20799879415725633,0.0
LAWRENCE,0.8298817318918096,0.5682260141709552,0.26284948994729357
LEE,0.04950663490983817,0.18216267996782468,0.024599700999474172
LEICESTER,0.08954027084825814,0.2067014477763122,0.037645233482272486
LENOX,0.08257063270998327,0.26971306091930825,0.01074674625604592
LEOMINSTER,0.2460899553137037,0.2823761679225669,0.0507586746078119
LEVERETT,0.0747616658304,0.148390342052,0.00364077669903
LEXINGTON,0.29532110091739916,0.08783425526425642,0.035264166192283265
LEYDEN,0.0656455142232,0.248079034029,0.0132850241546
LINCOLN,0.21650618982114525,0.10364535852000996,0.031059542080877446
LITTLETON,0.09167646116030465,0.14752831642136519,0.011787704324937226
LONGMEADOW,0.12628330289093262,0.10262064527510213,0.028828263587350765
LOWELL,0.504732553567059,0.41775181969717085,0.13598389722216517
LUDLOW,0.09391980513396345,0.1847204002801882,0.062464731454994246
LUNENBURG,0.0938435034908147,0.16191675565181485,0.016332432986386574
LYNN,0.5874889478337973,0.4016440798295042,0.1406990189456658
LYNNFIELD,0.0910350448247899,0.0687498594317182,0.019073585483226983
MALDEN,0.530456015310524,0.35155340242363964,0.15083921455776758
MANCHESTER,0.028376844494875833,0.1458275775217468,0.006615289642934714
MANSFIELD,0.12809811770713372,0.11309147622112602,0.015644864705542168
MARBLEHEAD,0.06144850225690369,0.10845203423603945,0.01603097679135212
MARION,0.08724659994857718,0.09940312066171288,0.0
MARLBOROUGH,0.2724920735574221,0.22305598458119644,0.10134272080680062
MARSHFIELD,0.05585306984462956,0.14118331774498627,0.013695743342322783
MASHPEE,0.15152937495110483,0.2032645600296494,0.0056508402679666435
MATTAPOISETT,0.038879971464240375,0.147137506688068,0.0052681400996040665
MAYNARD,0.1394970838510907,0.16774557609642843,0.0020185315122158523
MEDFIELD,0.08788809831816385,0.10358803935542037,0.004949251104657503
MEDFORD,0.2556356762811526,0.2243418953025156,0.06407178517579189
MEDWAY,0.0912847195653682,0.071354297385129,0.004234125181409427
MELROSE,0.11209855135293918,0.11353928298497265,0.03243929606717525
MENDON,0.06399461098014875,0.07848684266103795,0.004822076366016402
MERRIMAC,0.021966368732016815,0.19913856970615254,0.0
METHUEN,0.2969531137490039,0.23958972870095235,0.06284661107628206
MIDDLEBOROUGH,0.06200438670493762,0.16371709339180732,0.00768868323467688
MIDDLEFIELD,0.049943246311,0.210888252149,0.0
MIDDLETON,0.18376430690987666,0.10658103268601651,0.0029341520248802036
MILFORD,0.18897554434140382,0.24122018616779237,0.058274835495567376
MILLBURY,0.08513180494347304,0.1691033900188805,0.02014513811447249
MILLIS,0.08359210036007783,0.12314572922781974,0.005037602062456167
MILLVILLE,0.07450124688299457,0.19520820602973724,0.004149315705950165
MILTON,0.2761235029117917,0.11182950993626783,0.01174659053779287
MONSON,0.03821875358661117,0.19266652202183482,0.002265287700841501
MONTAGUE,0.11260053619298774,0.3255127167598174,0.008612853221700403
MONTEREY,0.0550458715596,0.177623990773,0.0
MONTGOMERY,0.0260047281324,0.100472813239,0.00911854103343
MOUNT WASHINGTON,0.0784929356358,0.179748822606,0.00794912559618
NAHANT,0.07449450159618944,0.14855905940901648,0.0
NANTUCKET,0.24849903327572934,0.20617709027881417,0.03775296168298553
NATICK,0.17055485498113254,0.11474821151098902,0.025500092380413276
NEEDHAM,0.14715438984360585,0.06948318646282865,0.028114918711022407
NEW ASHFORD,0.0456140350877,0.13829787234,0.0204081632653
NEW BEDFORD,0.33694425637555697,0.45808518264026116,0.1296122161279442
NEW BRAINTREE,0.0264783759929,0.144265232975,0.0
NEW MARLBOROUGH,0.05131667792032762,0.20211515863698515,0.0
NEW SALEM,0.0165853658537,0.215609756098,0.0
NEWBURY,0.03997665596733469,0.10186079647511166,0.0053372040532769175
NEWBURYPORT,0.07024688215828083,0.15276757404695582,0.0022248849665779335
NEWTON,0.2613972055888273,0.1360914777967027,0.04602300315407096
NORFOLK,0.14039451114914703,0.0910744345606692,0.0
NORTH ADAMS,0.08425588825319265,0.3917790735549456,0.020356370141629866
NORTH ANDOVER,0.14755218475616225,0.10470563363786788,0.014224580207042618
NORTH ATTLEBOROUGH,0.10619131760382432,0.16163732895348418,0.0136060093981375
NORTH BROOKFIELD,0.025919024224940763,0.21948154928466865,0.0036339366118249192
NORTH READING,0.1136658872434662,0.08706905555945087,0.0075531303148608855
NORTHAMPTON,0.1924690581078599,0.306753475626313,0.026575812496662972
NORTHBOROUGH,0.15768867287705668,0.10012168384181402,0.011392517222130005
NORTHBRIDGE,0.08919056077144756,0.19700697343042295,0.006390714080589977
NORTHFIELD,0.04765056254134256,0.1511700735091139,0.004952859862295162
NORTON,0.05639913232100695,0.13267683040960995,0.01048658271563465
NORWELL,0.04162812210915556,0.07988702923358042,0.0024416061224053244
NORWOOD,0.18182445963682659,0.168272243694996,0.035397819739870946
OAK BLUFFS,0.054690877648086195,0.17806225680918136,0.015368329732102465
OAKHAM,0.0316139767055,0.17027176927300003,0.0
ORANGE,0.03857069143445959,0.4581417983791304,0.0032164615779490713
ORLEANS,0.03140467656596839,0.17110142978081755,0.004707493294022239
OTIS,0.055771725032410756,0.25616083009062646,0.0
OXFORD,0.09900846782959181,0.2077204140246857,0.007478058701952848
PALMER,0.041009204470815935,0.3049703019934258,0.0
PAXTON,0.15411522633722058,0.09115226337447928,0.0
PEABODY,0.14337846922110117,0.22891872221353707,0.0454845387324325
PELHAM,0.126139817629,0.12213740458000001,0.00559701492537
PEMBROKE,0.06515126375761934,0.16222303725116363,0.00373414690925149
PEPPERELL,0.0680163975571823,0.13764738057796322,0.005932442059334042
PERU,0.0447247706422,0.202981651376,0.0
PETERSHAM,0.0430663221361,0.199115044248,0.00612244897959
PHILLIPSTON,0.08261120739460001,0.192952050838,0.00510204081633
PITTSFIELD,0.14836315621733212,0.3602323611393059,0.024330146536070022
PLAINFIELD,0.0810810810811,0.236886632826,0.00398406374502
PLAINVILLE,0.06628506010304927,0.11173440183166895,0.0
PLYMOUTH,0.08639492753624271,0.17090355397132007,0.013283844810957401
PLYMPTON,0.03242677824268624,0.1175034867507228,0.0
PRINCETON,0.09288194444423947,0.15596064814821758,0.0
PROVINCETOWN,0.14348413234287158,0.41087103308558703,0.008689876327069515
QUINCY,0.37648937341699096,0.2614393724836792,0.10893299214176383
RANDOLPH,0.6334221317608763,0.2787255098831837,0.07674515441390892
RAYNHAM,0.14360294117644354,0.17473350297370266,0.011036763714005523
READING,0.10395551524236249,0.09283322604513619,0.004540050823128265
REHOBOTH,0.03084072665822138,0.13424018033971846,0.007960331754613097
REVERE,0.40208209399162487,0.3590081146060545,0.13557024232552212
RICHMOND,0.04739652870491482,0.12216288384504541,0.0
ROCHESTER,0.1017641597028862,0.11903435468894104,0.009293341291967317
ROCKLAND,0.08265866500594707,0.20905956391660135,0.01788888593416321
ROCKPORT,0.03445366333847955,0.21834618218161328,0.0
ROWE,0.030357142857099995,0.332735426009,0.0
ROWLEY,0.02762703502715241,0.11011349241929701,0.0
ROYALSTON,0.0376506024096,0.331288343558,0.00591715976331
RUSSELL,0.10634208840499998,0.19666880205,0.0
RUTLAND,0.049302549302575834,0.08811741880180557,0.0
SALEM,0.26641544751499097,0.3102634923693206,0.04822687186727816
SALISBURY,0.05304428044280831,0.238728832079454,0.0030904894646797275
SANDISFIELD,0.06220657277,0.23964868256,0.0056657223796
SANDWICH,0.037807551766142984,0.15622487210359362,0.00262109031188515
SAUGUS,0.11560463432301356,0.16608761229842367,0.016474935626386834
SAVOY,0.100502512563,0.256637168142,0.0
SCITUATE,0.04642058165541416,0.09774289895509508,0.0
SEEKONK,0.059981908009208024,0.1494676779624897,0.01964232267255577
SHARON,0.23145318143921254,0.08423545305491907,0.03422184396665996
SHEFFIELD,0.021118012422347992,0.26521739130411026,0.0
SHELBURNE,0.026503567788002752,0.20965189427880734,0.005800798123994496
SHERBORN,0.0713780918727745,0.04334511189635053,0.0099799245875641
SHIRLEY,0.340505648197621,0.23074432044648926,0.0052945143724069926
SHREWSBURY,0.25624449823947915,0.12967439415097828,0.07113637443066809
SHUTESBURY,0.0765186915888,0.200351493849,0.00403768506057
SOMERSET,0.03757790541365983,0.17169964400888615,0.024018592631898837
SOMERVILLE,0.303937909536284,0.28034654648062723,0.07433751122514257
SOUTH HADLEY,0.13871530709907035,0.21304356263258412,0.003108942978965062
SOUTHAMPTON,0.03869146462967812,0.2005027803507423,0.007123165978320956
SOUTHBOROUGH,0.16328590170542429,0.0742647790472061,0.012445833180293632
SOUTHBRIDGE,0.37436019521487557,0.4196267359906981,0.09340892929946076
SOUTHWICK,0.04253112033200818,0.13572683500730795,0.0
SPENCER,0.07848466830872652,0.2574699353084158,0.013745182110386266
SPRINGFIELD,0.6583824303169672,0.5497510295696254,0.12357623374015782
STERLING,0.07117527862209462,0.18122061436495168,0.0
STOCKBRIDGE,0.10378273520845777,0.3192243958503652,0.0
STONEHAM,0.09102611254137141,0.1355404195661463,0.03294803389552126
STOUGHTON,0.2225186766275521,0.16236880053476213,0.04439049926328029
STOW,0.0835130084806779,0.10119304297828036,0.0
STURBRIDGE,0.05615711252650709,0.12213823665396156,0.023119739648818596
SUDBURY,0.13404359406419905,0.054136804724903044,0.012450928474617583
SUNDERLAND,0.1994565217392831,0.4637091084865565,0.02838761552664169
SUTTON,0.045930533955415145,0.08792120269557005,0.0
SWAMPSCOTT,0.0830721003134874,0.11483064324272726,0.02613175445554716
SWANSEA,0.023541072977335042,0.170403906389204,0.030217161824568232
TAUNTON,0.16047693510561487,0.3010917592021788,0.051771908553137805
TEMPLETON,0.006034482758619974,0.1982902659311692,0.0
TEWKSBURY,0.07185787813376927,0.12507822372409863,0.006761299287992909
TISBURY,0.1006165228114035,0.39325578301378156,0.06854416993268528
TOLLAND,0.0804195804196,0.132867132867,0.0
TOPSFIELD,0.04765637247216153,0.102040093586113,0.0
TOWNSEND,0.04858866623573156,0.13784191518361666,0.004621717886779379
TRURO,0.035279805352798475,0.2469586374694651,0.0
TYNGSBOROUGH,0.09109765203690155,0.08605184930436789,0.0046324645430545095
TYRINGHAM,0.015267175572500001,0.139175257732,0.0
UPTON,0.09278081834774526,0.10483206417319464,0.0
UXBRIDGE,0.0720694434312005,0.15811527516416446,0.013313795201752118
WAKEFIELD,0.08666896050766788,0.1315396261057463,0.025067606439698978
WALES,0.0278361344538,0.338769068911,0.014175257731999999
WALPOLE,0.11247781900305126,0.09732746098113229,0.010439172606918339
WALTHAM,0.3306319869310386,0.21993643563650042,0.05856297936974691
WARE,0.054943945056042345,0.3011303821708317,0.007589271678754329
WAREHAM,0.14423076923080547,0.2722389727074837,0.010939079253054478
WARREN,0.011233778810759605,0.3767189618438001,0.0
WARWICK,0.0363269424823,0.241902834008,0.0
WASHINGTON,0.0324324324324,0.137432188065,0.0
WATERTOWN,0.2396401799100961,0.19046746460226407,0.04419158694383215
WAYLAND,0.16162894580110687,0.08817807244623616,0.019731707354709603
WEBSTER,0.18036488976048845,0.33893422051005023,0.04264197010311014
WELLESLEY,0.20858768035509734,0.08233568389517851,0.014577278577230486
WELLFLEET,0.04406561595366343,0.4405429242332204,0.0
WENDELL,0.0660592255125,0.375854214123,0.0308483290488
WENHAM,0.06814611154743433,0.16386866065511352,0.0
WEST BOYLSTON,0.16581567526153976,0.1594864228215637,0.006472134631433751
WEST BRIDGEWATER,0.11015981735155958,0.16204826997518373,0.0
WEST BROOKFIELD,0.05410447761192021,0.1707432353696274,0.0
WEST NEWBURY,0.04811384684889231,0.08974289831536435,0.0
WEST SPRINGFIELD,0.20531063829791815,0.30970558937057224,0.05005001681117759
WEST STOCKBRIDGE,0.11799163179939916,0.16339968724892234,0.0
WEST TISBURY,0.030031201248028976,0.30985172117158577,0.0
WESTBOROUGH,0.30267046370431056,0.10864770313257704,0.031096920672563498
WESTFIELD,0.14621504339439273,0.2742485800399311,0.017837789830662316
WESTFORD,0.1869404269973076,0.0756434474326832,0.025064208569663876
WESTHAMPTON,0.0613781123335,0.0733410942957,0.0
WESTMINSTER,0.05057998381440978,0.09209916577232048,0.0060816335000203935
WESTON,0.20168776371298477,0.049339019438753254,0.030258230647653265
WESTPORT,0.0194817597249671,0.11928795977669916,0.03781743152660934
WESTWOOD,0.10527361865649158,0.0522634487742673,0.01925889302325194
WEYMOUTH,0.15228154443010156,0.20456546904493317,0.02123693336423262
WHATELY,0.0431344356578,0.106628242075,0.0219966159052
WHITMAN,0.04750254841993299,0.18520869241369392,0.002995916954106544
WILBRAHAM,0.09034267912786738,0.11488742778873892,0.0028516363915141157
WILLIAMSBURG,0.03538023586823176,0.2440016266772184,0.004195084256998007
WILLIAMSTOWN,0.18869165022998213,0.2132604358205778,0.027313135058475057
WILMINGTON,0.09640897109030043,0.11097306573722776,0.021558109396399787
WINCHENDON,0.06260671599317617,0.20470694297368217,0.003980953625001707
WINCHESTER,0.16693091732724552,0.06692000981154415,0.024737932688985397
WINDSOR,0.0386740331492,0.120708748616,0.0
WINTHROP,0.12711330162191023,0.2291768877431711,0.0319473620705388
WOBURN,0.17003375613744,0.18532596701013299,0.035234826183285856
WORCESTER,0.42063015999389064,0.4149788603914276,0.12555297604390522
WRENTHAM,0.0257818729511725,0.1167355627525026,0.004038116231837441
YARMOUTH,0.08317857914055235,0.19419205272860168,0.022447219291987026
[UNKNOWN],0.18344948986924614,0.2757358822292585,0.06247682368779903
