,cso_id,latitude,longitude,DischargeVolume,Year,permiteeClass,permiteeName,permiteeId,municipality,location,waterBody,waterBodyDescription,DischargeCount,GEOID
140,MWR203,42.368951,-71.060903,762.81,2025.0,CSO,MASSACHUSETTS WATER RESOURCES AUTHORITY,MA0103284,BOSTON,JUST NORTH OF LOCKS AT CHARLSTOWN BRIDGE,CHARLES RIVER,,40,250250404012
141,MWR205,42.394053,-71.076057,272.514,2024.0,CSO,MASSACHUSETTS WATER RESOURCES AUTHORITY,MA0103284,SOMERVILLE,EAST BNK MYSTIC 150 FT SW OF MDC LOCKS,MYSTIC RIVER,,94,250250406001
142,NEW003,41.612429,-70.930385,208.48704,2025.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,COVE RD & PADNARAM AVE,CLARK COVE,,275,250056524002
143,NEW004,41.613812,-70.926942,71.60323,2024.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,HURRICAN BARRIER CLARK'S COVE PUMP STATION,CLARK COVE,,13,250056524002
144,NEW005,41.608492,-70.91796,23.260104,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,DUDLEY & RFB,CLARK COVE,,51,250056527003
145,NEW006,41.604404,-70.915293,31.717625,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,LUCAS STREET & RFB,CLARK COVE,,60,250056528002
146,NEW007,41.603299,-70.914625,1.352692,2022.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,CAPITAL AND ROD. FRENCH BLVD,CLARK COVE,,14,250056528002
147,NEW008,41.602802,-70.914132,15.782664,2024.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,CALUMET ST & RFB,CLARK COVE,,32,250056528002
148,NEW009,41.602145,-70.913986,0.23084,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,AQUIDNECK ST & RFB,CLARK COVE,,1,250056528002
149,NEW010,41.601723,-70.913358,4.235915,2025.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,BELLEVUE ST & RFB,CLARK COVE,,21,250056528002
150,NEW012,41.603042,-70.901855,28.20287,2022.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,RICKETSON ST,OUTER NEW BEDFORD HARBOR,,13,250056528001
151,NEW013,41.604264,-70.902139,4.16451,2022.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,AQUIDNECK & RFB,OUTER NEW BEDFORD HARBOR,,15,250056528001
152,NEW016,41.611188,-70.905967,2.308595,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,FREDERICK ST & RFB,OUTER NEW BEDFORD HARBOR,,30,250056527003
153,NEW017,41.613775,-70.907992,248.737344,2025.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,DAVID ST & RFB,OUTER NEW BEDFORD HARBOR,,92,250056527002
154,NEW018,41.617294,-70.912893,117.121005,2022.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,COVE ST AND E. RODNEY FRENCH BLVD,OUTER NEW BEDFORD HARBOR,,135,250056526002
155,NEW022,41.658549,-70.919419,11.58294,2022.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,SAWYER ST AT ACUSHNET R,ACUSHNET RIVER,,31,250056512001
156,NEW023,41.663142,-70.91809,689.268336,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,COFFIN AVE,ACUSHNET RIVER,,252,250056507001
157,NEW026,41.679736,-70.917702,0.12512,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,TRURO ST AT ACUSHNET R,ACUSHNET RIVER,,2,250056503002
158,NEW027,41.683591,-70.919311,39.636973,2025.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,MILL RD AT ACUSHNET RIVER,ACUSHNET RIVER,,125,250056542001
159,NEW030,41.625805,-70.91496,0.01692,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,SOUTH ST AT BUZZARDS BAY,INNER NEW BEDFORD HARBOR,,1,250056519001
160,NEW031,41.628437,-70.915485,142.574419,2025.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,CONWAY ST AT BUZZARDS BAY,INNER NEW BEDFORD HARBOR,,165,250056519001
161,NEW035,41.64139,-70.921532,51.937481,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,MAXFIELD ST AT BUZZARDS BAY,INNER NEW BEDFORD HARBOR,,185,250056513001
162,NEW036,41.644874,-70.921181,16.939334,2023.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,HERVEY TICHON AVE AT BUSSARDS BAY,INNER NEW BEDFORD HARBOR,,58,250056513001
163,NEW041,41.66914,-70.919041,5.77926,2022.0,CSO,CITY OF NEW BEDFORD,MA0100781,NEW BEDFORD,BELLEVILLE RD AT ACUSHNET R,ACUSHNET RIVER,,6,250056504001
164,SOM001A,42.402432,-71.135119,12.033039,2023.0,CSO,CITY OF SOMERVILLE,MA0101982,CAMBRIDGE,100 FT BEYOND END OF MATIGNON RD,ALEWIFE BROOK,,23,250173567011
165,SOM007A/MWR205A,42.398244,-71.083419,68.97,2023.0,CSO,CITY OF SOMERVILLE,MA0101982,SOMERVILLE,SOUTH BANK OF MYSTIC RIVER AT INT OF ASSEMBLY SQ DR & 28,MYSTIC RIVER,,27,250173398022
166,SPR007,42.118805,-72.619811,1.697,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ROWLAND ST.,CONNECTICUT R.,,11,250138007002
167,SPR008,42.112202,-72.615681,24.626,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,WASHBURN ST.,CONNECTICUT R.,,29,250138007002
168,SPR010,42.104667,-72.602303,274.7567,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,CLINTON ST.,CONNECTICUT R.,,142,250138011011
169,SPR011,42.103524,-72.599213,1.260308,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,LIBERTY ST.,CONNECTICUT R.,,12,250138011011
170,SPR012,42.101555,-72.59553,254.296991,2024.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,WORTHINGTON ST.,CONNECTICUT R.,,158,250138011011
171,SPR013,42.101052,-72.594663,140.780269,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,BRIDGE ST.,CONNECTICUT R.,,85,250138011011
172,SPR014,42.09855,-72.591459,62.2528,2022.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ELM ST.,CONNECTICUT R.,,131,250138011011
173,SPR015A,42.095739,-72.588322,33.265883,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,UNION ST.,CONNECTICUT R.,,45,250138020001
174,SPR015B,42.095739,-72.588322,1.833,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,UNION ST.,CONNECTICUT R.,,29,250138020001
175,SPR016,42.090259,-72.583882,163.232586,2025.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,YORK ST.,CONNECTICUT R.,,69,250138020001
176,SPR017,42.090034,-72.577037,1.339,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FORT PLEASANT (BLAKE HILL),MILL R.,,29,250138019011
177,SPR018,42.07809,-72.580906,2.816,2024.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,LONGHILL ST.,CONNECTICUT R.,,41,250138132092
178,SPR019,42.093505,-72.569717,68.141767,2024.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,"MILL, ORANGE & LOCUST STS.",MILL R.,,15,250138019012
179,SPR024,42.09662,-72.564081,0.232,2022.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,RIFLE & CENTRAL STS.,MILL R.,,6,250138022001
180,SPR025,42.096651,-72.563944,7.047,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ALLEN & OAKLAND STS.,MILL R.,,51,250138022001
181,SPR034,42.160362,-72.509734,3.184,2025.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,MAIN ST.,CHICOPEE R.,,46,250138001022
182,SPR035,42.161132,-72.502142,5.798,2025.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FRONT & OAK ST.,CHICOPEE R.,,30,250138001022
183,SPR036A,42.160924,-72.501326,8.007,2024.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,PINEVALE & WATER ST,CHICOPEE R.,,28,250138001022
184,SPR037,42.160539,-72.498451,2.632,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,CEDAR ST.,CHICOPEE R.,,17,250138001022
185,SPR042,42.088092,-72.58656,368.171326,2025.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,SPRINGFIELD WWTP BYPASS AT BONDI'S ISLAND,CONNECTICUT RIVER,,85,250138132091
186,SPR045,42.090257,-72.576907,16.859166,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,FORT PLEASANT AVE.,MILL R.,,56,250138019011
187,SPR046,42.090257,-72.576907,8.840495,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,BELMONT ST.,MILL R.,,76,250138019011
188,SPR048,42.097029,-72.563933,13.539,2025.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,ALLEN & RIFLE STS.,MILL R.,,48,250138019012
189,SPR049,42.118844,-72.619764,11.304,2023.0,CSO,SPRINGFIELD WATER & SEWER COMMISSION,MA0101613,SPRINGFIELD,SPRINGFIELD ST.,CONNECTICUT R.,,98,250138007002
190,T01,42.38422222,-70.80375,3601.001,2025.0,CSO,MASSACHUSETTS WATER RESOURCES AUTHORITY,MA0103284,MASSACHUSETTS BAY,Other,MASSACHUSETTS BAY,,62,250235001011
191,TAU004,41.880543,-71.092342,33.039,2024.0,CSO,CITY OF TAUNTON,MA0100897,TAUNTON,WEST WATER STREET,TAUNTON RIVER,,10,250056139022
192,WOR001,42.246637,-71.801997,563.320881,2024.0,CSO,CITY OF WORCESTER,MA0102997,WORCESTER,QUINSIGAMOND AVENUE,MILL BROOK TO BLACKSTONE RIVER,,76,250277325001
