Id,Town,Program,FacilityId,FacilityName,InspectionType,InspectionDate
1872435,MIDDLEBOROUGH,REGULATED ACTIVITY(S),401188,MIDDLEBORO RECYCLING,ReInspection,2004-10-06
1872453,NEW BEDFORD,REGULATED ACTIVITY(S),266107,BRISTOL HOUSE OF CORRECTION,Unannounced Single-Media Inspection,2005-01-23
1872483,WORCESTER,REGULATED ACTIVITY(S),327595,MA DEP DIV  WATERSHED MGMT,Limited Inspect for Compliance Indicators/Field Presence,2006-03-13
1872568,MERRIMAC,REGULATED ACTIVITY(S),424082,MERRIMAC HIGHWAY DEPARTMENT,Unannounced Multimedia Inspection,2006-02-06
1872830,SALISBURY,WATER SUPPLY/DRINKING WATER,6160,SALISBURY WATER DIVISION,OTHER,2006-03-15
1872838,BRIMFIELD,WATER SUPPLY/DRINKING WATER,6931,VILLAGE GREEN CAMPGROUND,SANITARY SURVEY,2006-02-15
1872958,NEWTON,REGULATED ACTIVITY(S),386173,AUTOBODY SOLVENT RECOVERY CORP,Unannounced Multimedia Inspection,2006-03-14
1873004,WOBURN,REGULATED ACTIVITY(S),154667,YEUELL NAMEPLATE & LABEL,Unannounced Multimedia Inspection,2006-03-08
1873006,BILLERICA,REGULATED ACTIVITY(S),337770,JABIL CIRCUIT INC,Unannounced Multimedia Inspection,2006-03-07
1873010,NEEDHAM,REGULATED ACTIVITY(S),422952,MASTER FINISHING AND RESTORATION,Unannounced Multimedia Inspection,2006-03-15
1873033,SUTTON,REGULATED ACTIVITY(S),424267,MANCHAUG MILLS,Assess Reporting Problems or Inclusion to Regulated Universe,2006-03-03
1873038,SUTTON,REGULATED ACTIVITY(S),424268,VIPER INC,Assess Reporting Problems or Inclusion to Regulated Universe,2006-03-03
1873040,METHUEN,REGULATED ACTIVITY(S),205538,SHEEHANS SERVICE STATION,ReInspection,2006-03-13
1873047,NEEDHAM,REGULATED ACTIVITY(S),422952,MASTER FINISHING AND RESTORATION,Inspect Permitted Construction/Site Prior to Permit Decision,2006-03-15
1873199,NEW BEDFORD,REGULATED ACTIVITY(S),171206,NEW BEDFORD DPW GARAGE,Unannounced Multimedia Inspection,2006-03-03
1873252,AYER,WATER SUPPLY/DRINKING WATER,5956,AYER DPW  WATER DIVISION,COMPREHENSIVE COMPLIANCE EVALUATION,2006-03-14
1873253,HOPKINTON,WATER SUPPLY/DRINKING WATER,6002,HOPKINTON WATER DEPARTMENT,COMPREHENSIVE COMPLIANCE EVALUATION,2006-03-16
1873293,MEDWAY,REGULATED ACTIVITY(S),311296,CONSTELLATION WEST MEDWAY LLC & WEST MED,Unannounced Multimedia Inspection,2006-03-16
1873356,HANSON,REGULATED ACTIVITY(S),133998,WEBSTER PRINTING CO,Unannounced Multimedia Inspection,2006-03-10
1873450,LOWELL,REGULATED ACTIVITY(S),286506,BOOTT COTTON MILLS MUSEUM-LOWELL NATIONA,Unannounced Single-Media Inspection,2006-03-10
1873453,SAUGUS,REGULATED ACTIVITY(S),172914,WHEELABRATOR SAUGUS INC,Unannounced Multimedia Inspection,2006-03-14
1873458,CHARLTON,REGULATED ACTIVITY(S),131399,AMERICAN RECLAMATION CORP,Unnnounced Ins Unpermitted Discharges Emissions/Activities,2006-03-16
1873472,SPENCER,REGULATED ACTIVITY(S),419378,CRC LINE INC,Unannounced Multimedia Inspection,2006-03-08
1873503,BRIMFIELD,WATER SUPPLY/DRINKING WATER,5826,BRIMFIELD HOUSING AUTHORITY,SANITARY SURVEY,2006-03-01
1873505,LEE,WATER SUPPLY/DRINKING WATER,5872,310 RESERVOIR RD,BWR/BRP Reinspection,2006-02-24
1873507,HUNTINGTON,WATER SUPPLY/DRINKING WATER,5869,HUNTINGTON WATER DEPT,SANITARY SURVEY,2006-01-30
1873521,BOXBOROUGH,WATER SUPPLY/DRINKING WATER,6317,BOXBOROUGH EXECUTIVE OFFICE CENTER,SANITARY SURVEY,2006-02-21
1873602,SOMERVILLE,REGULATED ACTIVITY(S),154589,RAFI INVESTMENTS SOMERVILLE LLC,Unannounced Multimedia Inspection,2006-03-08
1873658,FITCHBURG,REGULATED ACTIVITY(S),130835,SIMONDS SAW,Unannounced Single-Media Inspection,2006-03-16
1873712,BOSTON,REGULATED ACTIVITY(S),345608,PLEASANT AUTO CARE,Unannounced Multimedia Inspection,2006-03-09
1873715,BOSTON,REGULATED ACTIVITY(S),333651,IRA COLLISION CENTER SOUTH,Unannounced Multimedia Inspection,2006-03-09
1873717,METHUEN,REGULATED ACTIVITY(S),315986,AULSON COMPANY,Unannounced Multimedia Inspection,2006-03-10
1873726,WORCESTER,REGULATED ACTIVITY(S),130510,SAINT GOBAIN ABRASIVES INC,Limited Inspect for Compliance Indicators/Field Presence,2006-03-07
1873729,WORCESTER,REGULATED ACTIVITY(S),130510,SAINT GOBAIN ABRASIVES INC,Limited Inspect for Compliance Indicators/Field Presence,2006-03-08
1873731,SHREWSBURY,REGULATED ACTIVITY(S),170204,WORCESTER SAND & STONE,Inspect Permitted Construction/Site Prior to Permit Decision,2006-03-16
1873812,LAWRENCE,REGULATED ACTIVITY(S),424382,TRANSERVE INC,Limited Inspect for Compliance Indicators/Field Presence,2006-03-07
1873834,CHARLTON,WATER SUPPLY/DRINKING WATER,7232,HERITAGE SCHOOL,COMPREHENSIVE COMPLIANCE EVALUATION,2006-02-17
1873835,CHARLTON,WATER SUPPLY/DRINKING WATER,321994,CHARLTON MIDDLE SCHOOL,COMPREHENSIVE COMPLIANCE EVALUATION,2006-02-17
1873837,GROTON,WATER SUPPLY/DRINKING WATER,387670,STILL MEADOW VILLAGE CONDOMINIUMS,COMPREHENSIVE COMPLIANCE EVALUATION,2006-02-28
1873844,BRIDGEWATER,WATER SUPPLY/DRINKING WATER,6204,BRIDGEWATER WATER DEPARTMENT,PERMIT (QUALIFICATION/REVIEW/COMPLIANCE),2006-03-16
1873845,TAUNTON,REGULATED ACTIVITY(S),130295,MORTON HOSPITAL,Unannounced Multimedia Inspection,2006-03-20
1873878,TOPSFIELD,REGULATED ACTIVITY(S),333332,US ARMY,BWR/BRP Unannounced Inspection Related Activity,2006-03-14
1873978,MENDON,REGULATED ACTIVITY(S),424442,T&T TRAILERS,Unannounced Single-Media Inspection,2006-03-16
1874021,AYER,REGULATED ACTIVITY(S),424009,OREILLY AUTO ENTERPRISES LLC,Assess Reporting Problems or Inclusion to Regulated Universe,2006-03-20
1874039,LEE,REGULATED ACTIVITY(S),392289,ONYX SPECIALTY PAPERS INC WILLOW MILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-14
1874062,AYER,REGULATED ACTIVITY(S),335109,RYERSON THYPIN,Limited Inspect for Compliance Indicators/Field Presence,2006-03-20
1874077,AYER,REGULATED ACTIVITY(S),316754,SONOCO PRODUCTS CO,Unannounced Multimedia Inspection,2006-03-20
1874084,AYER,REGULATED ACTIVITY(S),366237,VERANOVA LP,Unannounced Multimedia Inspection,2006-03-21
1874091,AYER,REGULATED ACTIVITY(S),344535,WESTROCK SOUTHERN CONTAINER LLC,Multiple Visits to Identify/Document a Problem,2006-03-21
1874105,AYER,REGULATED ACTIVITY(S),344535,WESTROCK SOUTHERN CONTAINER LLC,Unannounced Multimedia Inspection,2006-03-20
1874210,WORCESTER,REGULATED ACTIVITY(S),161470,UMASS MEMORIAL MEDICAL CENTER,Unannounced Multimedia Inspection,2006-03-16
1874228,WORCESTER,REGULATED ACTIVITY(S),161341,UMASS MEMORIAL HAHNEMANN,Unannounced Multimedia Inspection,2006-03-16
1874310,FREETOWN,REGULATED ACTIVITY(S),175725,BOEHLERS GARAGE,Unannounced Single-Media Inspection,2006-02-16
1874342,WARREN,REGULATED ACTIVITY(S),173040,WARREN SANITARY LANDFILL & TRANSFER STA,Unannounced Single-Media Inspection,2006-03-21
1874346,HARDWICK,REGULATED ACTIVITY(S),172575,HARDWICK LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-22
1874399,FITCHBURG,REGULATED ACTIVITY(S),130833,CHEMDESIGN CORP,ReInspection,2006-03-17
1874430,CLINTON,REGULATED ACTIVITY(S),424700,R BATES & SONS INC,Limited Inspect for Compliance Indicators/Field Presence,2006-03-07
1874432,NORTHBRIDGE,REGULATED ACTIVITY(S),424173,NEIGHBORHOOD DRY CLEANERS,Unannounced Multimedia Inspection,2006-02-17
1874434,MILLBURY,REGULATED ACTIVITY(S),424702,MASON CONSTRUCTION,Unannounced Single-Media Inspection,2005-05-05
1874545,WORCESTER,REGULATED ACTIVITY(S),419131,UMASS MEMORIAL HEALTH CARE PATHOLOGY LAB,Unannounced Multimedia Inspection,2006-03-21
1874782,AUBURN,REGULATED ACTIVITY(S),363071,LUNDGREN COLLISION CENTER,ReInspection,2005-07-22
1874789,WILMINGTON,REGULATED ACTIVITY(S),384785,MARCOR ENVIRONMENTAL LIMITED PARTNERSHIP,Unannounced Single-Media Inspection,2006-01-31
1874791,SHREWSBURY,REGULATED ACTIVITY(S),424759,CHOICE AUTO CENTER LLC,Unannounced Single-Media Inspection,2006-02-02
1874793,AYER,REGULATED ACTIVITY(S),424761,EAGLE ABATEMENT SERVICES,Unannounced Single-Media Inspection,2006-01-20
1874795,WORCESTER,REGULATED ACTIVITY(S),424763,JOSEPH DUGGAN,Unannounced Single-Media Inspection,2006-02-02
1874805,UPTON,REGULATED ACTIVITY(S),424765,RED BARN COFFEE ROASTERS,Unannounced Single-Media Inspection,2006-03-23
1874806,HOLLISTON,REGULATED ACTIVITY(S),424766,EAST COAST PERFECTION COATING,Unannounced Multimedia Inspection,2006-03-22
1874828,WINCHESTER,REGULATED ACTIVITY(S),159665,MARKS AUTO BODY,Assess Reporting Problems or Inclusion to Regulated Universe,2006-03-23
1875018,OXFORD,REGULATED ACTIVITY(S),132533,TECHNOLOGY LEARNING CENTER,Multiple Visits to Identify/Document a Problem,2006-03-21
1875026,FALL RIVER,REGULATED ACTIVITY(S),166441,BISHOP CONNOLLY HIGH SCHOOL,Unannounced Single-Media Inspection,2006-03-17
1875032,NORTH ATTLEBOROUGH,REGULATED ACTIVITY(S),156213,METFAB ENGINEERING INC,Unannounced Multimedia Inspection,2006-03-22
1875048,NANTUCKET,REGULATED ACTIVITY(S),385188,TOSCANA CORP,Unannounced Single-Media Inspection,2001-08-28
1875263,BOSTON,REGULATED ACTIVITY(S),161977,MASSACHUSETTS EYE AND EAR INFIRMARY,Unannounced Multimedia Inspection,2006-03-24
1875271,LOWELL,REGULATED ACTIVITY(S),162776,UNIVERSITY OF MASSACHUSETTS LOWELL,Unannounced Multimedia Inspection,2006-03-03
1875284,LOWELL,REGULATED ACTIVITY(S),162776,UNIVERSITY OF MASSACHUSETTS LOWELL,Unannounced Multimedia Inspection,2006-03-10
1875466,WESTWOOD,REGULATED ACTIVITY(S),346181,AB PROFESSIONAL DRY CLEANERS,Unannounced Multimedia Inspection,2006-03-22
1875558,WESTBOROUGH,REGULATED ACTIVITY(S),130627,ATLANTIC-WESTBORO REALTY LLC,Unannounced Multimedia Inspection,2006-03-28
1875629,PLAINVILLE,REGULATED ACTIVITY(S),130063,PLAINVILLE STOCK CO,Unannounced Multimedia Inspection,2006-03-27
1875632,ATTLEBORO,REGULATED ACTIVITY(S),130170,CRAFT INC,Unannounced Multimedia Inspection,2006-03-27
1875657,WAYLAND,REGULATED ACTIVITY(S),173052,WAYLAND-SUDBURY WWTP,BWR/BRP Unannounced Inspection Related Activity,2006-03-27
1875658,NEWBURY,REGULATED ACTIVITY(S),284176,THE GOVERNORS ACADEMY,BWR/BRP Announced Inspection Related Activity,2006-03-22
1875681,MILLVILLE,REGULATED ACTIVITY(S),424894,MERCURY HOMES INC,Unannounced Single-Media Inspection,2004-10-01
1875977,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-21
1875979,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-22
1875980,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-23
1875981,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-24
1876080,NORTH READING,REGULATED ACTIVITY(S),163758,GREENBRIAR ESTATES CONDOMINIUMS,BWR/BRP Unannounced Inspection Related Activity,2006-03-24
1876205,NORTHBOROUGH,REGULATED ACTIVITY(S),131625,TRADEBE TREATMENT AND RECYCLING,Unannounced Multimedia Inspection,2006-03-30
1876238,GRANBY,REGULATED ACTIVITY(S),271245,GRANBY SANITARY LANDFILL,Site Visit But Not Full Inspection,2006-03-29
1876240,GRANBY,REGULATED ACTIVITY(S),271245,GRANBY SANITARY LANDFILL,Site Visit But Not Full Inspection,2006-03-17
1876242,GRANBY,REGULATED ACTIVITY(S),271245,GRANBY SANITARY LANDFILL,Site Visit But Not Full Inspection,2006-03-16
1876244,GRANBY,REGULATED ACTIVITY(S),271245,GRANBY SANITARY LANDFILL,Site Visit But Not Full Inspection,2006-03-03
1876246,SPRINGFIELD,REGULATED ACTIVITY(S),172960,COTTAGE STREET LANDFILL CLOSURE PROJECT,Limited Inspect for Compliance Indicators/Field Presence,2006-03-03
1876249,SPRINGFIELD,REGULATED ACTIVITY(S),172960,COTTAGE STREET LANDFILL CLOSURE PROJECT,Limited Inspect for Compliance Indicators/Field Presence,2006-03-21
1876251,SPRINGFIELD,REGULATED ACTIVITY(S),172960,COTTAGE STREET LANDFILL CLOSURE PROJECT,Site Visit But Not Full Inspection,2006-03-23
1876253,SPRINGFIELD,REGULATED ACTIVITY(S),172960,COTTAGE STREET LANDFILL CLOSURE PROJECT,Limited Inspect for Compliance Indicators/Field Presence,2006-03-16
1876255,SPRINGFIELD,REGULATED ACTIVITY(S),172960,COTTAGE STREET LANDFILL CLOSURE PROJECT,Limited Inspect for Compliance Indicators/Field Presence,2006-03-13
1876278,SHREWSBURY,REGULATED ACTIVITY(S),130480,INDUSTRIAL POLYMERS,Unannounced Multimedia Inspection,2006-03-21
1876286,CARVER,WATER SUPPLY/DRINKING WATER,424535,TOWNHOUSES AT CHANCE COURT,SANITARY SURVEY,2006-02-23
1876287,CARVER,WATER SUPPLY/DRINKING WATER,6597,ERICKSONS ICE CREAM CAFE INC,INFORMAL SYSTEM INSPECTION,2006-02-23
1876288,MIDDLEBOROUGH,WATER SUPPLY/DRINKING WATER,6246,MIDDLEBOROUGH WATER SUPPLY,Unannounced Single-Media Inspection,2006-02-27
1876290,MARION,WATER SUPPLY/DRINKING WATER,6236,MARION WATER DIVISION,SANITARY SURVEY,2006-03-09
1876291,REHOBOTH,WATER SUPPLY/DRINKING WATER,424599,"HORTON ESTATES CONDOMINIUM TRUST, INC.",SANITARY SURVEY,2006-03-10
1876421,HAVERHILL,REGULATED ACTIVITY(S),406148,KELLYS GAS & REPAIR INC,Drive By Inspection,2006-03-31
1876522,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Unannounced Single-Media Inspection,2006-03-29
1876526,HAVERHILL,REGULATED ACTIVITY(S),172587,OLD GROVELAND ROAD LANDFILL,Unannounced Single-Media Inspection,2006-03-29
1876538,CARVER,WATER SUPPLY/DRINKING WATER,7275,90 MAIN STREET LLC,SANITARY SURVEY,2006-03-31
1876547,AYER,REGULATED ACTIVITY(S),390726,MEDIANEWS PRINTING CO,Unannounced Multimedia Inspection,2006-03-31
1876551,NORWOOD,REGULATED ACTIVITY(S),157287,INFINITI OF NORWOOD,Unannounced Multimedia Inspection,2006-03-31
1876570,DRACUT,REGULATED ACTIVITY(S),406660,TOP HALF INC,Unannounced Multimedia Inspection,2006-03-30
1876573,LAKEVILLE,REGULATED ACTIVITY(S),368957,ASHLEY BROOK REALTY TRUST,Unannounced Single-Media Inspection,2006-01-04
1876597,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-20
1876598,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-27
1876599,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-28
1876600,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-29
1876602,ATTLEBORO,REGULATED ACTIVITY(S),130167,RUST OLEUM CORP,Multiple Visits to Identify/Document a Problem,2006-03-30
1876610,WEYMOUTH,REGULATED ACTIVITY(S),130918,MATHEWSON CORP,ReInspection,2006-03-30
1876948,WEBSTER,REGULATED ACTIVITY(S),332721,WEBSTER COMMERCE CENTER,Assess Reporting Problems or Inclusion to Regulated Universe,2006-03-30
1876950,DUDLEY,REGULATED ACTIVITY(S),382371,INDUSTRIAL DISMANTLING INC,Drive By Inspection,2006-03-30
1876952,SOUTHBRIDGE,REGULATED ACTIVITY(S),345787,FRANKLIN MGT SERVICES,Drive By Inspection,2006-03-30
1876953,SOUTHBRIDGE,REGULATED ACTIVITY(S),396695,SOUTHERN WORC COUNTY ARC INC,Assess Reporting Problems or Inclusion to Regulated Universe,2006-03-30
1876955,DUDLEY,REGULATED ACTIVITY(S),161436,ETHAN ALLEN INC DUDLEY DIV,Assess Reporting Problems or Inclusion to Regulated Universe,2006-03-30
1876978,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-12-12
1876979,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-12-19
1876991,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Inspect Permitted Construction/Site Prior to Permit Decision,2006-04-03
1877013,WHATELY,REGULATED ACTIVITY(S),173091,WHATELY LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-27
1877015,NORTHAMPTON,REGULATED ACTIVITY(S),172793,NORTHAMPTON LF AND TRANSFER STATION,Limited Inspect for Compliance Indicators/Field Presence,2006-03-27
1877090,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-12-19
1877092,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-07-20
1877097,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-12-28
1877098,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-12-28
1877124,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-12-29
1877127,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2005-12-29
1877130,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-01-06
1877133,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-01-09
1877139,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-01-09
1877142,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-01-12
1877143,STERLING,REGULATED ACTIVITY(S),415163,STERLING CONCRETE CORP,Unannounced Multimedia Inspection,2006-03-31
1877153,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-02-17
1877241,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-02-21
1877242,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-02-22
1877253,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-02-24
1877262,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-02-24
1877269,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-02-27
1877273,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-02-28
1877281,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Drive By Inspection,2006-03-01
1877288,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-02
1877294,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-07
1877301,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-20
1877340,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-22
1877342,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-23
1877344,NEWBURYPORT,REGULATED ACTIVITY(S),172770,NEWBURYPORT LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-24
1877376,WALTHAM,REGULATED ACTIVITY(S),385882,BXP SECOND AVE LLC,Unannounced Multimedia Inspection,2006-04-03
1877380,NATICK,REGULATED ACTIVITY(S),425208,HOD INC,Drive By Inspection,2006-04-03
1877426,SALEM,REGULATED ACTIVITY(S),425209,CHARLES FERRIS AUTO SERVICE INC,Unannounced Multimedia Inspection,2006-04-03
1877463,NEWBURY,REGULATED ACTIVITY(S),318512,TRITON REGIONAL HIGH SCHOOL,BWR/BRP Announced Inspection Related Activity,2006-03-30
1877487,WORCESTER,REGULATED ACTIVITY(S),425215,DRIVEWAYS BY MR K,Limited Inspect for Compliance Indicators/Field Presence,2006-03-09
1877517,KINGSTON,WATER SUPPLY/DRINKING WATER,425218,PROVIDENCE HOUSE,SANITARY SURVEY,2006-03-30
1877520,FALL RIVER,REGULATED ACTIVITY(S),130794,DURO FINISHING,Unannounced Multimedia Inspection,2006-03-22
1877529,FALL RIVER,REGULATED ACTIVITY(S),130805,DURO TEXTILE PRINTERS,Unannounced Multimedia Inspection,2006-03-22
1877536,FALL RIVER,REGULATED ACTIVITY(S),163050,DURO FINISHING PLANT 2,Unannounced Multimedia Inspection,2006-03-22
1877628,IPSWICH,WATER SUPPLY/DRINKING WATER,6121,IPSWICH DPU  WATER DEPT,Limited Inspect for Compliance Indicators/Field Presence,2006-03-13
1877630,IPSWICH,WATER SUPPLY/DRINKING WATER,6121,IPSWICH DPU  WATER DEPT,ENGINEERING DETERMINATION/ADVICE,2006-03-14
1877631,BILLERICA,WATER SUPPLY/DRINKING WATER,6086,BILLERICA WATER WORKS,ENGINEERING DETERMINATION/ADVICE,2006-03-14
1877633,GLOUCESTER,WATER SUPPLY/DRINKING WATER,6115,GLOUCESTER PUBLIC UTILITY DIVISION,Limited Inspect for Compliance Indicators/Field Presence,2006-04-04
1877659,PALMER,WATER SUPPLY/DRINKING WATER,361245,DDS MONSON DEVELOPMENTAL CENTER,SANITARY SURVEY,2006-03-06
1877684,WILLIAMSTOWN,WATER SUPPLY/DRINKING WATER,7163,MT GREYLOCK REGIONAL SCHOOL,SANITARY SURVEY,2006-03-16
1877685,LONGMEADOW,WATER SUPPLY/DRINKING WATER,5876,LONGMEADOW WATER DEPT,Site Visit But Not Full Inspection,2006-03-03
1877686,BRIMFIELD,WATER SUPPLY/DRINKING WATER,5825,MEADOWBROOK ACRES MOBILE HOME PARK,SANITARY SURVEY,2006-03-14
1877692,UXBRIDGE,REGULATED ACTIVITY(S),221644,UXBRIDGE,Limited Inspect for Compliance Indicators/Field Presence,2006-03-31
1877693,UXBRIDGE,REGULATED ACTIVITY(S),221644,UXBRIDGE,Multiple Visits to Identify/Document a Problem,2006-04-02
1877749,HOPEDALE,REGULATED ACTIVITY(S),303774,ALGONQUIN INDUSTRIES INC,ReInspection,2006-03-24
1877753,BELLINGHAM,REGULATED ACTIVITY(S),409522,ALGONQUIN INDUSTRIES INC,ReInspection,2006-04-06
1878333,WORCESTER,REGULATED ACTIVITY(S),425253,FINESSE AUTO BODY,Assess Reporting Problems or Inclusion to Regulated Universe,2006-04-04
1878361,HOLYOKE,REGULATED ACTIVITY(S),130899,HOLYOKE GAS & ELECTRIC DEPT,Limited Inspect for Compliance Indicators/Field Presence,2006-04-04
1878408,WEST SPRINGFIELD,REGULATED ACTIVITY(S),325793,ESSENTIAL POWER MASS LLC WEST SPFLD STA,Site Visit But Not Full Inspection,2006-03-06
1878411,AGAWAM,REGULATED ACTIVITY(S),173283,BONDIS ISLAND LANDFILL,Unannounced Single-Media Inspection,2006-03-30
1878416,AGAWAM,REGULATED ACTIVITY(S),173283,BONDIS ISLAND LANDFILL,Unannounced Single-Media Inspection,2006-03-06
1878418,SOUTH HADLEY,REGULATED ACTIVITY(S),172937,SOUTH HADLEY LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-30
1878434,SOUTH HADLEY,REGULATED ACTIVITY(S),172937,SOUTH HADLEY LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-06
1878479,NORTHAMPTON,REGULATED ACTIVITY(S),425117,VINCENT DAUPHINAIS & SONS CONSTRUCTION,Limited Inspect for Compliance Indicators/Field Presence,2006-03-27
1878512,DRACUT,WATER SUPPLY/DRINKING WATER,6109,DRACUT WATER SUPPLY DISTRICT,SANITARY SURVEY,2006-03-09
1878514,BILLERICA,REGULATED ACTIVITY(S),205539,ROBERTO JOSEPH INC,Unannounced Single-Media Inspection,2006-03-30
1878515,SPRINGFIELD,REGULATED ACTIVITY(S),425294,FISHER SHEET METAL & ROOFING CO,Drive By Inspection,2006-03-23
1878516,WILMINGTON,REGULATED ACTIVITY(S),425211,RPM SERVICES,Unannounced Single-Media Inspection,2006-03-29
1878517,BLACKSTONE,REGULATED ACTIVITY(S),172345,BLACKSTONE OLD LANDFILL,Limited Inspect for Compliance Indicators/Field Presence,2006-03-31
1878519,SPRINGFIELD,REGULATED ACTIVITY(S),333733,CITY OF SPRINGFIELD VETERANS GOLF COURSE,Unannounced Multimedia Inspection,2006-03-16
1878523,SOUTHBRIDGE,REGULATED ACTIVITY(S),172949,SOUTHBRIDGE TORREY ROAD LANDFILL,Unannounced Single-Media Inspection,2006-03-02
1878524,GRAFTON,REGULATED ACTIVITY(S),352061,FEEDBACK EARTH INC,Multiple Visits to Identify/Document a Problem,2006-03-10
1878525,WEST SPRINGFIELD,REGULATED ACTIVITY(S),407583,DRS WHALEN AND WHALEN,ReInspection,2006-03-28
1878527,MILLVILLE,REGULATED ACTIVITY(S),172745,MILLVILLE LANDFILL,Announced Single-Media Inspection,2006-03-24
1878556,ASHBURNHAM,REGULATED ACTIVITY(S),290149,ABCROSBY & COMPANY INC,Unannounced Multimedia Inspection,2006-04-06
